N	3gram	Tiupa_Hudo_1	formyVre
1	то же время	8	9
2	и т п	8	8
3	в то же	8	6
4	и в то	1	5
5	в связи с	3	5
6	героя и героини	1	5
7	к себе самому	2	4
8	как раз в	2	4
9	по отношению к	8	3
10	до сих пор	2	3
11	в этом отношении	3	3
12	может быть только	1	3
13	мы уже говорили	1	3
14	в нем не	1	3
15	не может быть	2	3
16	между этими двумя	1	3
17	но все же	1	2
18	одних и тех	1	2
19	в чем не	1	2
20	одной стороны и	1	2
21	же как и	1	2
22	с точки зрения	3	2
23	в отличие от	1	2
24	ни в чем	1	2
25	и тех же	1	2
26	не только в	2	2
27	с одной стороны	1	2
28	своей собственной жизни	1	2
29	а также и	1	2
30	связи с этим	2	2
31	с самого начала	1	2
32	в том что	6	2
33	как и в	3	2
34	самому и к	1	1
35	к тому времени	1	1
36	по своей природе	2	1
37	на том что	1	1
38	раз в том	1	1
39	в стороне от	1	1
40	например в античной	1	1
41	том что в	2	1
42	прежде всего на	1	1
43	прежде всего в	1	1
44	в самом деле	4	1
45	а не о	1	1
46	здесь прежде всего	1	1
47	наше внимание на	1	1
48	та же что	1	1
49	потому что не	1	1
50	сами по себе	1	1
51	только в литературе	1	1
52	в себе и	1	1
53	себе самому и	1	1
54	с тем что	1	1
55	т п все	1	1
56	почти ничего не	1	1
57	в это время	1	1
58	до известной степени	1	1
59	в значительной степени	2	1
60	в данном случае	1	1
61	но в то	3	1
62	в первый раз	1	1
63	и за рубежом	1	1
64	в себя и	1	1
65	так и в	1	1
66	и в этом	1	1
67	своей жизни в	1	1
68	о своей жизни	1	1
69	в этот момент	1	1
70	для себя и	1	1
71	во всяком случае	1	1
72	он не знает	1	1
73	человека в пространстве	1	1
74	в античной трагедии	1	1
75	внешних и внутренних	1	1
76	узком смысле слова	1	1
77	лишь то что	1	1
78	в свою очередь	1	1
79	та или иная	3	1
80	о том что	9	1
81	никогда не бывает	1	1
82	и в самом	3	1
83	не только на	1	1
84	всю его жизнь	1	1
85	во времени и	1	1
86	но в этом	1	1
87	жизни в то	1	1
88	ни единого слова	1	1
89	в частности с	1	1
90	и чужой жизни	1	1
91	друг с другом	1	1
92	времени и пространстве	1	1
93	мы уже знаем	2	1
94	в высшей степени	1	1
95	так и по	1	1
96	и к другому	1	1
97	в своей жизни	1	1
