N	3gram	Propp_Isto_2	formyVre
1	в связи с	4	5
2	по отношению к	3	3
3	до сих пор	6	3
4	не может быть	2	3
5	и то же	1	3
6	но все же	4	2
7	и не только	1	2
8	в отличие от	1	2
9	наряду с этим	2	2
10	но и в	2	2
11	на другой день	1	2
12	вместе с тем	5	2
13	так же как	4	2
14	не только в	4	2
15	с одной стороны	3	2
16	соответствии с этим	1	2
17	связи с этим	1	2
18	с самого начала	2	2
19	но все эти	1	2
20	и прежде всего	1	2
21	в том что	5	2
22	к тому же	2	2
23	к тому времени	1	1
24	в другом месте	2	1
25	и может быть	2	1
26	до наших дней	1	1
27	мы видим в	1	1
28	его таким образом	1	1
29	том что в	1	1
30	огромную роль в	1	1
31	в виду что	1	1
32	во всем мире	1	1
33	принадлежит к тому	2	1
34	тех случаях когда	1	1
35	не умирает и	1	1
36	главным образом в	1	1
37	в зависимости от	1	1
38	надо сказать что	1	1
39	как мы увидим	1	1
40	здесь то что	1	1
41	именно в тех	1	1
42	с тем что	3	1
43	и ничего не	2	1
44	со всех сторон	4	1
45	в это время	1	1
46	в тех случаях	1	1
47	слагается из ряда	1	1
48	смысле этого слова	1	1
49	в себя и	1	1
50	с этим в	1	1
51	отца к сыну	1	1
52	но вместе с	1	1
53	попадает в дом	1	1
54	бросается в глаза	1	1
55	мы уже видели	3	1
56	во всех этих	2	1
57	что происходит в	1	1
58	и с радостью	1	1
59	то что происходит	1	1
60	в этом случае	5	1
61	но дело не	1	1
62	о том что	2	1
63	века но очень	1	1
64	но наряду с	1	1
65	и в котором	1	1
66	не только на	1	1
67	мы имеем в	5	1
68	и на ней	1	1
69	друг с другом	1	1
70	дело не только	1	1
71	и на весь	1	1
72	мы уже знаем	3	1
73	в высшей степени	1	1
74	то что происходило	1	1
75	тому времени уже	1	1
76	здесь мы также	1	1
