N	2gram	Tiupa_Anal_1	KulturaY
1	и т	3	33
2	в том	27	30
3	и в	18	24
4	потому что	2	23
5	том что	12	21
6	т п	3	18
7	что в	5	17
8	того чтобы	3	17
9	для того	4	16
10	было бы	2	15
11	в этом	13	14
12	точки зрения	6	14
13	может быть	29	13
14	все же	4	12
15	таким образом	3	12
16	и не	21	12
17	в его	13	12
18	не в	14	11
19	только в	6	11
20	хотя бы	3	10
21	в самом	6	10
22	не только	15	10
23	в силу	3	10
24	вовсе не	2	10
25	самом деле	2	9
26	язык как	1	9
27	с точки	4	9
28	так как	2	9
29	если бы	3	9
30	о том	5	9
31	того что	4	9
32	отношению к	5	9
33	прежде всего	6	9
34	то что	6	9
35	а только	1	8
36	по отношению	6	8
37	уже не	4	8
38	то же	9	8
39	том чтобы	7	8
40	языка и	1	8
41	как раз	1	8
42	а не	17	8
43	не может	22	7
44	это не	6	7
45	в них	1	7
46	не менее	1	7
47	связи с	1	7
48	в области	4	7
49	так и	4	7
50	в качестве	31	7
51	с другой	4	7
52	как бы	5	7
53	вместе с	4	7
54	мере в	3	6
55	мы имеем	6	6
56	зависимости от	1	6
57	в ней	1	6
58	однако не	3	6
59	в которой	2	6
60	все эти	2	6
61	при этом	12	6
62	в которых	1	6
63	тогда когда	2	6
64	не случайно	3	6
65	язык есть	2	6
66	что он	3	6
67	в какой	2	6
68	но и	17	6
69	именно в	4	6
70	что же	2	6
71	другой стороны	2	6
72	например в	1	5
73	в зависимости	1	5
74	еще не	3	5
75	но не	10	5
76	не просто	2	5
77	что это	1	5
78	и с	2	5
79	с тем	1	5
80	по крайней	1	5
81	и его	5	5
82	к тому	7	5
83	в виду	1	5
84	с ним	4	5
85	и что	1	5
86	между тем	5	5
87	крайней мере	1	5
88	всяком случае	1	5
89	что не	3	5
90	языка как	1	5
91	в той	8	5
92	той мере	2	5
93	в результате	1	5
94	этом отношении	2	5
95	а в	9	5
96	речи и	1	5
97	во всяком	1	5
98	того же	4	4
99	и на	5	4
100	с его	3	4
101	в рамках	3	4
102	как в	1	4
103	в целом	5	4
104	из этих	2	4
105	учение о	1	4
106	роль в	2	4
107	в нем	3	4
108	же касается	1	4
109	того или	3	4
