N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	65
2	то есть	7	45
3	и др	1	24
4	как бы	5	22
5	и не	18	22
6	вовсе не	4	18
7	в сущности	2	16
8	в том	18	16
9	в этом	20	15
10	но в	8	14
11	в нем	4	13
12	мы уже	2	12
13	и на	4	11
14	прежде всего	6	11
15	все эти	5	10
16	не только	12	10
17	и его	6	10
18	так и	5	10
19	но и	8	10
20	и потому	2	10
21	том числе	1	10
22	во всех	3	9
23	в его	11	9
24	все это	5	9
25	всех этих	3	8
26	в своем	8	8
27	в дальнейшем	5	8
28	и даже	10	8
29	здесь в	2	8
30	по своему	2	8
31	и другие	1	8
32	его в	4	7
33	точки зрения	7	7
34	в области	3	7
35	только в	6	7
36	влияние на	1	7
37	жизни и	6	7
38	в году	24	6
39	в ней	4	6
40	еще не	1	6
41	все же	9	6
42	главным образом	1	6
43	при этом	5	6
44	том что	12	6
45	в отношении	3	6
46	никогда не	7	6
47	как мы	11	6
48	времени и	1	6
49	в литературе	1	6
50	так как	5	6
51	может быть	7	6
52	сказать что	11	6
53	литературы и	1	5
54	с его	4	5
55	отличие от	3	5
56	как в	3	5
57	в них	3	5
58	рядом с	1	5
59	как и	5	5
60	в своей	5	5
61	потому что	9	5
62	для него	9	5
63	в одном	1	5
64	еще и	6	5
65	в частности	2	5
66	xix века	1	5
67	в той	2	5
68	и все	7	5
69	еще более	3	5
70	в своих	2	5
71	жизни в	2	5
72	и до	2	4
73	начала в	1	4
74	в общем	2	4
75	и к	6	4
76	поэтому и	1	4
77	в самом	2	4
78	в этой	4	4
79	были связаны	1	4
80	так сказать	1	4
81	и еще	1	4
82	во время	1	4
83	в их	2	4
84	в отличие	3	4
85	мысли и	2	4
86	не понимает	1	4
87	не в	9	4
88	до сих	1	4
89	можно только	1	4
90	связи с	8	4
91	в жизни	1	4
92	из них	1	4
93	отношение к	4	4
94	нужно сказать	1	4
95	сих пор	1	4
96	мира и	1	4
97	для нас	7	4
98	между ними	1	4
99	это в	3	4
100	можно говорить	3	3
101	самом деле	1	3
102	жизни здесь	1	3
103	по его	1	3
104	жизни как	1	3
105	мы и	1	3
106	мы будем	3	3
107	менее всего	1	3
108	не просто	1	3
109	в себя	1	3
110	уже не	3	3
111	но все	2	3
112	то что	20	3
113	в себе	6	3
114	и с	14	3
115	и других	1	3
116	это не	2	3
117	далеко не	1	3
118	он и	3	3
119	отрыве от	1	3
120	с точки	3	3
121	разного рода	4	3
122	он дает	2	3
123	дает в	1	3
124	мир и	1	3
125	но это	4	3
126	уже сказали	1	3
127	даже в	2	3
128	на котором	2	3
129	ничего не	2	3
130	этом отношении	1	3
131	и здесь	1	3
132	не могут	1	3
133	и прежде	2	3
134	в виду	2	3
135	и вообще	10	3
136	с ним	5	3
137	о нем	2	3
138	в самой	1	3
139	и во	2	3
140	к нему	2	3
141	что он	13	3
142	до нас	1	3
143	но как	1	3
144	друг друга	2	3
145	как раз	1	3
146	даже и	3	3
147	не были	1	3
148	во франции	1	3
149	нет ничего	3	3
150	и их	1	3
151	в тех	1	3
152	нужно отметить	1	3
153	но для	1	3
154	в более	2	3
155	и ни	1	3
156	от всех	1	3
157	не может	9	3
158	что в	12	3
159	не получил	1	2
160	отношения к	3	2
161	одним из	1	2
162	например в	1	2
163	мы здесь	1	2
164	нам кажется	3	2
165	это очень	1	2
166	он требует	1	2
167	смерть в	1	2
168	для своего	1	2
169	всех его	1	2
170	который был	2	2
171	не вполне	2	2
172	которое в	2	2
173	и он	4	2
174	это время	4	2
175	он был	6	2
176	время в	4	2
177	в чем	2	2
178	но не	3	2
179	нет и	1	2
180	и наконец	4	2
181	его к	1	2
182	в чисто	2	2
183	из этих	3	2
184	во многих	2	2
185	он не	4	2
186	они в	1	2
187	не к	1	2
188	и вот	3	2
189	на его	4	2
190	свое время	1	2
191	его от	1	2
192	и по	2	2
193	так например	1	2
194	на все	2	2
195	это было	4	2
196	в свой	1	2
197	литературе так	1	2
198	в этих	4	2
199	эта была	1	2
200	от своего	1	2
201	и без	1	2
202	но эта	1	2
203	их в	2	2
204	называет его	1	2
205	и очень	2	2
206	раз и	2	2
207	при всех	1	2
208	дело в	3	2
209	страшного и	1	2
210	на него	1	2
211	этих двух	1	2
212	всего на	2	2
213	во всем	1	2
214	же он	1	2
215	в мир	1	2
216	он называет	3	2
217	начиная с	2	2
218	есть только	1	2
219	к тому	2	2
220	здесь еще	1	2
221	и это	3	2
222	которого мы	1	2
223	и многие	1	2
224	особенно в	1	2
225	во многом	1	2
226	во второй	2	2
227	поэтому в	1	2
228	и начало	1	2
229	о том	4	2
230	второй половине	2	2
231	можно сказать	4	2
232	ни на	1	2
233	в отрыве	1	2
234	представления о	1	2
235	еще только	1	2
236	но с	1	2
237	этот вопрос	1	2
238	только на	1	2
239	или даже	1	2
240	ни с	2	2
241	далек от	1	2
242	от того	1	2
243	что не	2	2
244	всего мира	1	2
245	в менее	1	2
246	на этот	4	2
247	до конца	7	2
248	с конца	1	2
249	о необходимости	1	2
250	несмотря на	4	2
251	и особенно	3	2
252	в разной	1	2
253	его на	3	2
254	и глубоко	1	2
255	наряду с	2	2
256	да и	3	2
257	в это	4	2
258	того что	5	2
259	что мы	1	2
260	в основном	5	2
261	в целом	4	2
262	между прочим	7	2
263	кроме того	9	2
264	в книге	1	2
265	и для	3	2
266	и часто	2	2
267	и от	2	2
268	хотя и	6	2
269	от него	1	2
270	разной степени	1	2
271	ни к	1	2
272	от всего	1	2
273	же в	2	2
274	от всякого	1	2
275	он понимает	1	2
276	в свое	1	2
277	в противоположность	1	2
278	в таком	3	2
279	от этой	1	1
280	истории то	1	1
281	еще можно	1	1
282	так резко	1	1
283	не имел	2	1
284	а из	1	1
285	тех же	1	1
286	этого последнего	2	1
287	так у	1	1
288	все его	1	1
289	и определили	1	1
290	несколько позже	1	1
291	между двумя	1	1
292	как результат	1	1
293	моменты его	1	1
294	собственном смысле	1	1
295	и больше	3	1
296	действительности и	1	1
297	был и	3	1
298	то же	4	1
299	лучшим и	1	1
300	а как	1	1
301	от всякой	2	1
302	в письмах	1	1
303	мы не	2	1
304	на первом	2	1
305	и раньше	1	1
306	этого нет	1	1
307	нам в	1	1
308	именно к	3	1
309	говорить о	1	1
310	указ соч	16	1
311	первый план	2	1
312	суждение о	1	1
313	и всего	2	1
314	уже вне	1	1
315	с которыми	4	1
316	его произведение	1	1
317	человека с	1	1
318	конечно совершенно	1	1
319	в произведениях	1	1
320	чем же	1	1
321	в постоянном	1	1
322	с этим	5	1
323	так называемая	1	1
324	чем мы	1	1
325	как к	2	1
326	как нам	1	1
327	далекой от	1	1
328	раньше в	1	1
329	как уже	1	1
330	и как	3	1
331	что по	1	1
332	самом начале	1	1
333	эта тоже	1	1
334	и свою	1	1
335	в этот	1	1
336	конечно с	1	1
337	в произведении	1	1
338	еще на	2	1
339	лежит на	1	1
340	в которой	4	1
341	и поучительным	1	1
342	самых серьезных	1	1
343	он в	1	1
344	без учета	1	1
345	чуть ли	1	1
346	в нашем	1	1
347	близости к	1	1
348	по преимуществу	1	1
349	в последнее	2	1
350	церкви с	1	1
351	остановиться на	1	1
352	но его	2	1
353	тому же	1	1
354	как он	2	1
355	на то	2	1
356	не могла	2	1
357	он всегда	1	1
358	и если	4	1
359	в свет	1	1
360	для того	2	1
361	же это	2	1
362	жизнью и	1	1
363	мир как	1	1
364	и сам	2	1
365	европы но	1	1
366	не могли	3	1
367	на этом	2	1
368	но дело	2	1
369	конца и	1	1
370	последнее слово	1	1
371	это конечно	1	1
372	здесь мы	3	1
373	в работе	2	1
374	и может	2	1
375	и дальше	1	1
376	об этом	6	1
377	связанных с	1	1
378	них не	1	1
379	где оно	1	1
380	лишь в	1	1
381	и иногда	1	1
382	всех народов	1	1
383	было бы	9	1
384	говоря о	3	1
385	новой жизни	1	1
386	ведь в	1	1
387	но уже	2	1
388	жила в	1	1
389	могилу и	1	1
390	сам он	1	1
391	понимает он	1	1
392	в общей	1	1
393	мы имеем	1	1
394	друга в	1	1
395	все моменты	1	1
396	оно имеет	1	1
397	на первый	2	1
398	которую он	7	1
399	место в	1	1
400	и при	2	1
401	что такое	1	1
402	не мир	2	1
403	можно найти	1	1
404	к истории	1	1
405	это делает	1	1
406	просто в	1	1
407	не столько	3	1
408	представление о	1	1
409	в которых	1	1
410	жизни с	2	1
411	своего рода	1	1
412	которой они	1	1
413	как это	7	1
414	смысле а	1	1
415	есть его	2	1
416	может вызвать	1	1
417	сделал для	1	1
418	которые в	1	1
419	времени не	1	1
420	но он	3	1
421	далека от	1	1
422	без всяких	1	1
423	есть еще	1	1
424	ним в	2	1
425	так называемого	1	1
426	назад к	1	1
427	что такие	1	1
428	увидел и	2	1
429	не менее	7	1
430	на рубеже	1	1
431	вплоть до	3	1
432	но они	1	1
433	с которой	2	1
434	она не	2	1
435	что с	1	1
436	в то	9	1
437	часто оказывается	1	1
438	своего существования	1	1
439	в самых	2	1
440	пока еще	1	1
441	не могло	1	1
442	следовательно и	1	1
443	и весь	1	1
444	же время	3	1
445	соприкасаются с	1	1
446	вопрос в	1	1
447	здесь же	1	1
448	каким оно	1	1
449	на церковные	1	1
450	ему не	1	1
451	у нас	6	1
452	все то	1	1
453	понимает и	1	1
454	содержание их	1	1
455	например на	1	1
456	где он	3	1
457	дальнейшем мы	2	1
458	этой своей	1	1
459	им в	3	1
460	и которая	1	1
461	своего развития	1	1
462	у себя	1	1
463	отче наш	1	1
464	того чтобы	2	1
465	что все	1	1
466	людей в	2	1
467	здесь не	4	1
468	без всякого	2	1
469	в собственном	1	1
470	характер и	1	1
471	последнее время	2	1
472	смерти в	1	1
473	всей своей	1	1
474	так в	1	1
475	как с	1	1
476	натурализме и	1	1
477	с собой	1	1
478	можно было	2	1
479	в абсолютное	1	1
480	те же	3	1
481	здесь как	1	1
482	здесь нет	1	1
483	еще в	2	1
484	раз не	1	1
485	был не	1	1
486	разрыв с	1	1
487	отрицать что	1	1
488	по теории	1	1
489	только и	3	1
490	сводится к	1	1
491	и деятельности	1	1
492	по себе	5	1
493	и возможно	1	1
494	и та	1	1
495	настоящее время	2	1
496	его жизни	6	1
497	растет с	1	1
498	вне всякой	1	1
499	нас в	2	1
500	жизни он	1	1
501	которой мы	2	1
502	на ее	1	1
503	и всякая	2	1
504	наконец в	3	1
505	именно в	4	1
506	единого и	1	1
507	и она	2	1
508	не зная	1	1
509	всякого рода	6	1
510	том можно	1	1
511	ли он	2	1
512	в какой	1	1
513	года то	2	1
514	всей жизни	2	1
515	всяком случае	6	1
516	никак нельзя	3	1
517	и ее	1	1
518	не было	10	1
519	жизни там	1	1
520	же и	2	1
521	для всех	1	1
522	с нею	1	1
523	уже в	3	1
524	огромное и	1	1
525	то и	1	1
526	идеях и	1	1
527	на этих	3	1
528	не стал	1	1
529	его и	2	1
530	за ним	1	1
531	о поэзии	1	1
532	представлений о	1	1
533	в конце	13	1
534	что и	3	1
535	с этими	1	1
536	к ним	1	1
537	не о	2	1
538	у него	19	1
539	тем что	1	1
540	ее на	2	1
541	мир на	1	1
542	в очень	3	1
543	первая и	1	1
544	реакцию на	1	1
545	этот последний	1	1
546	до наших	1	1
547	со стороны	4	1
548	не лишены	1	1
549	до известной	1	1
550	на людей	1	1
551	определенная и	1	1
552	похожа на	1	1
553	и стал	1	1
554	а на	1	1
555	был в	2	1
556	которых мы	1	1
557	а за	2	1
558	стремится к	2	1
559	не на	2	1
560	а не	7	1
561	и своим	1	1
562	сколько в	1	1
563	его как	1	1
564	он рассматривает	1	1
565	было для	2	1
566	о чем	6	1
567	человеческой жизни	1	1
568	философской мысли	1	1
569	и открытое	1	1
570	него не	1	1
571	под влиянием	3	1
572	и большим	1	1
573	уже давно	2	1
574	все более	1	1
575	по мысли	1	1
576	эта идея	2	1
577	и конкретная	1	1
578	характера и	1	1
579	ничего страшного	1	1
580	понимает как	1	1
581	конечно не	4	1
582	он говорит	1	1
583	всегда был	1	1
584	говорит в	1	1
585	в течение	5	1
586	состоянии его	1	1
587	подлинном смысле	1	1
588	в тот	1	1
589	такие явления	1	1
590	для понимания	1	1
591	особенно с	1	1
592	есть и	2	1
593	ли не	1	1
594	еще к	1	1
595	первом плане	1	1
596	этот не	1	1
597	как например	1	1
598	со времени	1	1
599	бытия в	2	1
600	в начале	4	1
601	что касается	3	1
602	от нас	2	1
603	даже больше	2	1
604	при всем	1	1
605	под названием	3	1
606	известной степени	1	1
607	уже на	3	1
608	в связи	8	1
609	тем и	1	1
610	в результате	5	1
611	в настоящее	2	1
612	развития и	1	1
613	с двух	1	1
614	хотя бы	3	1
615	популярных в	1	1
616	этих элементов	1	1
617	отношении к	1	1
618	как кризис	1	1
619	видения и	1	1
620	отличались от	1	1
621	не понял	1	1
622	на другие	2	1
623	с ней	2	1
624	этого времени	3	1
625	отношением к	1	1
626	обычно не	1	1
627	же самой	1	1
628	она жила	2	1
