N	3gram	Losev_Dial_3	SlovoVZh
1	не может быть	6	7
2	в том что	3	4
3	и не может	1	3
4	тем не менее	10	3
5	бы то ни	1	3
6	этой точки зрения	2	3
7	до сих пор	1	3
8	то ни было	1	3
9	и то же	2	2
10	в такой же	1	2
11	мы никогда не	1	2
12	имеем в виду	1	2
13	на самом деле	1	2
14	с другой стороны	2	2
15	то же самое	1	2
16	одной стороны и	1	2
17	с точки зрения	14	2
18	в зависимости от	2	2
19	с этой стороны	1	2
20	одно и то	2	2
21	в данном случае	1	2
22	с одной стороны	3	2
23	тех или иных	1	1
24	том что в	1	1
25	и в этом	2	1
26	они должны быть	1	1
27	ровно ничего не	3	1
28	то время как	4	1
29	более или менее	1	1
30	во всяком случае	2	1
31	мы уже сказали	1	1
32	одна и та	1	1
33	в самом деле	5	1
34	не менее эта	1	1
35	же как и	1	1
36	и таким образом	1	1
37	в то время	4	1
38	хотя бы только	2	1
39	ни в чем	1	1
40	что мы имеем	1	1
41	сам по себе	5	1
42	сами по себе	3	1
43	ни в коем	3	1
44	если же оно	1	1
45	то что мы	3	1
46	как на нечто	1	1
47	и что она	2	1
48	и та же	1	1
49	что мы воспринимаем	2	1
50	о том что	5	1
51	в этом отношении	1	1
52	может находиться в	1	1
53	в конечном счете	1	1
54	и прежде всего	3	1
55	то же время	1	1
56	подобно тому как	4	1
57	мы имеем в	1	1
58	в лучшем случае	1	1
59	может быть только	1	1
60	по крайней мере	5	1
61	в то же	1	1
62	в коем случае	3	1
63	и в частности	1	1
64	так и к	1	1
65	сама по себе	4	1
66	в своем движении	1	1
67	не может находиться	1	1
68	том что все	1	1
69	так же как	2	1
70	как и в	3	1
71	далеко не всегда	1	1
72	к тому же	2	1
73	может быть ни	1	1
