N	3gram	Berdyaev_M_1	Problemy
1	в отношении к	1	7
2	и т п	1	6
3	не может быть	17	6
4	по отношению к	2	5
5	во всяком случае	1	5
6	к нему и	1	5
7	герой из подполья	1	4
8	на протяжении всего	1	4
9	в самом деле	1	3
10	он не может	2	3
11	он ни был	1	3
12	в братьях карамазовых	3	3
13	в творчестве достоевского	4	3
14	в высшей степени	2	3
15	в конце концов	2	3
16	записок из подполья	5	3
17	и в самом	3	3
18	в романах достоевского	1	3
19	бы он ни	1	3
20	и в нем	3	3
21	а вовсе не	1	2
22	в записках из	1	2
23	в мою душу	1	2
24	и не может	2	2
25	хотя бы и	2	2
26	вместе с тем	5	2
27	в отличие от	1	2
28	к тому чтобы	2	2
29	как и все	1	2
30	вы скажете что	1	2
31	записках из подполья	1	2
32	тем что он	2	2
33	я уверен что	1	2
34	а не в	4	2
35	о том что	1	2
36	кто бы он	1	2
37	выходит за пределы	1	2
38	у достоевского нет	4	2
39	не знает и	1	2
40	мы увидим что	3	2
41	для него как	1	1
42	у достоевского это	2	1
43	что он мог	1	1
44	так и не	1	1
45	все переходит в	1	1
46	он сам не	1	1
47	от него и	1	1
48	потому что в	3	1
49	прежде всего в	2	1
50	что и это	1	1
51	и он был	1	1
52	и по отношению	1	1
53	оно менее всего	1	1
54	он мог бы	1	1
55	потому что не	1	1
56	до сих пор	2	1
57	не может найти	1	1
58	что он не	2	1
59	потому что сознание	1	1
60	он должен быть	1	1
61	сохранить за собой	1	1
62	достоевского особенно в	1	1
63	возможно лишь в	1	1
64	заключает в себе	3	1
65	в котором не	1	1
66	и кажется что	1	1
67	у него нет	1	1
68	и у других	1	1
69	у достоевского никогда	2	1
70	в значительной степени	1	1
71	может быть что	1	1
72	что в центре	1	1
73	достоевского никогда не	2	1
74	это имел в	1	1
75	но в конце	1	1
76	но она не	1	1
77	человек у достоевского	1	1
78	быть и речи	1	1
79	как будто бы	2	1
80	и не было	1	1
81	новый момент в	2	1
82	и все уже	1	1
83	и ничего не	1	1
84	не только для	1	1
85	для него и	1	1
86	карамазова со смердяковым	1	1
87	все более и	1	1
88	в этот момент	1	1
89	может быть и	1	1
90	в нем не	2	1
91	друг к другу	1	1
92	но и с	1	1
93	сам же он	1	1
94	в нем есть	1	1
95	и в том	1	1
96	и петра верховенского	1	1
97	это потому что	1	1
98	к чему бы	1	1
99	как бы не	1	1
100	между этими двумя	1	1
101	по целым дням	1	1
102	в нем нет	1	1
103	не мог вынести	1	1
104	у достоевского есть	5	1
105	настасьи филипповны и	1	1
106	имел в виду	1	1
107	о великом инквизиторе	4	1
108	период его творчества	1	1
109	и вместе с	4	1
110	самое главное и	1	1
111	ивана карамазова со	1	1
112	но у достоевского	1	1
113	да ведь это	1	1
114	более и более	1	1
115	к нему все	2	1
116	и к чему	1	1
117	записки из подполья	1	1
118	с собой он	1	1
119	как бы в	1	1
120	мог бы быть	1	1
121	с настасьей филипповной	1	1
122	и во всем	1	1
123	по сравнению со	1	1
124	братьях карамазовых но	1	1
125	для того чтобы	2	1
126	в них не	1	1
127	в том что	1	1
128	но не может	1	1
129	он не видит	1	1
130	что и в	1	1
131	и в братьях	1	1
