N	3gram	Bakhtin_Pr_2	Russkaja
1	друг с другом	4	14
2	то же время	5	10
3	в то же	5	10
4	с точки зрения	8	9
5	в том что	1	7
6	на самом деле	1	6
7	во всяком случае	1	6
8	а между тем	1	5
9	до сих пор	7	5
10	более или менее	3	4
11	на то что	2	4
12	бы то ни	1	4
13	не может быть	4	4
14	не может не	1	3
15	можно было бы	3	3
16	и не может	4	3
17	в конце концов	2	3
18	той или иной	3	3
19	а следовательно и	1	2
20	в настоящее время	2	2
21	в том и	1	2
22	что он не	1	2
23	в себе и	1	2
24	с самим собой	3	2
25	но она не	1	2
26	котором идет речь	1	2
27	том и в	1	2
28	и в том	1	2
29	о том что	1	2
30	друг от друга	2	2
31	в другом случае	1	2
32	в большинстве случаев	8	2
33	о котором идет	1	2
34	сама по себе	4	2
35	и в другом	1	2
36	самим собой в	1	1
37	и в жизни	1	1
38	прежде всего на	1	1
39	которая как мы	2	1
40	то есть не	1	1
41	прежде всего в	1	1
42	дело в том	1	1
43	на том же	1	1
44	как бы не	1	1
45	по отношению к	5	1
46	в самом деле	4	1
47	в том числе	1	1
48	то же самое	1	1
49	в том же	1	1
50	что с точки	1	1
51	и в других	1	1
52	эта последняя может	1	1
53	такое положение в	1	1
54	лишь тогда когда	1	1
55	том числе и	1	1
56	на этот вопрос	2	1
57	по крайней мере	1	1
58	его лежит не	1	1
59	в значительной степени	1	1
60	но в то	3	1
61	то ни было	1	1
62	смысле этого слова	1	1
63	но при этом	2	1
64	может стремиться к	1	1
65	по себе еще	2	1
66	с нею и	1	1
67	в связи с	1	1
68	с другом как	1	1
69	друг к другу	2	1
70	о которых мы	1	1
71	сойтись друг с	1	1
72	одну и ту	1	1
73	а в нем	1	1
74	того и другого	2	1
75	его жизни и	1	1
76	но все же	2	1
77	и ту же	1	1
78	о себе самом	3	1
79	мы не знаем	1	1
80	неизбежно приводит к	1	1
81	тем не менее	2	1
82	что в большинстве	2	1
83	к тому же	3	1
84	себе еще не	2	1
