N	3gram	Bakhtin_Pr_1	Russkaja
1	то же время	3	10
2	в то же	3	10
3	с точки зрения	6	9
4	в том что	3	7
5	на самом деле	3	6
6	для того чтобы	2	6
7	а между тем	1	5
8	до сих пор	1	5
9	на то что	1	4
10	бы то ни	3	4
11	не может быть	11	4
12	то ни стало	1	3
13	во что бы	1	3
14	в лучшем случае	2	3
15	можно было бы	3	3
16	и не может	2	3
17	что бы то	1	3
18	в данном случае	4	3
19	к вопросу о	1	3
20	той или иной	2	3
21	а следовательно и	1	2
22	в настоящее время	1	2
23	в том и	1	2
24	в этом направлении	1	2
25	или в лучшем	1	2
26	том и в	1	2
27	и в том	1	2
28	того или иного	2	2
29	ни к чему	1	2
30	и тем самым	2	2
31	в другом случае	1	2
32	в большинстве случаев	5	2
33	к тому что	1	2
34	она не может	1	2
35	и в другом	1	2
36	или хотя бы	1	1
37	его можно было	1	1
38	то есть не	1	1
39	дело в том	1	1
40	в свою очередь	1	1
41	по отношению к	19	1
42	в самом деле	3	1
43	то же самое	2	1
44	в том же	2	1
45	для нее являются	1	1
46	и в других	1	1
47	до известной степени	1	1
48	in adjecto и	1	1
49	и не к	1	1
50	отнюдь не следует	1	1
51	по отношению ко	1	1
52	конечно не может	1	1
53	не может иметь	1	1
54	в этом отношении	2	1
55	на этот вопрос	1	1
56	в противном случае	3	1
57	здесь же мы	1	1
58	не может но	1	1
59	несмотря на то	1	1
60	отнюдь не является	1	1
61	и в частности	2	1
62	показать что и	1	1
63	в значительной степени	1	1
64	в применении к	3	1
65	никакому сомнению что	1	1
66	но в то	1	1
67	то ни было	2	1
68	к чему не	1	1
69	и с точки	1	1
70	в своем целом	1	1
71	которых идет речь	1	1
72	смысле этого слова	1	1
73	и вот на	1	1
74	на том основании	1	1
75	и должно быть	1	1
76	и в этом	1	1
77	и как бы	1	1
78	в связи с	1	1
79	если бы все	1	1
80	решения вопроса о	1	1
81	о которых идет	1	1
82	время в россии	1	1
83	в его целом	5	1
84	о которых мы	1	1
85	но можно ли	1	1
86	или иной культурной	1	1
87	а в том	1	1
88	отнюдь не может	1	1
89	том основании что	1	1
90	это и есть	1	1
91	ли может быть	1	1
92	же время она	1	1
93	вопрос о том	1	1
94	все же дело	1	1
95	себя только в	1	1
96	тем не менее	3	1
97	и прежде всего	5	1
98	быть не может	1	1
99	в своем стремлении	1	1
100	отношению ко всякой	1	1
