N	3gram	Bakhtin_Fr_1	DiskursI
1	в том что	6	13
2	по отношению к	1	9
3	с одной стороны	2	9
4	в отличие от	4	4
5	то же время	1	4
6	к тому же	1	4
7	и т.п но	1	3
8	это прежде всего	1	3
9	но при этом	1	3
10	той или иной	5	3
11	не может быть	1	3
12	с другой стороны	1	3
13	существенную роль в	2	3
14	в то же	1	3
15	по своей природе	1	2
16	можно определить как	1	2
17	в том числе	10	2
18	и не только	1	2
19	сами по себе	1	2
20	том числе и	7	2
21	в основе своей	2	2
22	в значительной степени	2	2
23	большей или меньшей	4	2
24	могла бы быть	1	2
25	не только в	1	2
26	то есть в	4	2
27	можно сказать что	1	2
28	и может быть	1	1
29	еще и в	1	1
30	нет и не	1	1
31	точки зрения на	1	1
32	дело в том	2	1
33	своего значения и	1	1
34	звено в цепи	1	1
35	в нем только	3	1
36	на самом деле	2	1
37	мог быть только	1	1
38	как раз и	2	1
39	с точки зрения	3	1
40	до сих пор	4	1
41	и не может	1	1
42	но одновременно и	1	1
43	в последующие века	1	1
44	это приводит к	1	1
45	в тех или	1	1
46	то есть без	1	1
47	и далеко не	1	1
48	это в значительной	1	1
49	во всех областях	1	1
50	в xvii веке	2	1
51	литературы нового времени	1	1
52	можно даже сказать	1	1
53	и в том	2	1
54	в основе этих	1	1
55	в известном смысле	1	1
56	они принадлежат к	1	1
57	во всех этих	2	1
58	в большей или	4	1
59	или меньшей степени	4	1
60	в xix веке	1	1
61	в связи с	1	1
62	том что он	1	1
63	во всяком случае	1	1
64	или иных отношениях	1	1
65	в целом ряде	1	1
66	в новое время	3	1
67	в свое время	2	1
68	до наших дней	1	1
69	на ранних этапах	1	1
70	в этом отношении	3	1
71	так например в	1	1
72	в нем нет	1	1
73	до известной степени	1	1
74	одной стороны он	1	1
75	он направлен на	1	1
76	так и в	2	1
77	имея в виду	1	1
78	до настоящего времени	1	1
79	не может стать	1	1
80	и др на	1	1
81	и прежде всего	3	1
82	тех или иных	1	1
83	но все же	2	1
84	во всех его	2	1
85	в большинстве случаев	2	1
