N	2gram	Vinokur_Ku_1	Dialekti
1	не есть	4	54
2	т е	38	48
3	и не	12	27
4	а не	8	26
5	точки зрения	14	25
6	и т	33	24
7	и в	24	24
8	это значит	1	24
9	есть нечто	1	23
10	не только	10	23
11	т д	14	23
12	что такое	6	21
13	по себе	2	20
14	не может	7	19
15	не просто	5	18
16	ничего не	2	17
17	и есть	2	16
18	и что	5	15
19	что все	2	14
20	с точки	9	14
21	то что	9	14
22	в таком	3	14
23	таким образом	12	13
24	что он	6	13
25	вовсе не	10	13
26	может быть	13	13
27	и даже	3	13
28	что это	5	12
29	есть только	1	12
30	того что	9	12
31	есть и	1	12
32	но тогда	1	11
33	не менее	7	11
34	не имеет	2	11
35	что же	6	11
36	в сущности	3	10
37	отнюдь не	1	10
38	тем не	4	10
39	только не	1	10
40	она есть	1	10
41	есть не	1	9
42	то это	3	9
43	что она	3	9
44	ни в	2	9
45	но и	6	9
46	нет ничего	1	9
47	в этом	14	8
48	и как	2	8
49	это есть	2	8
50	учение о	4	8
51	так что	4	8
52	прежде всего	9	8
53	что мы	1	8
54	том что	21	8
55	это и	4	7
56	в самом	10	7
57	как и	2	7
58	никогда не	2	7
59	как раз	8	7
60	потому что	23	7
61	что оно	3	7
62	ясно что	3	7
63	в виду	5	7
64	только на	1	7
65	но что	1	7
66	даже и	3	7
67	в особенности	3	7
68	ничем не	1	7
69	я уже	1	7
70	что в	17	7
71	самом деле	9	6
72	должна быть	3	6
73	д и	2	6
74	что иное	1	6
75	я не	2	6
76	иное как	2	6
77	то же	8	6
78	об этом	1	6
79	и с	5	6
80	превращается в	2	6
81	оно не	3	6
82	вы не	1	6
83	если бы	9	6
84	что и	4	6
85	и только	1	6
86	о том	9	6
87	так как	9	6
88	даже не	1	6
89	и пр	15	6
90	не на	4	6
91	и все	2	6
92	все это	6	6
93	кроме того	1	6
94	но если	2	6
95	не что	1	6
96	вопрос о	2	5
97	что его	2	5
98	хотя и	3	5
99	само по	1	5
100	он не	2	5
101	по крайней	5	5
102	одно и	1	5
103	так и	7	5
104	было бы	15	5
105	в них	7	5
106	и тогда	4	5
107	в том	30	5
108	можно ли	2	5
109	в то	2	5
110	тогда когда	6	5
111	и притом	1	5
112	и его	5	5
113	всегда есть	1	5
114	тогда нет	1	5
115	только в	11	5
116	уже не	8	5
117	одно из	2	5
118	от всякого	1	5
119	крайней мере	5	5
120	как же	1	5
121	что не	5	5
122	что для	1	5
123	как это	3	5
124	с этой	2	5
125	но это	1	5
126	или нет	1	5
127	только как	1	5
128	жизни и	1	5
129	как на	3	5
130	и то	3	4
131	явления и	1	4
132	и больше	1	4
133	и ничего	1	4
134	говорить о	1	4
135	мы и	1	4
136	в чем	1	4
137	в истории	3	4
138	субъекта и	1	4
139	что нет	1	4
140	конечно не	2	4
141	собственно говоря	1	4
142	и никакого	1	4
143	это не	7	4
144	истории и	1	4
145	на первый	1	4
146	от себя	2	4
147	тому что	3	4
148	как о	2	4
149	но только	1	4
150	от того	1	4
151	не могут	2	4
152	есть объект	1	4
153	чтобы быть	2	4
154	можно только	1	4
155	о нем	2	4
156	к тому	5	4
157	с другой	7	4
158	е не	2	4
159	для него	1	4
160	или иной	3	4
161	говорит о	1	4
162	у нас	10	4
163	так же	4	4
164	говорить что	1	4
165	при всем	1	4
166	хотя бы	10	4
167	только что	1	4
168	е в	2	4
169	сказать что	1	4
170	была бы	3	3
171	из самых	1	3
172	той же	3	3
173	но даже	1	3
174	зависимости от	6	3
175	и на	4	3
176	мере в	6	3
177	всего от	1	3
178	в одной	1	3
179	что именно	1	3
180	с этим	4	3
181	в своем	3	3
182	только тогда	3	3
183	все же	12	3
184	перед нами	1	3
185	все эти	6	3
186	тем более	2	3
187	на то	4	3
188	в нем	4	3
189	есть таким	1	3
190	не значит	1	3
191	он должен	1	3
192	в силу	10	3
193	чем собственно	1	3
194	не значат	1	3
195	того или	4	3
196	он есть	3	3
197	бытие и	1	3
198	как целое	1	3
199	должно быть	3	3
200	и без	1	3
201	имеется в	1	3
202	не в	11	3
203	раз и	1	3
204	тем самым	4	3
205	одна из	1	3
206	на себя	3	3
207	же время	2	3
208	уже и	3	3
209	должны быть	2	3
210	можно и	1	3
211	себя функции	1	3
212	движения и	1	3
213	утверждает что	1	3
214	это было	2	3
215	не надо	1	3
216	все время	1	3
217	или же	1	3
218	вопрос об	1	3
219	это же	1	3
220	с одной	1	3
221	есть в	4	3
222	то и	2	3
223	из них	4	3
224	сами по	1	3
225	тем что	8	3
226	для того	16	3
227	именно как	1	3
228	в каком	2	3
229	не было	3	3
230	его как	1	3
231	одной стороны	1	3
232	а если	3	3
233	как бы	7	3
234	если не	3	3
235	с полной	1	3
236	только одна	1	3
237	и от	1	3
238	не знает	1	3
239	при его	1	3
240	только о	1	3
241	понимать как	2	3
242	также не	1	3
243	все что	1	3
244	в слове	2	3
245	я и	1	2
246	также и	2	2
247	например в	5	2
248	же как	1	2
249	в частности	4	2
250	а из	1	2
251	только потому	6	2
252	или к	1	2
253	для науки	1	2
254	в первом	3	2
255	исходит из	1	2
256	не имеют	3	2
257	в зависимости	5	2
258	его не	1	2
259	что если	2	2
260	так чтобы	1	2
261	из того	1	2
262	что можно	2	2
263	и он	3	2
264	в ней	6	2
265	начало и	1	2
266	еще не	5	2
267	с его	4	2
268	но не	5	2
269	силу этого	1	2
270	что история	2	2
271	и где	1	2
272	целый ряд	5	2
273	и понимания	1	2
274	но в	2	2
275	в условиях	1	2
276	ни один	1	2
277	из этих	4	2
278	думать что	1	2
279	в себе	3	2
280	тому же	1	2
281	но на	1	2
282	и если	3	2
283	вообще не	1	2
284	при этом	6	2
285	раз навсегда	1	2
286	что нужно	2	2
287	и вот	1	2
288	что у	1	2
289	и по	1	2
290	на этом	1	2
291	есть ничто	1	2
292	чаще всего	1	2
293	она и	1	2
294	все равно	2	2
295	показывает что	1	2
296	этого не	2	2
297	и уже	1	2
298	несмотря на	3	2
299	как таковой	2	2
300	она была	1	2
301	всяком случае	5	2
302	в их	3	2
303	и эти	3	2
304	что этот	1	2
305	но они	1	2
306	явления как	1	2
307	иной раз	2	2
308	можно понимать	1	2
309	что их	2	2
310	иметь в	1	2
311	только и	3	2
312	учения о	1	2
313	меня и	3	2
314	и является	4	2
315	как не	1	2
316	как я	2	2
317	фактов и	1	2
318	когда мы	2	2
319	могут быть	1	2
320	той или	1	2
321	из чего	1	2
322	для себя	1	2
323	как мы	1	2
324	более не	1	2
325	и сами	2	2
326	говоря уже	1	2
327	как с	2	2
328	и когда	1	2
329	тут мы	1	2
330	разного рода	1	2
331	для этого	3	2
332	и здесь	3	2
333	никак не	2	2
334	не содержит	1	2
335	нас в	1	2
336	и во	1	2
337	однако что	1	2
338	в его	12	2
339	себя но	1	2
340	и следовательно	1	2
341	как например	2	2
342	не мешает	1	2
343	и тем	2	2
344	тот или	1	2
345	себя в	1	2
346	же и	2	2
347	что законы	2	2
348	многое не	1	2
349	и у	1	2
350	ничего нельзя	1	2
351	же в	4	2
352	нового времени	1	2
353	подлинное знание	1	2
354	так или	2	2
355	со стороны	4	2
356	или иначе	2	2
357	именно в	6	2
358	а именно	2	2
359	еще и	5	2
360	себя и	1	2
361	только к	2	2
362	быть только	1	2
363	зависит от	1	2
364	в природе	1	2
365	однако не	6	2
366	но как	1	2
367	как именно	2	2
368	пр это	1	2
369	и потому	4	2
370	мы говорим	2	2
371	в данном	4	2
372	факты и	2	2
373	по существу	4	2
374	но для	1	2
375	в смысле	2	2
376	тех или	1	2
377	и для	2	2
378	нем можно	1	2
379	или в	2	2
380	себя самого	2	2
381	для нас	2	2
382	лишь как	2	2
383	бы в	7	2
384	но вот	2	2
385	а в	5	2
386	может и	1	2
387	слово в	1	2
388	не говоря	2	2
389	другой стороны	6	2
390	совершенно не	1	2
391	или иного	3	2
392	тогда не	1	2
393	но еще	3	2
394	точно так	1	2
395	ее в	2	2
396	в своих	1	2
397	они не	3	2
398	значат то	1	2
399	во всяком	5	2
400	этой точки	2	2
401	ту же	1	1
402	речь идет	2	1
403	говоря о	1	1
404	в применении	1	1
405	в сфере	1	1
406	и фактически	1	1
407	место не	1	1
408	этом отношении	5	1
409	на самом	2	1
410	же относятся	1	1
411	но тем	1	1
412	как такового	1	1
413	идет о	2	1
414	знания не	1	1
415	и так	1	1
416	по преимуществу	2	1
417	есть категория	1	1
418	что эти	4	1
419	ведь и	1	1
420	едва ли	1	1
421	как факт	1	1
422	и этот	1	1
423	должна уступить	1	1
424	часто бывает	1	1
425	для своего	1	1
426	является наиболее	1	1
427	ответить на	1	1
428	на место	1	1
429	в одинаковых	1	1
430	оно с	1	1
431	этого термина	2	1
432	свой предмет	2	1
433	конечно и	1	1
434	построения в	1	1
435	никогда нельзя	1	1
436	явление не	1	1
437	думаю что	2	1
438	столько же	1	1
439	которую можно	2	1
440	когда есть	1	1
441	отношения и	2	1
442	есть акт	1	1
443	истории в	1	1
444	во всех	1	1
445	то мы	3	1
446	ли также	1	1
447	быть предметом	1	1
448	а только	8	1
449	очевидно и	1	1
450	не то	1	1
451	нельзя понимать	1	1
452	о слове	1	1
453	в общем	3	1
454	тогда как	2	1
455	себе и	2	1
456	смысловой и	1	1
457	отличаются от	1	1
458	из таких	1	1
459	от одной	1	1
460	как к	1	1
461	не это	1	1
462	помнить что	1	1
463	с понятием	1	1
464	более или	3	1
465	от этого	2	1
466	также стоит	1	1
467	них как	1	1
468	со своей	1	1
469	не приходится	1	1
470	та же	1	1
471	в которой	6	1
472	как то	2	1
473	же невозможно	1	1
474	во многих	2	1
475	если мы	2	1
476	не сделал	3	1
477	что ничего	1	1
478	или указ	1	1
479	говорят о	1	1
480	имеем в	1	1
481	но ведь	2	1
482	слово это	5	1
483	может уже	1	1
484	чтобы была	1	1
485	мы можем	1	1
486	всех этих	1	1
487	значит еще	1	1
488	же это	1	1
489	исторический и	1	1
