N	3gram	Savitsky_E_1	Problema
1	и т д	1	13
2	в том что	6	9
3	той или иной	4	8
4	в связи с	1	7
5	в данном случае	2	7
6	во всяком случае	3	6
7	и в этом	4	6
8	с другой стороны	2	5
9	не может быть	2	5
10	что же касается	1	4
11	бы то ни	4	4
12	в то же	15	4
13	то время как	1	4
14	в то время	1	4
15	тех или иных	1	4
16	дело в том	1	3
17	того или иного	4	3
18	можно было бы	3	3
19	может быть и	1	3
20	то ни было	4	3
21	том смысле что	1	3
22	заключается в том	2	3
23	само по себе	4	3
24	та или иная	1	3
25	то есть в	1	3
26	в том смысле	1	3
27	на этот раз	1	3
28	именно потому что	1	3
29	хотя и не	1	2
30	в той или	3	2
31	же как и	3	2
32	с точки зрения	16	2
33	в отличие от	1	2
34	но и в	1	2
35	то или иное	1	2
36	и в частности	2	2
37	что и сам	1	2
38	не только в	4	2
39	по сравнению с	2	2
40	этой точки зрения	5	2
41	вовсе не в	1	2
42	но также и	1	2
43	только и можно	1	2
44	и тем самым	1	2
45	это значит что	1	2
46	и тем более	1	2
47	можно сказать что	3	2
48	друг от друга	2	2
49	для нас значение	1	2
50	как мы видели	2	2
51	и только в	2	2
52	и того же	1	1
53	то в отношении	1	1
54	по себе не	2	1
55	ничего иного кроме	1	1
56	мы хотели бы	1	1
57	из всего этого	1	1
58	этот вопрос мы	1	1
59	хотя бы только	1	1
60	более или менее	1	1
61	имеют дело с	1	1
62	что для него	1	1
63	как и другие	1	1
64	и не только	1	1
65	именно к тому	1	1
66	и то и	1	1
67	говорить о том	1	1
68	но они вполне	1	1
69	мы не станем	1	1
70	к тому или	1	1
71	из того что	2	1
72	с тем что	1	1
73	на этот вопрос	1	1
74	что в этом	1	1
75	поскольку она не	1	1
76	с этой точки	5	1
77	и не в	1	1
78	то и другое	1	1
79	есть то что	1	1
80	оно всегда в	1	1
81	сказать что в	2	1
82	и в своем	1	1
83	здесь говорить о	1	1
84	тому или иному	2	1
85	с одной стороны	8	1
86	смысле этого слова	1	1
87	только в виде	1	1
88	каких бы то	2	1
89	и не было	1	1
90	во всех этих	1	1
91	было бы смешно	1	1
92	друг к другу	1	1
93	ли здесь говорить	1	1
94	так же как	5	1
95	имеет для нас	1	1
96	в тех случаях	1	1
97	мы находим у	1	1
98	мы не можем	1	1
99	так и в	2	1
100	как бы ни	3	1
101	на то или	1	1
102	и когда мы	1	1
103	речь идет о	1	1
104	ту или иную	3	1
105	только в том	2	1
106	поскольку речь идет	1	1
107	на то что	2	1
108	одного и того	1	1
109	тех случаях когда	1	1
110	к тому что	1	1
111	значение также и	1	1
112	в ту или	1	1
113	приводит нас к	2	1
114	для того чтобы	5	1
115	при помощи которого	1	1
116	в себе не	1	1
117	к тому же	1	1
118	только тогда когда	1	1
