N	3gram	Medvedev_F_2	slovoVRo
1	и т п	9	33
2	не может быть	10	15
3	в отличие от	2	12
4	в этом случае	1	6
5	в значительной степени	3	6
6	с одной стороны	1	5
7	в большинстве случаев	3	5
8	в зависимости от	3	4
9	то же время	5	4
10	но все же	2	4
11	в то же	5	4
12	в узком смысле	1	4
13	в том что	2	4
14	оно не может	1	3
15	к новому материалу	1	3
16	и там где	1	3
17	с установкой на	1	3
18	с точки зрения	7	3
19	сама по себе	1	3
20	в этом отношении	7	3
21	в собственном смысле	1	3
22	т п все	1	3
23	но в то	1	3
24	все эти формы	1	3
25	так и в	3	3
26	в чем не	1	2
27	и связанные с	1	2
28	а вовсе не	1	2
29	в свою очередь	1	2
30	более или менее	1	2
31	и в особенности	1	2
32	до сих пор	1	2
33	как особый язык	1	2
34	зависимости от характера	1	2
35	может быть и	3	2
36	не могут быть	4	2
37	так и для	1	2
38	во всяком случае	5	2
39	слова как предмета	1	2
40	ни в чем	2	2
41	языка не может	1	2
42	в истории литературы	2	2
43	т п в	1	2
44	в связи с	10	2
45	для того чтобы	3	2
46	и т д	5	2
47	как к своему	1	1
48	и другие языки	1	1
49	в этом становлении	1	1
50	и не в	2	1
51	мы говорим о	2	1
52	и литературный язык	2	1
53	в какой мере	2	1
54	менее всего может	1	1
55	иметь в виду	1	1
56	как один из	1	1
57	в известной степени	1	1
58	и в поэзии	1	1
59	но оно не	1	1
60	к своему пределу	1	1
61	же время и	1	1
62	и др но	1	1
63	бы она ни	3	1
64	по самому своему	1	1
65	но почему нельзя	1	1
66	как например в	1	1
67	на первый план	2	1
68	как это было	2	1
69	языка но и	1	1
70	и в то	3	1
71	всей ее конкретности	1	1
72	до известной степени	3	1
73	сами по себе	2	1
74	особенно важное значение	1	1
75	но и в	3	1
76	и в дальнейшем	2	1
77	может быть конечно	1	1
78	и не может	3	1
79	иметь место в	1	1
80	он в корне	1	1
81	самого по себе	1	1
82	в процессе этого	2	1
83	по себе а	2	1
84	даже и не	2	1
85	без другого невозможно	1	1
86	данного сюжета и	1	1
87	может быть самая	1	1
88	в применении к	2	1
89	точек зрения не	1	1
90	однако и здесь	1	1
91	вовсе не обязательно	1	1
92	значительной степени и	1	1
93	в той же	1	1
94	во всей ее	1	1
95	что он не	1	1
96	можно сказать так	1	1
97	необходимо учесть еще	1	1
98	говорить не приходится	2	1
99	однако отметить что	1	1
100	настолько велико что	1	1
101	самому своему существу	1	1
102	его не приходится	1	1
103	все более и	1	1
104	во всех сферах	1	1
105	не для того	1	1
106	значение и в	1	1
107	а не в	1	1
108	с другой стороны	3	1
109	говорить о нем	1	1
110	в самом языке	7	1
111	именно в том	1	1
112	в широком смысле	1	1
113	может быть при	1	1
114	тем не менее	1	1
115	или такой же	1	1
116	того или иного	4	1
117	во всех этих	1	1
118	между этими двумя	2	1
119	таким образом в	1	1
120	на этом фоне	1	1
121	мы не можем	1	1
122	взаимодействии с другими	1	1
123	в поэзии или	1	1
124	большей или меньшей	1	1
125	этого факта и	1	1
126	как и в	1	1
127	она ни была	3	1
128	с самого начала	2	1
129	более и более	1	1
130	но в этом	2	1
131	языка как такового	5	1
132	в его целом	1	1
133	различия между этими	1	1
134	этом отношении он	1	1
135	всего может быть	1	1
136	т п слово	1	1
137	истории литературы и	1	1
138	слово как таковое	1	1
139	но именно в	1	1
140	она не может	1	1
141	и ее требования	1	1
142	самом языке как	2	1
143	как мы видели	4	1
144	влечет за собой	1	1
