N	2gram	Propp_Russ_2	Formalny
1	и в	29	38
2	в этом	11	27
3	т е	24	26
4	может быть	13	23
5	и его	1	21
6	и пр	2	21
7	таким образом	6	20
8	и не	1	20
9	в самом	1	16
10	не в	4	15
11	прежде всего	2	15
12	и т	5	14
13	не может	5	14
14	в нем	1	13
15	связи с	2	13
16	но и	8	13
17	в пределах	1	12
18	с тем	6	11
19	в том	22	11
20	с другими	3	10
21	в его	1	10
22	не только	10	9
23	при этом	6	9
24	и с	10	9
25	как и	11	9
26	отнюдь не	1	8
27	все же	2	8
28	так и	1	8
29	что и	2	8
30	тем что	3	8
31	как мы	3	7
32	для него	1	7
33	в своей	2	7
34	уже не	4	7
35	этом отношении	1	7
36	в других	15	7
37	по существу	4	7
38	что в	22	7
39	и ее	2	6
40	в ней	1	6
41	все эти	3	6
42	в этой	3	6
43	то же	4	6
44	было бы	3	6
45	в их	2	6
46	могут быть	2	6
47	все время	1	6
48	только в	1	6
49	то что	5	6
50	не было	2	6
51	вместе с	6	6
52	а не	4	6
53	как раз	1	6
54	а в	9	6
55	это и	2	5
56	в первый	1	5
57	говорить о	1	5
58	во всех	3	5
59	т д	5	5
60	в то	2	5
61	в основе	1	5
62	если бы	1	5
63	сводится к	1	5
64	что он	1	5
65	всяком случае	1	5
66	именно в	4	5
67	с этим	2	5
68	и для	2	5
69	во всяком	1	5
70	здесь и	1	4
71	что они	1	4
72	независимо от	1	4
73	как в	7	4
74	и наконец	1	4
75	не следует	1	4
76	в статье	1	4
77	от нее	1	4
78	входит в	1	4
79	мы видели	7	4
80	не столько	2	4
81	как о	1	4
82	ничего не	1	4
83	здесь не	1	4
84	того или	1	4
85	но в	5	4
86	в большинстве	1	4
87	из них	4	4
88	так как	13	4
89	в особенности	1	4
90	и даже	1	4
91	в некоторых	9	4
92	другой стороны	1	4
93	там где	2	4
94	как бы	18	4
95	совершенно не	2	4
96	оно не	1	4
97	к этому	5	4
98	например в	1	3
99	же как	4	3
100	и до	1	3
101	а как	1	3
102	из всего	1	3
103	мы не	6	3
104	то это	1	3
105	и на	6	3
106	не входит	1	3
107	значение и	1	3
108	если в	1	3
109	хотя и	1	3
110	и как	2	3
111	от этого	1	3
112	что это	3	3
113	из этих	2	3
114	только на	1	3
115	так сказать	1	3
116	всех этих	1	3
117	главным образом	3	3
118	его в	8	3
119	для них	2	3
120	такой же	1	3
121	место в	1	3
122	не является	1	3
123	но все	1	3
124	того чтобы	6	3
125	так в	2	3
126	по теории	1	3
127	и здесь	1	3
128	должно было	3	3
129	к нему	4	3
130	того что	3	3
131	в какой	1	3
132	то и	4	3
133	каждый из	2	3
134	для того	6	3
135	с другой	2	3
136	и др	1	3
137	а наоборот	3	3
138	без всякой	1	3
139	это приводит	1	3
140	быть и	1	3
141	все это	10	3
142	на самом	2	3
143	или в	7	3
144	и все	4	3
145	вряд ли	2	2
146	можно говорить	1	2
147	относится и	1	2
148	в такой	1	2
149	и то	2	2
150	по аналогии	1	2
151	не была	1	2
152	совпадает с	1	2
153	е как	1	2
154	это время	2	2
155	он был	1	2
156	совсем не	2	2
157	но не	5	2
158	очевидно что	2	2
159	отношение к	1	2
160	он пишет	1	2
161	отличие от	3	2
162	ни одна	1	2
163	к сожалению	1	2
164	в одной	1	2
165	что именно	1	2
166	все остальные	1	2
167	перед нами	1	2
168	кроме того	2	2
169	та же	2	2
170	в которой	2	2
171	уже в	1	2
172	он в	1	2
173	различных народов	1	2
174	ее как	1	2
175	состоит в	15	2
176	не к	2	2
177	и более	1	2
178	и по	3	2
179	на этом	3	2
180	от одного	1	2
181	должен был	3	2
182	от него	1	2
183	в развитии	1	2
184	должно быть	2	2
185	том что	22	2
186	на первый	3	2
187	нужно было	1	2
188	в этих	3	2
189	не так	1	2
190	представление о	5	2
191	в отличие	3	2
192	для доказательства	1	2
193	должны были	2	2
194	их в	4	2
195	для этого	5	2
196	она не	3	2
