N	2gram	Propp_Isto_1	Tvorches
1	и в	28	20
2	в году	1	16
3	и т	25	13
4	не только	12	13
5	т д	22	11
6	никогда не	14	11
7	как бы	2	11
8	таким образом	8	10
9	в то	3	10
10	в его	5	10
11	и его	3	9
12	там же	2	9
13	и не	9	9
14	при этом	3	8
15	и с	4	8
16	в том	9	8
17	может быть	25	8
18	в этом	8	8
19	прежде всего	10	8
20	но и	10	8
21	то же	12	7
22	это не	7	7
23	представление о	1	7
24	наряду с	3	7
25	потому что	4	7
26	не может	15	7
27	xix века	2	7
28	что в	12	7
29	в целом	2	6
30	как и	4	6
31	в своей	1	6
32	что он	10	6
33	так и	9	6
34	в конце	1	6
35	у него	1	6
36	именно в	3	6
37	а не	15	6
38	в основном	2	6
39	все это	4	6
40	например в	5	5
41	еще не	7	5
42	и на	4	5
43	но не	5	5
44	все же	10	5
45	в этой	6	5
46	о том	9	5
47	и даже	4	5
48	но это	4	5
49	так же	7	5
50	мы не	10	4
51	все эти	4	4
52	что они	5	4
53	отнюдь не	1	4
54	как в	2	4
55	хотя и	1	4
56	когда он	6	4
57	но в	8	4
58	за собой	2	4
59	не в	9	4
60	в дальнейшем	5	4
61	что она	5	4
62	что у	1	4
63	об этом	4	4
64	соответствии с	1	4
65	показывает что	3	4
66	если бы	8	4
67	ничего не	2	4
68	мы видим	11	4
69	а в	7	4
70	в соответствии	1	4
71	и потому	2	4
72	и от	2	4
73	героя в	5	4
74	том что	7	4
75	одним из	2	3
76	же как	2	3
77	а с	2	3
78	по отношению	3	3
79	отношению к	3	3
80	в себе	2	3
81	в нем	2	3
82	он не	2	3
83	в образе	3	3
84	так например	6	3
85	а затем	2	3
86	его в	6	3
87	и мы	2	3
88	но уже	2	3
89	в котором	3	3
90	в их	3	3
91	в которых	1	3
92	своего рода	1	3
93	тем что	3	3
94	одна из	2	3
95	и это	1	3
96	с ним	2	3
97	до сих	5	3
98	между тем	2	3
99	этот вопрос	7	3
100	уже не	3	3
101	в начале	3	3
102	для него	2	3
103	у нее	1	3
104	так как	6	3
105	то что	9	3
106	и др	7	3
107	что не	2	3
108	превращается в	4	3
109	в свете	2	3
110	вместе с	6	3
111	в пользу	2	3
112	в й	2	3
113	сих пор	5	3
114	нет ничего	1	3
115	один из	4	3
116	ранних стадиях	1	3
117	одной из	2	3
118	к этому	2	3
119	неотделима от	1	2
120	не должны	1	2
121	относится и	1	2
122	начинается с	3	2
123	и есть	1	2
124	говорить о	1	2
125	этот факт	1	2
126	со своими	1	2
127	я не	3	2
128	и он	3	2
129	как правило	4	2
130	в ее	2	2
131	тут же	1	2
132	так что	4	2
133	в истории	1	2
134	имеет в	1	2
135	в этот	1	2
136	в которой	1	2
137	бы не	1	2
138	тоже не	2	2
139	т п	1	2
140	тому же	1	2
141	во многих	2	2
142	но ведь	1	2
143	так сказать	1	2
144	и если	2	2
145	едва ли	1	2
146	у читателя	1	2
147	на наш	1	2
148	и по	3	2
149	при помощи	2	2
150	или наконец	1	2
151	известно что	1	2
152	к героям	1	2
153	которой он	1	2
154	и еще	1	2
155	в такой	2	2
156	всему миру	1	2
157	в отличие	2	2
158	одном из	1	2
159	точку зрения	3	2
160	их в	5	2
161	влечет за	1	2
162	не могли	1	2
163	что этот	2	2
164	где нет	2	2
165	не менее	6	2
166	эта мысль	3	2
167	как о	2	2
168	я буду	1	2
169	на него	4	2
170	в русской	2	2
171	аргументом в	1	2
172	на землю	1	2
173	другой стороны	5	2
174	однако это	3	2
175	у нас	1	2
176	мы узнаем	1	2
177	могут быть	4	2
178	ли не	1	2
179	ориентировался на	1	2
180	же не	3	2
181	как по	1	2
182	действия и	3	2
183	так в	4	2
184	приводит к	2	2
185	только через	3	2
186	сводится к	1	2
187	и что	10	2
188	чтобы вызвать	1	2
189	восходит к	5	2
190	и только	2	2
191	в ту	2	2
192	о своих	1	2
193	в которую	3	2
194	к которому	5	2
195	всякого рода	2	2
196	затем из	1	2
197	только в	11	2
198	в стороне	3	2
199	и ее	1	2
200	не мешает	1	2
201	точка зрения	2	2
202	себя в	2	2
203	и у	1	2
204	й главе	1	2
205	для анализа	1	2
206	в виде	2	2
207	или даже	3	2
208	из них	3	2
209	его и	2	2
210	не так	2	2
211	в одном	5	2
212	вовсе не	2	2
213	друг друга	1	2
214	только с	2	2
215	отличие от	2	2
216	этой задачи	1	2
217	с другой	6	2
218	не было	1	2
219	на этот	2	2
220	не означает	2	2
221	зависит от	2	2
222	в частности	2	2
223	так мы	1	2
224	к жизни	1	2
225	о человеке	1	2
226	только для	2	2
227	и тогда	3	2
228	в руки	3	2
229	в основе	4	2
230	ни к	2	2
231	видим в	1	2
232	это все	1	2
233	связь с	4	2
234	но если	2	2
235	из этого	2	2
236	отказаться от	2	2
237	во всяком	1	2
238	ту же	1	1
239	можно говорить	1	1
240	речь идет	1	1
241	узнаем в	1	1
242	художественного произведения	1	1
243	как его	1	1
244	связана с	1	1
245	не остается	1	1
246	отметим что	1	1
247	и должно	3	1
248	это и	1	1
249	в первом	1	1
250	поэтому он	2	1
251	из его	1	1
252	в доме	2	1
253	приходит к	1	1
254	мы уже	1	1
255	из всех	2	1
256	их мысли	1	1
257	из всего	1	1
258	повседневной жизни	1	1
259	за той	1	1
260	что если	2	1
