N	2gram	Tiupa_Hudo_1	Istorich
1	и в	19	26
2	так как	1	18
3	мы имеем	6	14
4	никогда не	2	13
5	потому что	3	13
6	и на	2	12
7	в этом	11	12
8	таким образом	3	12
9	в том	18	12
10	что в	6	12
11	может быть	14	11
12	не только	16	10
13	том что	8	10
14	с другой	7	10
15	и не	15	10
16	еще не	3	9
17	а именно	2	9
18	что он	3	9
19	но и	10	9
20	и это	2	8
21	все эти	2	8
22	в нем	5	8
23	с ним	2	8
24	вместе с	1	8
25	другой стороны	5	8
26	например в	3	7
27	но в	7	7
28	и его	12	7
29	о том	2	7
30	с одной	2	7
31	уже не	4	7
32	у него	1	7
33	превращается в	2	7
34	одной стороны	2	7
35	как в	2	6
36	после чего	1	6
37	так в	4	6
38	в русской	3	6
39	то что	4	6
40	этом случае	1	6
41	в более	1	6
42	ее в	2	6
43	не может	7	6
44	то же	10	5
45	не будет	2	5
46	чаще всего	1	5
47	как и	2	5
48	и что	3	5
49	в то	6	5
50	так и	11	5
51	нас к	1	5
52	в его	9	5
53	мы видим	1	5
54	только в	5	5
55	тем что	1	5
56	связаны с	1	5
57	у нас	1	5
58	как это	5	5
59	его в	2	5
60	как мы	1	4
61	с его	6	4
62	но как	2	4
63	из этих	3	4
64	имеем в	3	4
65	на его	1	4
66	на земле	1	4
67	и по	2	4
68	здесь мы	1	4
69	это не	2	4
70	и тем	2	4
71	не всегда	1	4
72	еще нет	1	4
73	а также	5	4
74	что и	2	4
75	себе в	1	4
76	прежде всего	4	4
77	зависит от	1	4
78	одну из	1	4
79	как бы	9	4
80	в это	1	4
81	все что	1	4
82	же как	1	3
83	и через	1	3
84	и то	4	3
85	из которых	1	3
86	это еще	1	3
87	или иное	1	3
88	в себе	9	3
89	если он	1	3
90	что она	2	3
91	при этом	13	3
92	если бы	3	3
93	в них	2	3
94	нет в	1	3
95	в своей	5	3
96	и ее	3	3
97	в одном	2	3
98	не в	7	3
99	их в	3	3
100	на котором	1	3
101	могут быть	4	3
102	вокруг него	1	3
103	меня в	1	3
104	и другие	2	3
105	то время	1	3
106	мы рассмотрим	1	3
107	от него	1	3
108	один из	2	3
109	в качестве	24	3
110	не происходит	1	3
111	так что	1	3
112	ее не	1	3
113	со стороны	2	3
114	далеко не	2	3
115	больше и	1	3
116	не было	1	3
117	в частности	13	3
118	к своему	1	3
119	в данном	4	3
120	как будто	1	3
121	и от	1	3
122	или в	2	3
123	на первый	1	3
124	а в	12	3
125	сказать что	4	3
126	из этого	2	3
127	в своих	1	3
128	они не	1	3
129	ту же	1	2
130	того же	2	2
131	говорилось выше	1	2
132	здесь и	1	2
