N	2gram	Vinokur_Ku_2	Vvedenie
1	и т	39	42
2	т д	14	36
3	т е	22	35
4	и в	23	32
5	в том	19	31
6	в этом	18	30
7	том что	11	26
8	может быть	15	26
9	не только	20	22
10	для того	9	21
11	того чтобы	11	20
12	таким образом	5	19
13	также и	5	18
14	то что	9	16
15	потому что	25	15
16	так как	15	15
17	не может	9	14
18	но также	4	14
19	в самом	12	13
20	в нем	4	13
21	о том	1	13
22	со стороны	4	13
23	в их	2	12
24	в общем	1	12
25	в его	5	12
26	того что	3	12
27	только в	5	12
28	и не	16	12
29	как на	1	12
30	как мы	3	11
31	в ее	1	11
32	и именно	1	11
33	ясно что	5	11
34	в данном	4	11
35	что такое	3	11
36	языка и	8	10
37	что в	10	10
38	то же	6	9
39	и как	1	9
40	но в	11	9
41	по себе	10	9
42	между тем	6	9
43	в той	2	9
44	этом смысле	5	9
45	а только	3	8
46	это не	6	8
47	не в	8	8
48	тем не	6	8
49	не менее	7	8
50	с другой	8	8
51	именно в	3	8
52	самом деле	9	7
53	вопрос о	9	7
54	но не	6	7
55	все же	7	7
56	было бы	15	7
57	точки зрения	14	7
58	можно было	9	7
59	дело с	1	7
60	прежде всего	8	7
61	смысле этого	2	7
62	о котором	2	7
63	в большей	3	7
64	только как	2	7
65	смысле слова	2	6
66	и это	3	6
67	из этих	1	6
68	широком смысле	4	6
69	том чтобы	1	6
70	с тем	2	6
71	как и	2	6
72	представить себе	2	6
73	вовсе не	9	6
74	в то	4	6
75	в качестве	8	6
76	же время	3	6
77	тем что	3	6
78	не могут	5	6
79	не трудно	1	6
80	о природе	1	6
81	один из	5	6
82	этот вопрос	6	6
83	и его	3	6
84	в руки	1	6
85	и даже	2	6
86	до сих	1	6
87	но и	7	6
88	а именно	2	6
89	сих пор	1	6
90	все это	5	6
91	и историей	1	6
92	хотя бы	9	6
93	мере в	1	5
94	а как	1	5
95	в целом	1	5
96	иное как	1	5
97	в широком	2	5
98	приходим к	1	5
99	так например	1	5
100	об этом	5	5
101	на почве	1	5
102	и тем	5	5
103	данном случае	2	5
104	в них	4	5
105	в которых	2	5
106	сказать что	4	5
107	течением времени	1	5
108	могут быть	4	5
109	с течением	1	5
110	имеет дело	1	5
111	как например	1	5
112	так что	1	5
113	видеть что	1	5
114	уже в	3	5
115	не есть	1	5
116	т п	24	5
117	что не	6	5
118	на этот	2	5
119	а не	10	5
120	по своему	1	5
121	она есть	1	5
122	как бы	4	5
123	той мере	1	5
124	другой стороны	7	5
125	в какой	1	5
126	вместе с	5	5
127	и то	5	4
128	как это	5	4
129	той же	2	4
130	мы имеем	5	4
131	что иное	1	4
132	по отношению	1	4
133	не просто	2	4
134	независимо от	1	4
135	от этого	2	4
136	уже не	8	4
137	так или	2	4
138	в себе	1	4
139	но ведь	1	4
140	этот процесс	1	4
141	должен был	1	4
142	в своей	2	4
143	в котором	1	4
144	по сравнению	2	4
145	по крайней	6	4
146	не имеет	4	4
147	только с	1	4
148	в каждом	1	4
149	здесь нет	1	4
150	это только	2	4
151	на вопрос	1	4
152	внимание на	1	4
153	и что	8	4
154	крайней мере	6	4
155	еще не	5	4
156	к делу	1	4
157	что он	5	4
158	с одной	2	4
159	этого понятия	1	4
160	в виде	1	4
161	речь в	5	4
162	одно из	1	4
163	всяком случае	5	4
164	само по	5	4
165	как раз	3	4
166	этом отношении	3	4
167	даже и	2	4
168	в особенности	4	4
169	одной стороны	1	4
170	или иначе	3	4
171	еще и	2	4
172	е в	1	4
173	сравнению с	1	4
174	с этой	2	4
175	этом случае	2	4
176	и для	2	4
177	только что	1	4
178	а в	3	4
179	не что	1	4
180	общем случае	1	4
181	во всяком	5	4
182	и есть	2	3
183	в основании	2	3
184	в сущности	9	3
185	говорить о	4	3
186	в виду	3	3
187	и на	6	3
188	в чем	1	3
189	своего рода	4	3
190	ответ на	2	3
191	сама по	1	3
192	однако не	4	3
193	хотя и	4	3
194	и к	1	3
195	за собой	2	3
196	бы и	4	3
197	что это	7	3
198	все эти	12	3
199	в этой	6	3
200	в известном	1	3
201	что она	3	3
202	как оно	1	3
203	при этом	2	3
204	если бы	12	3
205	не как	2	3
206	вообще не	1	3
207	свое время	2	3
208	смысле как	1	3
209	на этом	3	3
210	на этой	4	3
211	заключается в	2	3
212	в свое	2	3
213	в прямом	1	3
214	и уже	1	3
215	мы видели	2	3
216	чем в	3	3
217	нисколько не	3	3
218	в этих	1	3
219	что сказано	1	3
220	от себя	1	3
221	понятно что	1	3
222	и вот	5	3
223	однако в	1	3
224	этой работы	1	3
225	этой области	4	3
226	тогда когда	1	3
227	дело в	1	3
228	дело не	2	3
229	связи с	3	3
230	как будто	2	3
231	в области	11	3
232	в каком	4	3
233	языка в	3	3
234	но все	4	3
235	себе что	1	3
236	должен быть	5	3
237	в ней	3	3
238	на том	2	3
239	и вообще	2	3
240	чтобы понять	2	3
241	вот почему	3	3
242	язык и	2	3
243	можно сказать	4	3
244	а также	3	3
245	в конечном	2	3
246	к нему	2	3
247	известном смысле	1	3
248	одной из	1	3
249	что даже	1	3
250	в одном	1	3
251	в конце	4	3
252	что и	3	3
253	отношение к	1	3
254	может служить	2	3
255	но что	2	3
256	русский язык	6	3
257	свое выражение	1	3
258	в очень	1	3
259	а потому	1	3
260	или меньшей	3	3
261	до конца	3	3
262	так называемых	2	3
263	так же	4	3
264	и понимать	1	3
265	такого рода	1	3
266	конечном итоге	1	3
267	что же	5	3
268	да и	6	3
269	большей или	3	3
270	материал для	2	3
271	в своем	2	3
272	но с	1	3
273	sui generis	2	3
274	к тому	4	3
275	в результате	4	3
276	наука о	1	3
277	отдельного народа	1	3
278	к этому	4	3
279	в частности	2	3
280	гораздо более	3	3
281	вряд ли	4	2
282	это однако	1	2
283	языка с	1	2
284	же как	2	2
285	дело что	1	2
286	и до	2	2
287	должна быть	5	2
288	что мы	6	2
289	мы уже	1	2
290	есть не	1	2
291	мы не	1	2
292	что если	2	2
293	на тему	1	2
294	что можно	3	2
295	д а	1	2
296	так называемые	2	2
297	того же	3	2
298	время в	1	2
299	своего материала	1	2
300	себе и	1	2
301	что нет	1	2
302	его к	2	2
303	выражение в	3	2
304	ни одна	1	2
305	что к	1	2
306	не следует	5	2
307	в принципе	1	2
308	в силу	7	2
309	данном отношении	2	2
310	какой бы	1	2
311	одной и	1	2
312	к книге	1	2
313	но дело	1	2
314	в другом	2	2
315	и с	7	2
316	на протяжении	1	2
317	в соответствии	3	2
318	который по	1	2
319	и творчества	1	2
320	но уже	2	2
321	о которых	3	2
322	соответствии с	2	2
323	этого не	3	2
324	во внимание	1	2
325	несмотря на	5	2
326	как сказано	1	2
327	должно быть	4	2
328	не мог	1	2
329	что собственно	1	2
330	и при	1	2
331	и сейчас	2	2
332	с точки	8	2
333	состоит в	2	2
334	стоит в	2	2
335	и той	1	2
336	том же	1	2
337	тому что	1	2
338	в отношении	2	2
339	культурной жизни	1	2
340	определяет как	1	2
341	на котором	1	2
342	того как	2	2
343	одна из	1	2
344	например что	2	2
345	существует между	1	2
346	никогда не	2	2
347	казалось бы	3	2
348	ничего не	4	2
349	невозможно но	1	2
350	iv в	1	2
351	следует что	3	2
352	не до	1	2
353	этого термина	2	2
354	от того	4	2
355	у нас	12	2
356	когда мы	1	2
357	лежит в	1	2
358	как только	1	2
359	по возможности	1	2
360	понять что	2	2
361	рядом с	2	2
362	свое значение	1	2
363	если же	1	2
364	то она	1	2
365	говоря уже	2	2
366	языка так	1	2
367	идет речь	1	2
368	так и	4	2
369	с русским	1	2
370	принять во	1	2
371	не с	1	2
372	отсюда и	2	2
373	мог бы	1	2
374	не исчерпывается	1	2
375	для этого	3	2
376	к языку	1	2
377	и здесь	5	2
378	читать и	1	2
379	каждом данном	1	2
380	в значительной	1	2
381	вопросу о	3	2
382	тем или	1	2
383	ее от	1	2
384	и требует	1	2
385	нуждается в	2	2
386	в языке	10	2
387	в форме	3	2
388	язык в	2	2
389	вообще и	2	2
390	тем более	1	2
391	этой почве	3	2
392	по содержанию	1	2
393	быть и	1	2
394	здесь не	3	2
395	языка на	1	2
396	для нее	1	2
397	именно на	1	2
398	сомнений в	1	2
399	мы можем	1	2
400	могло бы	1	2
401	или иной	1	2
402	языка или	1	2
403	по его	1	2
404	доказывать что	1	2
405	и др	1	2
406	обратить внимание	2	2
407	не говоря	2	2
408	не было	4	2
409	иначе но	1	2
410	языка не	2	2
411	а так	1	2
412	в связи	4	2
413	с помощью	7	2
414	все более	1	2
415	д в	1	2
416	мы говорим	2	2
417	из которых	3	2
418	с этим	3	2
419	а если	2	2
420	этого слова	5	2
421	по существу	5	2
422	еще раз	1	2
423	но это	3	2
424	влечет за	1	2
425	которые были	1	2
426	между ними	1	2
427	обе эти	1	2
428	у них	1	2
429	бы в	1	2
430	конце концов	3	2
431	мы должны	2	2
