1	с точки зрения	8	15
2	по отношению к	5	11
3	в этом смысле	2	9
4	в том что	1	7
5	в то же	5	7
6	то же время	5	7
7	в романе достоевского	1	6
8	о себе самом	3	6
9	в романах достоевского	2	6
10	в творчестве достоевского	2	4
11	сознаний с их	1	4
12	с их мирами	2	4
13	в конце концов	2	4
14	том что он	2	4
15	между тем как	1	4
16	человека в человеке	2	3
17	на самом деле	1	3
18	сами по себе	1	3
19	а не как	1	3
20	можно было бы	3	3
21	в одной плоскости	2	3
22	не может быть	4	3
23	друг с другом	4	3
24	себе самом и	1	3
25	бы то ни	1	3
26	видения и понимания	1	3
27	то что было	1	3
28	человека из подполья	1	3
29	во всяком случае	1	3
30	в той же	1	3
31	дело идет о	1	2
32	в произведениях достоевского	3	2
33	и не может	4	2
34	что может быть	1	2
35	хотя бы и	1	2
36	то есть не	1	2
37	в самой структуре	1	2
38	то ни было	1	2
39	как нам кажется	2	2
40	в отличие от	4	2
41	и понимания мира	1	2
42	же время не	1	2
43	типа а не	1	2
44	до сих пор	7	2
45	в его творчестве	1	2
46	в одном из	1	2
47	достоевского и его	1	2
48	то перед нами	5	2
49	по крайней мере	1	2
50	нам кажется что	2	2
51	из одного куска	2	2
52	как мы уже	1	2
53	как бы в	4	2
54	можно сказать что	1	2
55	в самом деле	4	2
56	в то время	2	2
57	себе еще не	2	2
58	достоевский прежде всего	1	2
59	романа достоевского как	1	2
60	само по себе	1	2
61	его художественного видения	1	2
62	с другой стороны	3	2
63	о том что	1	2
64	но в то	3	2
65	в большинстве случаев	8	2
66	по себе еще	2	2
67	из подполья и	1	2
68	с алешей с	1	1
69	по замыслу достоевского	1	1
70	не в одном	1	1
71	он знает что	1	1
72	его жизни и	1	1
73	то что он	1	1
74	так и в	1	1
75	отчетливого теоретического осознания	1	1
76	друг к другу	2	1
77	дело в том	1	1
78	вполне понятно что	1	1
79	перед нами в	1	1
80	в которых может	1	1
81	он и на	1	1
82	у него в	1	1
83	чужому слову о	1	1
84	в каждом слове	2	1
85	таким образом и	1	1
86	начинаются там где	1	1
87	значение для понимания	1	1
88	в мир достоевского	1	1
89	принципом видения и	1	1
90	ни в одном	2	1
91	друг за другом	1	1
92	смысле этого слова	1	1
93	у достоевского совершенно	1	1
94	как если бы	2	1
95	здесь никогда не	1	1
96	с чужим сознанием	1	1
97	за их пределы	1	1
98	же время оно	1	1
99	вовсе не как	1	1
100	не была бы	1	1
101	остается в пределах	1	1
102	как раз и	2	1
103	содержательно теми же	1	1
104	видеть и изображать	2	1
105	в одном сознании	1	1
106	из этих трех	2	1
107	в бедных людях	3	1
108	с полным правом	1	1
109	первых произведениях достоевского	1	1
110	может быть и	2	1
111	слова он сам	1	1
112	и в нем	1	1
113	нести в произведении	1	1
114	же как и	1	1
115	точку зрения на	1	1
116	в отношении к	2	1
117	кто он у	1	1
118	не сливается с	1	1
119	к себе самому	3	1
120	в письме к	2	1
121	как будто и	1	1
122	точек зрения и	2	1
123	в пределах того	1	1
124	стиль и тон	1	1
125	является одним из	1	1
126	лишает их всякой	1	1
127	мы увидим дальше	1	1
128	здесь же нам	1	1
129	в значительной степени	1	1
130	мы остановимся лишь	1	1
131	не входит в	1	1
132	о нем в	1	1
133	с самим собою	5	1
134	остановимся лишь на	1	1
135	а следовательно и	1	1
136	в результате такого	1	1
137	сознания с их	1	1
138	человека по отношению	1	1
139	в каждом атоме	1	1
140	тот же самый	1	1
141	для достоевского не	2	1
142	в этом рассказе	1	1
143	то время как	2	1
144	приводит к распадению	1	1
145	в столкновение с	1	1
146	слово о себе	3	1
147	одной плоскости с	1	1
148	творчестве достоевского в	1	1
149	было бы привести	1	1
150	творчестве достоевского но	1	1
151	то же самое	1	1
152	в том и	1	1
153	хотя и не	2	1
154	но здесь мы	1	1
155	полноценных сознаний с	1	1
156	отношению к нему	1	1
157	это и делает	1	1
158	конечно не в	1	1
159	единство романа достоевского	1	1
160	и окружающий его	1	1
161	почти никогда не	1	1
162	романа но и	1	1
163	он есть а	1	1
164	у него не	1	1
165	идет о сочетании	1	1
166	и наконец в	1	1
167	этом смысле глубоко	1	1
168	своего социального круга	1	1
169	принципы сочетания голосов	1	1
170	и о мире	1	1
171	лишь для героев	1	1
172	мы уже говорили	3	1
173	для него в	1	1
174	в каждом романе	1	1
175	оставаясь содержательно теми	1	1
176	как мы сказали	2	1
177	этой точки зрения	1	1
178	в его романе	1	1
179	и его слово	1	1
180	на этот вопрос	2	1
181	голосов в пределах	2	1
182	так чтобы сделать	1	1
183	прислушивается к каждому	1	1
184	следуя в этом	1	1
185	самосознания и самовысказывания	1	1
186	но все же	2	1
187	письме к брату	1	1
188	достоевского в этом	1	1
189	не есть конечно	1	1
190	со своим двойником	1	1
191	достоевского в основе	1	1
192	приходит в столкновение	1	1
193	ставит нас перед	1	1
194	но конечно эта	1	1
195	одним из героев	1	1
196	и иван карамазов	1	1
197	в себя как	1	1
198	может быть лишь	1	1
199	в себе и	1	1
200	никогда не довлеет	1	1
201	в первых произведениях	1	1
202	к своему предмету	1	1
203	не согласиться с	1	1
204	со всеми ее	1	1
205	в пределах одного	9	1
206	не может найти	1	1
207	что в нем	1	1
208	предметом изображения в	1	1
209	полным правом может	1	1
210	в этом глубокое	1	1
211	как и герой	2	1
212	строится так чтобы	1	1
213	самим собою но	1	1
214	слова о нем	1	1
215	герой из подполья	1	1
216	отношению к себе	1	1
217	все же не	1	1
218	а вовсе не	1	1
219	как точка зрения	1	1
220	уже в первом	1	1
221	не только не	1	1
222	точка зрения как	1	1
