N	3gram	Medvedev_V_1	Myslijsy
1	по отношению к	7	8
2	заключает в себе	1	8
3	в том что	5	7
4	по крайней мере	2	5
5	не может быть	8	5
6	о том что	3	5
7	а между тем	1	4
8	то же самое	1	4
9	до сих пор	1	4
10	и т п	9	4
11	только тогда когда	1	4
12	можно сказать что	4	4
13	для того чтобы	3	4
14	вместе с тем	3	3
15	в том случае	1	3
16	во всяком случае	1	3
17	и т д	14	3
18	то же время	5	3
19	от того что	2	3
20	не только не	2	3
21	в то же	5	3
22	имеет свою историю	1	2
23	подобно тому как	2	2
24	бы не было	2	2
25	в том же	1	2
26	только в том	2	2
27	в таком случае	1	2
28	хотя бы и	5	2
29	сами по себе	1	2
30	в том смысле	1	2
31	то что в	1	2
32	на этот вопрос	1	2
33	вместе с этим	1	2
34	есть то что	1	2
35	должно быть названо	1	2
36	в данном случае	1	2
37	не было в	2	2
38	между собою и	1	2
39	и по отношению	1	2
40	не могут быть	1	2
41	мы имеем дело	1	2
42	так или иначе	1	2
43	не в том	2	2
44	а в том	1	2
45	очевидно что в	1	2
46	после того как	1	2
47	равно как и	4	2
48	вопрос о том	1	2
49	и есть то	1	1
50	даже не вполне	1	1
51	том смысле что	1	1
52	хотя и не	1	1
53	он говорит и	1	1
54	лицом к лицу	1	1
55	если бы все	1	1
56	в силу этого	4	1
57	таким образом уже	1	1
58	что перед нами	1	1
59	по меньшей мере	1	1
60	не об отсутствии	1	1
61	в том числе	2	1
62	о том как	3	1
63	со всех сторон	1	1
64	в силу того	1	1
65	в течение многих	1	1
66	если так то	1	1
67	было указано выше	1	1
68	том случае если	1	1
69	того что мы	1	1
70	в виду что	1	1
71	но и в	1	1
72	что все эти	1	1
73	не было бы	4	1
74	в этом отношении	13	1
75	следует иметь в	2	1
76	даже и в	1	1
77	и не может	2	1
78	одного лица и	1	1
79	человека это не	1	1
80	другой стороны в	1	1
81	с ними в	1	1
82	и др в	3	1
83	же время нет	1	1
84	не подлежит сомнению	1	1
85	главным образом в	1	1
86	что даже и	1	1
87	может быть и	1	1
88	бы и в	1	1
89	нет и не	1	1
90	крайней мере для	1	1
91	ничего общего с	1	1
92	или как говорит	1	1
93	с одной стороны	2	1
94	чтобы ответить на	1	1
95	в связи с	3	1
96	как один из	1	1
97	в чувственном восприятии	1	1
98	имеем дело с	1	1
99	их в своем	1	1
100	в свою очередь	1	1
101	носит в себе	2	1
102	с другой стороны	8	1
103	все то что	1	1
104	на вопрос что	1	1
105	сих пор не	1	1
106	таким образом в	2	1
107	иметь в виду	2	1
108	каждое художественное произведение	1	1
109	в то время	1	1
110	в том чтобы	2	1
111	и вместе с	1	1
112	никогда не может	1	1
113	что в различных	1	1
114	в одном из	3	1
115	во сне не	2	1
116	в ту же	1	1
117	том числе и	2	1
118	мы говорим о	1	1
119	кроме того что	1	1
120	таким образом можно	1	1
121	и ту же	1	1
122	к тому что	3	1
123	дело не в	1	1
124	почти то же	1	1
125	одну и ту	1	1
126	в этом заключается	1	1
127	именно в том	1	1
128	мы видели что	3	1
129	что он в	1	1
