N	2gram	Losev_Vlad_3	RusskieA
1	и в	40	36
2	не только	25	22
3	том что	18	19
4	что в	17	19
5	в том	18	17
6	но и	18	16
7	так как	7	15
8	во время	1	14
9	и другие	1	13
10	в этом	16	12
11	и на	6	10
12	в этот	2	10
13	это не	3	10
14	как и	7	10
15	как мы	8	10
16	вместе с	7	10
17	потому что	11	10
18	об этом	6	9
19	а в	7	9
20	и по	2	8
21	с тем	7	8
22	у нас	5	8
23	о том	11	8
24	один из	1	8
25	из них	2	8
26	может быть	8	8
27	как это	4	8
28	что они	1	7
29	так и	6	7
30	что и	7	7
31	и других	1	7
32	представляют собой	1	7
33	мы не	2	6
34	в виде	13	6
35	таким образом	11	6
36	при этом	3	6
37	видно что	1	6
38	не имеет	4	6
39	уже не	9	6
40	в них	1	6
41	и не	25	6
42	все это	1	6
43	для нас	5	6
44	будто бы	1	6
45	то что	28	6
46	а и	2	5
47	как в	1	5
48	все же	4	5
49	при изучении	1	5
50	в которых	1	5
51	того как	1	5
52	как будто	1	5
53	там же	7	5
54	и у	3	5
55	в течение	4	5
56	как бы	3	5
57	этом случае	1	5
58	мы имеем	3	4
59	еще не	4	4
60	во всех	1	4
61	в эти	1	4
62	что по	1	4
63	после этого	1	4
64	в россии	3	4
65	из этих	3	4
66	в их	2	4
67	что этот	3	4
68	тому что	4	4
69	одна из	1	4
70	связи с	2	4
71	что на	2	4
72	к тому	7	4
73	так в	1	4
74	еще в	5	4
75	и что	8	4
76	и их	1	4
77	тем что	5	4
78	а с	4	4
79	и др	1	4
80	в некоторых	1	4
81	в тех	1	4
82	того что	7	4
83	по существу	4	4
84	но это	6	4
85	в связи	3	4
86	не может	14	4
87	только в	13	4
88	к этому	2	4
89	представление о	1	3
90	если в	1	3
91	которые не	2	3
92	в своем	8	3
93	не можем	2	3
94	что это	9	3
95	думать что	1	3
96	в основном	4	3
97	то же	4	3
98	но все	3	3
99	для них	1	3
100	далеко не	3	3
101	несмотря на	7	3
102	в этих	2	3
103	точки зрения	13	3
104	к тем	2	3
105	с точки	6	3
106	она в	1	3
107	тем не	10	3
108	их в	1	3
109	не менее	9	3
110	в разных	2	3
111	ничего не	5	3
112	говорится что	1	3
113	к жизни	1	3
114	не с	4	3
115	начиная с	1	3
116	то есть	24	3
117	настоящее время	3	3
118	или на	1	3
119	а также	8	3
120	как например	2	3
121	всякого рода	3	3
122	по этому	3	3
123	в качестве	3	3
124	только на	5	3
125	в одном	5	3
126	в древнем	5	3
127	и из	1	3
128	на этот	1	3
129	о чем	1	3
130	так же	8	3
131	пишет в	1	3
132	в это	2	3
133	этого слова	1	3
134	не будем	1	3
135	в настоящее	3	3
136	и к	2	3
137	в свою	1	3
138	но эти	1	3
139	как известно	1	2
140	можно говорить	1	2
141	например в	1	2
142	еще до	2	2
143	но она	1	2
144	что иное	1	2
145	на себя	2	2
146	их к	1	2
147	они были	1	2
148	как не	2	2
149	это время	2	2
150	в ней	5	2
151	он был	2	2
152	иное как	1	2
153	на самом	3	2
154	но не	4	2
155	не просто	10	2
156	отнюдь не	5	2
157	независимо от	3	2
158	с этим	2	2
159	хотя и	7	2
160	и как	7	2
161	но в	4	2
162	та же	1	2
163	в целом	2	2
164	все эти	5	2
165	в нашем	2	2
166	в дальнейшем	4	2
167	как он	1	2
168	что она	2	2
169	в нем	3	2
170	в силу	2	2
171	его от	1	2
172	в году	10	2
173	же не	2	2
174	и с	9	2
175	на этой	1	2
176	в жизни	2	2
177	такой же	4	2
178	в один	1	2
179	в западной	1	2
180	должны были	1	2
181	и более	2	2
182	том же	1	2
183	этой работы	1	2
184	в древней	1	2
185	как можно	2	2
186	она не	2	2
187	у него	24	2
188	до того	1	2
189	но даже	4	2
190	и здесь	6	2
191	и другим	1	2
192	ничего общего	5	2
193	в в	2	2
194	в более	1	2
195	подойти к	1	2
196	находится в	3	2
197	на все	1	2
198	и поэтому	1	2
199	на что	1	2
200	этому поводу	1	2
201	в его	14	2
202	в свете	1	2
203	значит что	6	2
204	в какой	2	2
205	их не	1	2
206	так что	14	2
207	в последний	1	2
208	этому вопросу	1	2
209	но что	2	2
210	тут же	5	2
211	не было	5	2
212	чем в	4	2
213	же а	1	2
214	которые можно	2	2
215	такое же	1	2
216	себя и	1	2
217	с ней	1	2
218	до конца	4	2
219	не на	2	2
220	а не	8	2
221	и непосредственно	1	2
222	в частности	1	2
223	этого труда	1	2
224	и потому	10	2
225	быть и	2	2
226	только для	1	2
227	между прочим	5	2
228	мы видим	1	2
229	и для	3	2
230	тем и	1	2
231	когда он	1	2
232	интерес к	1	2
233	мы должны	4	2
234	года в	1	2
235	не что	1	2
236	большой труд	1	2
237	в своих	7	2
238	также и	17	1
239	же как	3	1
240	таком случае	2	1
241	чтобы не	1	1
242	рассматривается как	1	1
243	мы здесь	1	1
244	самом деле	1	1
245	значении этого	1	1
246	только потому	1	1
247	тех же	1	1
248	что дает	1	1
249	из самых	1	1
250	его чрезвычайно	1	1
251	по преимуществу	2	1
252	противном случае	1	1
253	должна быть	2	1
254	состояла в	1	1
255	с таким	2	1
256	и за	2	1
257	по его	2	1
258	мы уже	5	1
259	из всех	1	1
260	самые разнообразные	1	1
261	соборе в	1	1
262	что если	4	1
263	которую мы	1	1
264	а где	1	1
265	вопрос о	4	1
266	имеет свою	2	1
267	не вполне	2	1
268	софии и	1	1
269	и самой	1	1
270	был еще	1	1
271	которое в	3	1
272	так а	1	1
273	жизни это	1	1
274	того же	2	1
275	и он	1	1
276	в каждой	1	1
277	и был	3	1
278	есть вместе	1	1
279	в отличие	3	1
280	не был	8	1
281	всего этого	1	1
282	в чем	3	1
283	истории в	2	1
284	с его	2	1
285	а следовательно	1	1
286	а только	7	1
287	не все	3	1
288	не путем	1	1
289	в общем	1	1
290	с совершенно	1	1
291	очевидно что	1	1
292	себе и	2	1
293	он пишет	1	1
294	отличие от	3	1
295	мы сейчас	2	1
296	отличаются от	1	1
297	относится к	1	1
298	и должны	1	1
299	в истории	5	1
300	же с	7	1
301	его на	1	1
302	общего с	2	1
303	из цикла	1	1
304	что касается	2	1
305	в противном	1	1
306	перед нами	3	1
307	времени когда	1	1
308	и наконец	2	1
309	против такого	1	1
310	от этого	2	1
311	и последний	1	1
312	всегда был	3	1
313	очень многие	1	1
314	в которой	2	1
315	два обстоятельства	1	1
316	то и	2	1
317	в себе	9	1
318	тому же	5	1
319	думается что	1	1
320	на то	4	1
321	не имеют	2	1
322	который у	1	1
323	он не	8	1
324	одно целое	1	1
325	не к	2	1
326	не как	2	1
327	в начале	2	1
328	что одно	1	1
329	которое как	1	1
330	интересами и	1	1
331	что все	7	1
332	жизнь но	2	1
333	по античным	1	1
334	те же	1	1
335	его в	2	1
336	уже знаем	1	1
337	на почве	2	1
338	но их	1	1
339	должен был	2	1
340	и тем	3	1
341	с которого	1	1
342	ни в	10	1
343	о характере	1	1
344	в этой	8	1
345	ii таким	1	1
346	не всегда	1	1
347	мы видели	3	1
348	оно имеет	1	1
349	можно считать	5	1
350	года и	1	1
351	смысл и	1	1
352	не будут	1	1
353	себя внимание	2	1
354	но если	5	1
355	и при	1	1
356	никак не	4	1
357	своей общей	1	1
358	еще менее	1	1
359	взгляд на	2	1
360	и без	1	1
361	просто в	1	1
362	место в	1	1
363	не столько	3	1
364	как акт	1	1
365	что первые	1	1
366	но эта	1	1
367	точку зрения	1	1
368	того времени	1	1
369	которые в	1	1
370	с такими	1	1
371	что сам	1	1
372	необходимо чтобы	1	1
373	сам он	1	1
374	что христос	1	1
375	любви и	1	1
376	и третья	1	1
377	что есть	3	1
378	от своих	1	1
379	иной раз	6	1
380	виду что	1	1
381	в то	7	1
382	не о	2	1
383	дело в	5	1
384	только из	1	1
385	что их	1	1
386	в основе	1	1
387	но вместе	1	1
388	считает что	1	1
389	иметь в	2	1
390	следовательно и	1	1
391	и всегда	2	1
392	или как	4	1
393	же после	1	1
394	того в	1	1
395	видим что	1	1
396	и его	10	1
397	к этим	1	1
398	и теперь	1	1
399	обращает на	2	1
400	весь этот	3	1
401	доказать что	1	1
402	этом отношении	2	1
403	характерен для	1	1
404	ему не	1	1
405	от другого	1	1
406	в духе	3	1
407	мало чем	2	1
408	можно думать	2	1
409	и всех	1	1
410	должны быть	1	1
411	не единственный	1	1
412	можно судить	1	1
413	для себя	5	1
414	и это	6	1
415	ниже мы	1	1
416	и о	4	1
417	в виду	3	1
418	данном случае	2	1
419	только при	4	1
420	почему и	1	1
421	то время	4	1
422	всей своей	2	1
423	с постоянными	1	1
424	слова а	1	1
425	если они	2	1
426	и сам	1	1
427	можно было	5	1
428	плоти но	1	1
429	здесь он	1	1
430	было в	1	1
431	и каждый	1	1
432	и мы	1	1
433	уже на	1	1
434	не имели	1	1
435	во второй	1	1
436	разного рода	3	1
437	жизнь и	3	1
438	религии так	1	1
439	если бы	3	1
440	собой и	1	1
441	и вообще	3	1
442	стремление к	1	1
443	свидетельствует о	2	1
444	и нужно	1	1
445	очень ярко	1	1
446	внимание на	1	1
447	но мы	2	1
448	что каждый	2	1
449	в глаза	4	1
450	и просто	1	1
451	можно сказать	1	1
452	греков и	2	1
453	к нему	3	1
454	не могло	1	1
455	и во	1	1
456	говорить об	1	1
457	и ф	1	1
458	борьбе с	1	1
459	во всей	1	1
460	кто в	1	1
461	что бы	3	1
462	и следовательно	1	1
463	с а	1	1
464	было бы	4	1
465	не так	3	1
466	бросается в	2	1
467	что здесь	3	1
468	что очень	1	1
469	эту точку	1	1
470	всего не	1	1
471	совсем не	5	1
472	что он	5	1
473	и так	2	1
474	он во	1	1
475	он уже	2	1
476	который в	2	1
477	это слово	1	1
478	точка зрения	1	1
479	вот что	3	1
480	сведений о	1	1
481	уже в	3	1
482	или не	3	1
483	что подобного	1	1
484	в нашей	2	1
485	же в	3	1
486	первые три	1	1
487	у греков	1	1
488	не дает	1	1
489	него нет	1	1
490	земли и	1	1
491	религии но	1	1
492	всяком случае	3	1
493	нуждается в	1	1
494	iii а	1	1
495	нашем сознании	1	1
496	увидим еще	1	1
497	из одной	1	1
498	м соловьев	1	1
499	заметить что	2	1
500	не могут	2	1
501	от того	4	1
502	труд а	1	1
503	хотел бы	1	1
504	же деле	2	1
505	возможно что	1	1
506	что пишет	1	1
507	не единственное	1	1
508	влияние на	1	1
509	к которому	1	1
510	с той	1	1
511	представления но	1	1
512	еще и	18	1
513	он считал	1	1
514	что для	1	1
515	говорит о	4	1
516	церкви и	3	1
517	в изучение	1	1
518	которых мы	2	1
519	на которых	1	1
520	однако и	4	1
521	ниже в	1	1
522	с которым	1	1
523	подобного рода	3	1
524	с м	4	1
525	которой он	1	1
526	становится ясным	1	1
527	в одно	2	1
528	мы знаем	3	1
529	если не	6	1
530	уже давно	1	1
531	несовместимого с	1	1
532	его по	1	1
533	можно будет	1	1
534	представить себе	1	1
535	в иных	1	1
536	п а	1	1
537	из которых	1	1
538	по своему	1	1
539	зрения чем	1	1
540	в данном	5	1
541	по поводу	1	1
542	и софии	1	1
543	такая точка	1	1
544	наряду с	2	1
545	же можно	1	1
546	ко всему	1	1
547	в первой	1	1
548	может считаться	1	1
549	исходя из	1	1
550	есть и	4	1
551	к понятию	1	1
552	говорить по	1	1
553	самом же	2	1
554	что мы	2	1
555	слово для	1	1
556	носит название	1	1
557	специалистов по	1	1
558	но для	3	1
559	кроме того	6	1
560	ближе к	1	1
561	под названием	9	1
562	не является	2	1
563	такой взгляд	1	1
564	всем этим	1	1
565	его нет	1	1
566	тот кто	1	1
567	а к	1	1
568	и все	4	1
569	на одной	2	1
570	иное чем	1	1
571	№ но	1	1
572	только с	2	1
573	зрения в	1	1
574	на более	2	1
575	но оно	2	1
576	были для	1	1
577	нам не	1	1
578	это все	1	1
579	между ними	1	1
580	сказать что	12	1
581	только как	1	1
582	имеет ничего	2	1
583	но можно	2	1
584	является и	1	1
585	легко заметить	1	1
586	оно не	3	1
587	только о	3	1
588	в заключение	1	1
589	докторской диссертации	1	1
590	жизни и	1	1
591	в таком	3	1
592	они не	1	1
593	как на	3	1
594	точно так	4	1
595	во всяком	3	1
596	все что	1	1
