N	3gram	Bakhtin_Fr_3	VerxiiNi
1	с точки зрения	1	6
2	во всяком случае	1	6
3	в том числе	3	5
4	до сих пор	4	5
5	для того чтобы	3	5
6	о том что	2	4
7	том числе и	2	4
8	и вместе с	1	4
9	но все же	1	4
10	в связи с	4	3
11	верхом и низом	1	3
12	в том что	1	3
13	сих пор еще	1	2
14	в этом отношении	2	2
15	в значительной мере	1	2
16	не только для	1	2
17	некоторые из них	1	2
18	может быть и	1	2
19	то ни было	1	2
20	после его смерти	1	2
21	по сравнению с	2	2
22	то что он	1	2
23	бы то ни	1	2
24	между этими двумя	1	2
25	то же время	6	2
26	с одним из	1	2
27	но и для	1	2
28	с самого начала	1	2
29	той или иной	2	2
30	можно сказать что	2	2
31	в то же	6	2
32	и в этом	1	2
33	и в сущности	1	1
34	не к одному	1	1
35	о мире как	1	1
36	и во время	1	1
37	притом не только	1	1
38	по отношению к	2	1
39	имеем в виду	1	1
40	связан и с	1	1
41	в настоящее время	1	1
42	свидетельствует о том	1	1
43	о том как	1	1
44	же время он	1	1
45	в эту эпоху	1	1
46	отношение к религии	1	1
47	но для этого	1	1
48	продолжают жить в	1	1
49	жизни то есть	1	1
50	в xvii веке	1	1
51	ни с одним	1	1
52	характерны для эпохи	1	1
53	в данном случае	2	1
54	в нашем смысле	1	1
55	в первом случае	1	1
56	но в то	4	1
57	смысле этого слова	1	1
58	рождение и смерть	1	1
59	в отличие от	3	1
60	и в этой	1	1
61	представление о мире	1	1
62	мире как о	1	1
63	мы уже говорили	3	1
64	и даже некоторые	1	1
65	с другой стороны	1	1
66	и в настоящее	1	1
67	мы видели что	1	1
68	только то что	1	1
69	сих пор не	1	1
70	не может быть	2	1
71	в свою очередь	1	1
72	это и есть	1	1
73	в одном из	1	1
74	на нее не	1	1
75	мы имеем в	1	1
76	мы видим что	1	1
77	лишь в этом	1	1
78	может быть в	2	1
79	в следующий период	2	1
80	что и в	1	1
81	и здесь не	1	1
