N	3gram	Trubetskoy_1	Myslijsy
1	по отношению к	1	8
2	заключает в себе	2	8
3	в том что	3	7
4	по крайней мере	5	5
5	не может быть	1	5
6	о том что	4	5
7	а между тем	1	4
8	то же самое	2	4
9	до сих пор	5	4
10	с тем что	1	4
11	и в этом	2	4
12	только тогда когда	1	4
13	можно сказать что	2	4
14	на то что	2	4
15	для того чтобы	5	4
16	тем не менее	3	4
17	с точки зрения	6	3
18	вместе с тем	8	3
19	во всяком случае	6	3
20	и таким образом	3	3
21	то же время	2	3
22	тем и другим	1	3
23	не только не	1	3
24	потому что в	1	3
25	в то же	2	3
26	с течением времени	3	2
27	в таком случае	1	2
28	до известной степени	1	2
29	сами по себе	1	2
30	но тем не	1	2
31	в данном случае	1	2
32	в себе сознание	1	2
33	в общих чертах	1	2
34	так или иначе	3	2
35	все более и	1	2
36	не в том	1	2
37	один и тот	1	2
38	а в том	1	2
39	нельзя сказать чтобы	1	2
40	после того как	1	2
41	что и в	1	2
42	более и более	1	2
43	с тем и	2	2
44	и тот же	1	2
45	таким образом если	2	1
46	и есть то	1	1
47	а следовательно и	1	1
48	есть не более	1	1
49	всякую мысль о	1	1
50	лицом к лицу	1	1
51	в силу этого	1	1
52	таким образом уже	1	1
53	и того же	1	1
54	в том виде	2	1
55	в настоящее время	1	1
56	которой нет ничего	1	1
57	в том числе	5	1
58	о том как	1	1
59	тем фактом что	1	1
60	не отличаются от	1	1
61	мы должны признать	2	1
62	не имеет никакого	1	1
63	что все эти	1	1
64	в этом отношении	2	1
65	если бы человек	1	1
66	другими словами в	1	1
67	на каждом шагу	1	1
68	виде в каком	1	1
69	к которым они	1	1
70	точно так же	3	1
71	с ними в	1	1
72	главным образом в	3	1
73	случае мы имеем	1	1
74	может быть и	2	1
75	сказать что в	1	1
76	имеющие ничего общего	1	1
77	ничего общего с	2	1
78	и сами по	1	1
79	из себя как	1	1
80	с одной стороны	7	1
81	смысле этого слова	1	1
82	в связи с	3	1
83	но при этом	1	1
84	можем составить себе	1	1
85	таком количестве чтобы	1	1
86	сказать и о	1	1
87	в свою очередь	1	1
88	таким образом при	1	1
89	а не как	1	1
90	к лицу с	1	1
91	друг к другу	1	1
92	до настоящего времени	1	1
93	с другой стороны	1	1
94	потому только что	1	1
95	с внутренней стороны	1	1
96	в таком количестве	1	1
97	том виде в	2	1
98	сих пор не	1	1
99	к ним для	1	1
100	таким образом в	2	1
101	иметь в виду	1	1
102	те же что	1	1
103	что происходит в	1	1
104	в разных местностях	1	1
105	в то время	1	1
106	нет ничего кроме	1	1
107	не имеющие ничего	1	1
108	и вместе с	4	1
109	что в том	1	1
110	в одном из	1	1
111	с самого начала	2	1
112	в связь с	1	1
113	речь идет о	1	1
114	том числе и	4	1
115	не более как	1	1
116	одного и того	1	1
117	не представляется возможным	1	1
118	в виде двух	1	1
119	это однако не	1	1
120	что мы можем	1	1
121	мы видели что	1	1
