N	2gram	Tiupa_Teor_1	Problema
1	и в	18	30
2	в своей	6	22
3	то есть	12	21
4	не только	16	18
5	то что	3	18
6	в этом	8	17
7	том что	9	17
8	в стихотворении	4	14
9	и даже	2	14
10	таким образом	3	13
11	но и	9	13
12	потому что	3	13
13	также и	1	12
14	о том	1	12
15	в его	6	12
16	а именно	2	12
17	в том	16	12
18	и не	13	12
19	так что	1	11
20	в своем	4	11
21	у него	1	11
22	в этой	3	10
23	точки зрения	9	10
24	на земле	1	9
25	но в	9	9
26	который в	2	9
27	только в	6	9
28	сказать что	3	9
29	хотя и	3	8
30	художественного творчества	1	8
31	с точки	3	8
32	никак не	1	8
33	в конце	2	8
34	вовсе не	3	8
35	но не	9	7
36	как и	4	7
37	не в	7	7
38	никогда не	4	7
39	связи с	1	7
40	у нас	2	7
41	здесь не	1	7
42	так и	10	7
43	что он	1	7
44	до нас	1	7
45	может быть	17	7
46	говорит о	1	7
47	в связи	1	7
48	в результате	1	7
49	вместе с	2	7
50	и на	1	6
51	и как	2	6
52	в нем	4	6
53	его в	2	6
54	и его	8	6
55	можно сказать	3	6
56	и что	3	6
57	что и	2	6
58	уже не	4	6
59	так как	1	6
60	с другой	7	6
61	прежде всего	2	6
62	как бы	5	6
63	и для	2	6
64	а в	13	6
65	другой стороны	5	6
66	и то	2	5
67	для себя	1	5
68	в году	1	5
69	в которой	2	5
70	за это	1	5
71	тем не	3	5
72	в силу	1	5
73	с тем	1	5
74	но он	3	5
75	не менее	4	5
76	и притом	2	5
77	и о	4	5
78	и их	1	5
79	а не	9	5
80	не может	4	5
81	так же	2	5
82	как раз	2	5
83	в самом	4	5
84	что в	9	5
85	человека и	1	4
86	того же	3	4
87	отнюдь не	3	4
88	и к	3	4
89	в себе	9	4
90	при этом	12	4
91	об этом	2	4
92	было бы	1	4
93	ни в	2	4
94	по крайней	1	4
95	в то	6	4
96	свободы и	1	4
97	и сам	1	4
98	разного рода	1	4
99	некоторого рода	1	4
100	крайней мере	1	4
101	или в	3	4
102	в качестве	24	4
103	далеко не	2	4
104	еще и	1	4
105	а с	3	4
106	нового времени	3	4
107	если не	1	4
108	в частности	16	4
109	жизни в	2	4
110	из этого	1	4
111	тем же	1	3
112	на первом	1	3
113	от своих	1	3
114	в виду	5	3
115	еще не	4	3
116	иное как	1	3
117	что его	1	3
118	в ее	5	3
119	совсем не	1	3
120	что они	1	3
121	в противоположность	2	3
122	он в	1	3
123	с одной	2	3
124	он не	3	3
125	в другом	3	3
126	этом смысле	2	3
127	сам же	1	3
128	однако в	7	3
129	в отношении	3	3
130	в русской	6	3
131	что иное	1	3
132	в самой	2	3
133	как будто	2	3
134	сравнении с	1	3
135	указывает на	1	3
136	то время	1	3
137	что от	1	3
138	жизнь и	1	3
139	только и	1	3
140	после того	1	3
141	и который	2	3
142	а также	6	3
143	к нему	1	3
144	русской литературе	2	3
145	того что	4	3
146	тот же	1	3
147	и тем	3	3
148	в одном	2	3
149	для того	1	3
150	именно в	3	3
151	одной стороны	2	3
152	жизнь в	1	3
153	мира в	1	3
154	о котором	1	3
155	и другие	2	3
156	в сравнении	1	3
157	не что	1	3
158	точно так	1	3
159	и наиболее	1	2
160	или к	1	2
161	мере в	1	2
162	и до	1	2
163	то же	7	2
164	мы имеем	7	2
165	я не	2	2
166	все эти	2	2
167	в чем	1	2
168	тем как	1	2
169	не входит	1	2
170	не все	3	2
171	по отношению	4	2
172	отношение к	5	2
173	на то	1	2
174	в одной	1	2
175	как в	5	2
176	однако на	1	2
177	раз в	1	2
178	на стадии	1	2
179	если он	1	2
180	на его	1	2
181	или иных	3	2
182	то ни	1	2
183	это не	2	2
184	по мысли	1	2
185	в них	2	2
186	о своем	2	2
187	и без	1	2
188	любовь и	1	2
189	впрочем у	1	2
190	и более	1	2
191	в таких	1	2
192	дело в	2	2
193	и сама	1	2
194	того чтобы	1	2
195	по своей	3	2
196	и является	2	2
197	тем что	1	2
198	в области	4	2
199	не могут	2	2
200	его за	1	2
201	к тому	2	2
202	как мы	1	2
203	данном случае	5	2
204	не прямо	1	2
205	всей своей	1	2
206	можно было	1	2
207	здесь как	1	2
208	по себе	1	2
209	в глаза	2	2
210	бы то	1	2
211	в значительной	1	2
212	в драме	1	2
213	между тем	5	2
214	во втором	3	2
215	и только	1	2
216	вслед за	2	2
217	именно о	1	2
218	в какой	2	2
219	по этому	1	2
220	есть в	2	2
221	человеческого духа	1	2
222	свидетельствует о	1	2
223	дает ему	1	2
224	из них	1	2
225	и делает	1	2
226	на свое	1	2
227	ее в	2	2
228	что не	1	2
229	человеческой жизни	1	2
230	с помощью	1	2
231	о себе	2	2
232	рода и	2	2
233	в данном	8	2
234	такого рода	8	2
235	в мир	1	2
236	в первой	5	2
237	по существу	1	2
238	в это	1	2
239	один из	2	2
240	тех или	3	2
241	это уже	1	2
242	мира и	1	2
243	себя самого	1	2
244	за него	1	2
245	не будет	2	2
246	в свою	3	2
247	из тех	2	2
248	была бы	3	2
249	отношению к	4	2
250	по поводу	1	2
251	все что	1	2
252	в роли	3	2
253	том числе	2	2
254	они не	1	2
255	я и	2	1
256	и меру	1	1
257	другом стихотворении	1	1
258	он стоит	1	1
259	отношения к	2	1
260	самой себе	1	1
261	мы к	1	1
262	должен быть	1	1
263	в христианском	1	1
264	душе в	1	1
265	к другому	1	1
266	субъект и	2	1
267	из его	1	1
268	свое место	1	1
269	имея в	1	1
270	в их	2	1
271	вопрос о	1	1
272	из своих	1	1
273	не вполне	2	1
274	на себя	2	1
275	жизни как	4	1
276	и ее	3	1
277	в составе	1	1
278	пребывания в	1	1
279	это возможно	1	1
280	я на	3	1
281	с его	5	1
282	чем это	2	1
283	а только	3	1
284	бы в	1	1
285	свою жизнь	2	1
286	если в	2	1
287	искусство в	1	1
288	писавшего в	1	1
289	имя в	1	1
290	или иное	1	1
291	сама по	1	1
292	характера или	1	1
293	первый взгляд	1	1
294	если она	1	1
295	для всех	1	1
296	перед нами	2	1
297	могли бы	2	1
298	это тоже	2	1
299	по пути	3	1
300	духа и	1	1
301	а перед	1	1
302	или иную	1	1
303	то в	2	1
304	для которого	1	1
305	в груди	1	1
306	из жизни	1	1
307	что это	1	1
308	так или	4	1
309	в нашем	4	1
310	он состоит	1	1
311	из этих	3	1
312	если мы	2	1
313	большей части	1	1
314	и те	1	1
315	право на	1	1
316	рассказ о	2	1
317	говорит не	1	1
318	говорят о	1	1
319	продолжением и	1	1
320	имеем в	3	1
