N	2gram	Bakhtin_Pr_1	Marksizm
1	может быть	21	28
2	и пр	1	25
3	и в	23	19
4	как бы	28	19
5	и не	34	19
6	в процессе	4	18
7	не может	11	18
8	точки зрения	21	17
9	то же	10	16
10	и его	13	16
11	как мы	5	15
12	в этом	25	15
13	в сущности	5	14
14	так сказать	3	14
15	таким образом	11	14
16	лишь в	3	14
17	не только	13	13
18	с точки	15	13
19	в нем	20	11
20	если бы	10	11
21	вовсе не	8	11
22	не в	6	10
23	так и	10	10
24	и т.п	3	10
25	но и	11	10
26	в пределах	9	10
27	том что	9	10
28	самом деле	5	9
29	при этом	3	9
30	как и	8	9
31	как целое	2	9
32	для него	15	9
33	в основе	5	9
34	а не	20	9
35	на почве	1	9
36	с его	6	8
37	по отношению	11	8
38	в то	10	8
39	же время	7	8
40	только в	8	8
41	отношению к	11	8
42	на самом	4	7
43	его в	4	7
44	и более	1	7
45	одна из	2	7
46	никогда не	5	7
47	в том	11	7
48	прежде всего	7	7
49	и для	3	7
50	но в	4	7
51	мы уже	2	6
52	и значение	1	6
53	во всех	5	6
54	и как	8	6
55	в самом	8	6
56	если мы	1	6
57	слова и	1	6
58	ни в	3	6
59	в смысле	2	6
60	того чтобы	4	6
61	к тому	1	6
62	для того	2	6
63	же самое	1	6
64	и следовательно	1	6
65	быть и	1	6
66	между тем	5	6
67	более того	3	6
68	и все	3	6
69	хотя бы	2	6
70	ни было	4	6
71	смысле слова	1	5
72	к другому	2	5
73	и на	10	5
74	все же	5	5
75	выражение в	4	5
76	является не	3	5
77	то ни	3	5
78	лишь на	2	5
79	в данном	2	5
80	в их	3	5
81	самого начала	3	5
82	с самого	2	5
83	и здесь	3	5
84	к нему	3	5
85	в его	24	5
86	в форме	6	5
87	в большинстве	2	5
88	большинстве случаев	2	5
89	отношении к	2	5
90	в той	6	5
91	этого слова	2	5
92	тем более	1	5
93	совершенно не	1	5
94	к этому	2	5
95	так же	6	5
96	тем же	1	4
97	должна быть	2	4
98	а как	6	4
99	слова о	1	4
100	бы то	3	4
101	как если	1	4
102	вполне понятно	1	4
103	конечно не	1	4
104	является лишь	4	4
105	в себе	5	4
106	в единстве	7	4
107	значение в	1	4
108	это не	10	4
109	было бы	6	4
110	и тем	2	4
111	ведь если	1	4
112	тому что	2	4
113	в отношении	2	4
114	ничего не	6	4
115	следует что	1	4
116	для себя	2	4
117	из одного	4	4
118	того что	2	4
119	что он	10	4
120	и их	2	4
121	внешнее выражение	1	4
122	речь и	1	4
123	как раз	4	4
124	смысле этого	1	4
125	в основном	2	4
126	бы в	3	4
127	то что	18	4
128	сказать что	5	4
129	если б	1	3
130	основная тенденция	1	3
131	и то	1	3
132	в котором	2	3
133	и до	1	3
134	исходит из	3	3
135	высшей степени	1	3
136	на материале	3	3
137	в ней	1	3
138	еще не	5	3
139	в ее	1	3
140	для других	2	3
141	менее всего	4	3
142	отличие от	2	3
143	за пределы	6	3
144	чем же	1	3
145	в истории	2	3
146	с этим	1	3
147	перед нами	4	3
148	все эти	8	3
149	в этой	4	3
150	нами в	1	3
151	но ведь	1	3
152	в чужую	2	3
153	слово в	2	3
154	он не	4	3
155	не к	1	3
156	не как	12	3
157	какой бы	2	3
158	одно и	1	3
159	здесь мы	2	3
160	не будет	1	3
161	той же	6	3
162	с другими	7	3
163	форму и	1	3
164	по себе	7	3
165	в этих	2	3
166	в своей	11	3
167	в отличие	2	3
168	мысли и	2	3
169	в устах	1	3
170	слове и	1	3
171	в каком	1	3
172	у нас	1	3
173	могут быть	1	3
174	бы он	1	3
175	для его	3	3
176	не есть	1	3
177	и это	5	3
178	оно может	1	3
179	мы только	1	3
180	о том	2	3
181	что и	5	3
182	слова для	1	3
183	одной из	1	3
184	в какой	1	3
185	не идет	1	3
186	в качестве	1	3
187	его и	1	3
188	так как	7	3
189	в высшей	1	3
190	до сих	2	3
191	с другой	2	3
192	в живом	1	3
193	не было	3	3
194	хоть сколько-нибудь	1	3
195	она является	1	3
196	оценки и	1	3
197	подхода к	1	3
198	со всею	3	3
199	да и	2	3
200	для понимания	3	3
201	должно быть	1	3
202	мы сказали	1	3
203	и от	1	3
204	сих пор	2	3
205	отсюда следует	1	3
206	не существует	1	3
207	что оно	1	3
208	сознания и	3	3
209	только что	1	3
210	а в	7	3
211	во всяком	4	3
212	отношения к	2	2
213	одним из	8	2
214	совершенно справедливо	1	2
215	выражения в	1	2
216	в зависимости	3	2
217	из всего	2	2
218	вопрос о	4	2
219	и чужого	1	2
220	конечно и	4	2
221	зависимости от	3	2
222	и он	1	2
223	и самого	4	2
224	быть понято	1	2
225	но как	3	2
226	значение и	1	2
227	ответ на	1	2
228	что они	1	2
229	в одной	4	2
230	в своем	8	2
231	в противном	1	2
232	вступает в	1	2
233	его к	4	2
234	от этого	1	2
235	что это	1	2
236	в нашем	1	2
237	в тех	1	2
238	не следует	1	2
239	понимания и	1	2
240	из него	1	2
241	одно слово	1	2
242	значительной степени	1	2
243	выражение и	1	2
244	и с	4	2
245	то есть	24	2
246	этих форм	1	2
247	это было	1	2
248	может стать	1	2
249	делает его	1	2
250	в жизни	6	2
251	всем этим	1	2
252	рядом с	13	2
253	далеко не	1	2
254	в соединении	1	2
255	разобранные нами	1	2
256	и потому	3	2
257	всегда и	1	2
258	он и	5	2
259	мы не	2	2
260	и всюду	1	2
261	и тогда	1	2
262	восприятия и	1	2
263	переносится в	1	2
264	является для	2	2
265	теперь мы	1	2
266	место в	1	2
267	они уже	3	2
268	является в	1	2
269	является только	1	2
270	точку зрения	4	2
271	по крайней	2	2
272	но они	4	2
273	на языке	2	2
274	диалога в	1	2
275	его идеологического	1	2
276	этот тип	1	2
277	или как	5	2
278	и является	1	2
279	нам важно	1	2
280	находит себе	1	2
281	только с	2	2
282	форма является	1	2
283	взаимодействия с	1	2
284	и именно	1	2
285	сравнительно с	1	2
286	лежит в	1	2
287	об одном	1	2
288	должны быть	1	2
289	его значение	1	2
290	если же	2	2
291	должен быть	1	2
292	и о	3	2
293	формы и	1	2
294	приводит к	3	2
295	являются лишь	1	2
296	внутреннего слова	1	2
297	в соответствующем	1	2
298	здесь как	1	2
299	все то	4	2
300	поэтому в	2	2
301	и даже	3	2
302	мы убедимся	1	2
303	прав в	1	2
304	все его	1	2
305	в значительной	1	2
306	лишь как	5	2
307	крайней мере	2	2
308	всяком случае	3	2
309	все время	1	2
310	или может	1	2
311	но не	8	2
312	мы увидим	1	2
313	себя в	3	2
314	и у	4	2
315	уже в	5	2
316	но для	2	2
317	не так	1	2
318	ведь это	2	2
319	привела к	1	2
320	друг друга	3	2
321	у него	6	2
322	тем что	3	2
323	бы это	1	2
324	этом как	1	2
325	именно в	6	2
326	здесь в	1	2
327	бытия в	1	2
328	а с	1	2
329	что не	1	2
330	противном случае	1	2
331	они не	3	2
332	стремится к	1	2
333	до конца	5	2
334	не на	3	2
335	оно ни	1	2
336	вместе с	2	2
337	прямо сказать	1	2
338	к его	1	2
339	там где	6	2
340	распадается на	1	2
341	того или	1	2
342	в начале	1	2
343	является как	1	2
344	такое понимание	1	2
345	себя самого	4	2
346	следовательно и	2	2
347	и внешней	1	2
348	и устойчивого	1	2
349	между ними	2	2
350	не знает	1	2
351	или иного	1	2
352	в определенных	1	2
353	жизни и	6	2
354	что в	8	2
355	как на	2	2
356	можно говорить	2	1
357	других с	1	1
358	например в	3	1
359	и действительно	1	1
360	становится в	1	1
361	благоприятная почва	1	1
362	нам кажется	4	1
363	то в	1	1
364	также что	1	1
365	уже по	1	1
366	входящих в	1	1
367	и за	1	1
368	и могут	1	1
369	в обычном	2	1
370	его не	1	1
371	может противопоставить	1	1
372	здесь господствует	1	1
373	на тех	1	1
374	проблема целого	1	1
375	не приходится	1	1
376	опирающееся на	1	1
377	не делает	1	1
378	дан в	1	1
379	следовательно лишь	1	1
380	именно к	1	1
381	этих идеологических	1	1
382	не была	1	1
383	почти все	1	1
384	ценность именно	1	1
385	совпадает с	2	1
386	говорить о	2	1
387	как во	1	1
388	то это	1	1
389	и со	1	1
390	как впрочем	1	1
391	подчеркнуть что	1	1
392	создать из	1	1
393	но при	1	1
394	такое уподобление	1	1
395	которых может	1	1
396	определенное идеологическое	1	1
397	быть раскрыто	1	1
398	делает установку	1	1
399	является таким	1	1
400	тон этой	1	1
401	нему и	2	1
402	а следовательно	1	1
403	из этих	2	1
404	совсем не	1	1
405	то он	3	1
406	а только	1	1
407	точка зрения	7	1
408	себе он	1	1
409	к которой	1	1
410	только при	2	1
411	формы художественного	1	1
412	не все	1	1
413	к слову	1	1
414	при условии	1	1
415	вступают в	1	1
416	можно прямо	1	1
417	и чем	1	1
418	были не	1	1
419	и устойчивые	1	1
420	диалога и	1	1
421	в кругозор	6	1
422	его на	2	1
423	как в	6	1
424	что именно	2	1
425	поэтому-то и	1	1
426	он определяет	1	1
427	в художественном	2	1
428	и нет	1	1
429	как нам	2	1
430	кроме того	3	1
431	чего нет	1	1
432	могли бы	3	1
433	и наконец	5	1
434	и каждое	1	1
435	не являются	1	1
436	диалог в	2	1
437	а взаимодействие	1	1
438	мир и	6	1
439	глава вторая	1	1
440	ясно и	1	1
441	в этот	2	1
442	сливается с	2	1
443	в которой	4	1
444	воплощена в	1	1
445	ни одна	1	1
446	в последнее	1	1
447	с их	5	1
448	элементов в	1	1
449	в маленьком	1	1
450	ее как	2	1
451	создал бы	1	1
452	как он	2	1
453	а вовсе	1	1
454	этот процесс	1	1
455	вообще не	1	1
456	что она	2	1
457	переживание и	1	1
458	жизни вообще	1	1
459	но именно	4	1
460	полновесное слово	1	1
461	сознания наоборот	1	1
462	и взаимодействие	2	1
463	поскольку он	1	1
464	и самый	1	1
465	перестает быть	1	1
466	всех этих	3	1
467	не значит	2	1
468	объективный факт	1	1
469	к одному	1	1
470	далека от	1	1
471	и вот	2	1
472	своего идеологического	1	1
473	последнее слово	9	1
474	но все	4	1
475	человека в	5	1
476	в каждом	8	1
477	ни были	1	1
478	мы его	2	1
