N	2gram	Losev_Prob_3	formyVre
1	и в	44	46
2	в этом	17	22
3	и т	13	14
4	прежде всего	3	14
5	вовсе не	37	13
6	и его	5	12
7	ii гл	2	12
8	во всех	2	11
9	не только	14	11
10	только в	19	11
11	как бы	9	10
12	то есть	34	10
13	во время	1	10
14	точки зрения	5	10
15	в том	21	10
16	но в	12	10
17	мы уже	4	9
18	не в	13	9
19	у него	1	9
20	но и	10	9
21	вместе с	2	9
22	и не	35	9
23	и для	2	9
24	то же	13	8
25	как и	10	8
26	с точки	2	8
27	для того	1	8
28	того чтобы	1	8
29	потому что	25	8
30	связи с	8	8
31	в его	9	8
32	из них	2	8
33	в связи	7	8
34	жизни и	6	8
35	и на	1	7
36	всех этих	2	7
37	так и	10	7
38	в них	1	7
39	вещей и	1	7
40	может быть	28	7
41	в одном	1	7
42	то что	23	7
43	как мы	8	6
44	еще не	5	6
45	все же	6	6
46	при этом	4	6
47	и с	9	6
48	его в	3	6
49	в основе	2	6
50	никогда не	6	6
51	и во	2	6
52	так как	9	6
53	здесь в	3	6
54	все это	5	6
55	и все	3	6
56	но не	3	5
57	с этим	2	5
58	в своем	5	5
59	все эти	7	5
60	связанные с	1	5
61	он не	8	5
62	в нем	9	5
63	в то	9	5
64	в дальнейшем	1	5
65	и у	2	5
66	в частности	2	5
67	в пределах	1	5
68	по существу	2	5
69	что в	8	5
70	отношения к	3	4
71	также и	16	4
72	и он	1	4
73	значение и	5	4
74	что они	5	4
75	в истории	1	4
76	как в	5	4
77	уже в	3	4
78	из этих	1	4
79	в себе	8	4
80	том что	12	4
81	в котором	2	4
82	героев и	1	4
83	в образе	1	4
84	в эпоху	1	4
85	с ним	7	4
86	и смерть	1	4
87	о том	6	4
88	все его	1	4
89	вопросу о	1	4
90	так что	12	4
91	а не	18	4
92	человеческой жизни	2	4
93	отнюдь не	10	4
94	с этой	3	4
95	же в	3	4
96	есть и	2	4
97	здесь еще	1	3
98	почти все	1	3
99	в виду	10	3
100	того же	2	3
101	слова и	3	3
102	мы еще	1	3
103	мы будем	2	3
104	точка зрения	1	3
105	хотя и	5	3
106	и как	3	3
107	на нас	2	3
108	и художественного	1	3
109	в этот	1	3
110	уже не	7	3
111	т д	13	3
112	новое и	1	3
113	и по	2	3
114	таким образом	9	3
115	здесь мы	1	3
116	по всему	1	3
117	на первый	4	3
118	в их	2	3
119	в которых	3	3
120	самое время	4	3
121	она ни	2	3
122	кроме того	3	3
123	же самое	9	3
124	к тому	3	3
125	себя и	1	3
126	том как	2	3
127	жизнь и	2	3
128	в другом	2	3
129	а также	4	3
130	что и	9	3
131	того что	8	3
132	что он	9	3
133	все они	2	3
134	в качестве	3	3
135	и они	1	3
136	за счет	2	3
137	для него	3	3
138	тем что	4	3
139	что на	1	3
140	и даже	14	3
141	не было	5	3
142	не на	1	3
143	на смерть	1	3
144	о чем	2	3
145	еще нет	2	3
146	это значит	4	3
147	к вопросу	1	3
148	не является	11	3
149	тем более	3	3
150	в этих	2	3
151	ее в	1	3
152	а в	5	3
153	но эти	1	3
154	и другие	3	3
155	к этому	1	3
156	и идей	2	3
157	смысле слова	8	2
158	как его	1	2
159	и есть	5	2
160	тем же	2	2
161	и до	2	2
162	почти всегда	2	2
163	оно было	1	2
164	мы имеем	2	2
165	для раскрытия	1	2
166	говорить о	3	2
167	столько же	2	2
168	первый план	2	2
169	не был	2	2
170	бы она	2	2
171	совсем не	2	2
172	друг от	2	2
173	всю эту	1	2
174	то в	3	2
175	и к	6	2
176	от этого	1	2
177	в этой	3	2
178	с одной	2	2
179	как он	1	2
