N	2gram	Bakhtin_Pr_5	OGranits
1	и в	35	13
2	и его	14	12
3	прежде всего	12	9
4	может быть	14	8
5	не может	18	8
6	и не	27	8
7	и т.п	6	7
8	в его	21	7
9	и их	1	7
10	и пр	1	7
11	точки зрения	7	7
12	только в	6	6
13	как бы	31	6
14	не только	10	6
15	то что	10	6
16	мы должны	3	6
17	таким образом	7	6
18	и т.д	3	5
19	все же	8	5
20	и наконец	7	5
21	но ведь	2	5
22	с точки	2	5
23	в процессе	1	5
24	хотя бы	2	5
25	и эта	1	5
26	мы не	1	4
27	но мы	1	4
28	слов и	3	4
29	еще и	1	4
30	на фоне	1	4
31	но в	19	4
32	человеческого голоса	1	4
33	мы можем	2	4
34	то же	15	4
35	лишь в	7	4
36	интонация в	1	4
37	в своей	4	4
38	было бы	3	4
39	все это	14	4
40	в двух	1	4
41	не является	1	4
42	материала в	1	4
43	вполне понятно	2	4
44	в каждом	6	4
45	и то	5	3
46	в ее	3	3
47	самом деле	10	3
48	в пределах	11	3
49	так и	8	3
50	понятно что	2	3
51	говорить о	3	3
52	в их	1	3
53	по отношению	6	3
54	за пределы	3	3
55	с этим	3	3
56	в которой	2	3
57	ни один	1	3
58	в себе	5	3
59	к одному	3	3
60	не как	3	3
61	в одном	6	3
62	так как	4	3
63	одно и	3	3
64	здесь мы	1	3
65	но и	14	3
66	слово в	2	3
67	как и	18	3
68	я хочу	2	3
69	что же	7	3
70	не в	10	3
71	да и	5	3
72	но для	2	3
73	и для	8	3
74	никогда не	4	3
75	и все	15	3
76	превращается в	1	3
77	отношению к	7	3
78	что в	6	3
79	для себя	7	2
80	ни одно	1	2
81	данном случае	1	2
82	зависимости от	1	2
83	в произведении	2	2
84	и может	1	2
85	роль в	1	2
86	и этот	2	2
87	конечно в	2	2
88	мы уже	8	2
89	те же	2	2
90	есть не	1	2
91	мог бы	2	2
92	если бы	1	2
93	с самого	8	2
94	и должно	1	2
95	себе что	1	2
96	в ней	2	2
97	в чем	4	2
98	эта интонация	1	2
99	между тем	4	2
100	лишь путем	1	2
101	в общем	3	2
102	нуждается в	3	2
103	во всей	1	2
104	что они	6	2
105	наконец в	4	2
106	чем же	1	2
107	материалом для	2	2
108	как в	5	2
109	в данном	1	2
110	в этом	14	2
111	в высказываниях	1	2
112	но так	3	2
113	в том	5	2
114	двух разных	1	2
115	тот же	4	2
116	с ними	5	2
117	и отчасти	2	2
118	в этот	2	2
119	в целом	3	2
120	же слово	1	2
121	все эти	3	2
122	с одной	1	2
123	уже в	3	2
124	кажется что	2	2
125	иным как	1	2
126	в нем	16	2
127	при этом	2	2
128	для него	14	2
129	в другом	12	2
130	вовсе не	7	2
131	тем что	4	2
132	в них	4	2
133	и внутренняя	1	2
134	с другой	4	2
135	всей своей	2	2
136	а как	2	2
137	в самом	6	2
138	входит в	1	2
139	того или	1	2
140	может стать	1	2
141	не чем	1	2
142	он только	3	2
143	не на	1	2
144	а не	4	2
145	другой стороны	3	2
146	там где	7	2
147	не мог	3	2
148	том что	3	2
149	в г	1	2
150	и при	1	2
151	и ее	1	2
152	так же	7	2
153	в отношении	9	2
154	своего рода	2	2
155	с этой	2	2
156	слова и	11	2
157	художественное произведение	1	2
158	не менее	2	2
159	самого начала	8	2
160	сознания и	4	2
161	бы в	4	2
162	во всем	4	2
163	а в	7	2
164	еще в	4	2
165	нет ничего	1	2
166	героя и	10	2
167	подойти и	1	2
168	и к	12	2
169	элемента в	1	2
170	чем иным	1	2
171	в своих	1	2
172	каждое слово	3	2
173	к тому	6	2
174	ну что	1	1
175	и это	5	1
176	оно может	1	1
177	одним из	1	1
178	зависимость от	2	1
179	функции в	1	1
180	и через	1	1
181	себя как	3	1
182	привлекла внимание	1	1
183	в виду	3	1
184	того же	1	1
185	на нем	1	1
186	в некоторых	1	1
187	в напряженном	1	1
188	это и	3	1
189	жили и	1	1
190	но тем	1	1
191	мышкин и	1	1
192	преломления в	1	1
193	нам кажется	1	1
194	и сводится	1	1
195	вовлекаются в	1	1
196	здесь и	1	1
197	делая его	1	1
198	в себя	1	1
199	ту же	1	1
200	и до	1	1
201	в нашу	1	1
202	можно лишь	2	1
203	ведь и	4	1
204	речи которая	1	1
205	не дано	1	1
206	можно было	2	1
207	в нескольких	1	1
208	особенно в	2	1
209	или на	1	1
210	даже у	1	1
211	но у	1	1
212	вопрос о	2	1
213	стиля в	2	1
214	для этого	2	1
215	по себе	4	1
216	неподвижной и	1	1
217	его за	4	1
218	с ее	3	1
219	сводится к	3	1
220	событий и	1	1
221	но даже	1	1
222	ему в	1	1
223	то это	1	1
224	приближается к	1	1
225	не совсем	1	1
226	в мире	4	1
227	и он	2	1
228	в каждой	2	1
229	всем протяжении	1	1
230	с большим	1	1
231	слово не	2	1
232	собою и	1	1
233	на последней	1	1
234	и что	6	1
235	почему же	2	1
236	еще не	7	1
237	столь же	2	1
238	не могу	3	1
239	к нему	13	1
240	на самом	9	1
241	совсем не	3	1
242	но не	6	1
243	а у	1	1
244	голосом в	1	1
245	то он	1	1
246	вся эта	1	1
247	переходит в	2	1
248	мысль что	1	1
249	эта особенность	2	1
250	него все	1	1
251	может и	1	1
252	отношение к	6	1
253	отметить что	1	1
254	тут же	1	1
255	и место	1	1
256	нет и	4	1
257	в другой	1	1
258	даже для	1	1
259	в одной	3	1
260	в своем	2	1
261	своей полноте	1	1
262	по своей	2	1
263	что касается	1	1
264	один из	1	1
265	стилистики в	1	1
266	и как	2	1
267	его к	3	1
268	одной из	2	1
269	этот вопрос	1	1
270	что он	24	1
271	другим но	1	1
272	являются проявлением	1	1
273	что слово	1	1
274	в значительной	1	1
275	иной характер	2	1
276	со всеми	3	1
277	является лишь	1	1
278	так в	2	1
279	в этой	1	1
280	стиле как	1	1
281	для всех	1	1
282	о слове	1	1
283	слушателя и	1	1
284	в дальнейшем	2	1
285	конечно не	2	1
286	на всем	1	1
287	мы чувствуем	1	1
288	и у	4	1
289	каждом слове	2	1
290	нему те	1	1
291	жизнь как	1	1
292	только на	4	1
293	себя и	8	1
294	вследствие этого	1	1
295	общения с	1	1
296	и если	1	1
297	этот момент	1	1
298	к слову	2	1
299	в статье	1	1
300	этого процесса	1	1
301	или даже	1	1
302	и других	1	1
303	о стиле	1	1
304	его и	3	1
305	превращаются в	1	1
306	это стиль	1	1
307	т.д и	1	1
308	а вовсе	1	1
309	в виде	7	1
310	внутренней речи	5	1
311	говорил не	1	1
312	в конце	5	1
313	высказываниях героев	1	1
314	но что	2	1
315	только с	3	1
316	из него	1	1
317	каждый из	2	1
318	подобно тому	2	1
319	отличие от	2	1
320	на этом	2	1
321	его можно	1	1
322	входящих в	1	1
323	и вместе	1	1
324	ее на	1	1
325	это конечно	1	1
326	даже и	3	1
327	для того	1	1
328	предмету но	1	1
329	же не	4	1
330	на всю	2	1
331	косвенной речи	1	1
332	в особенности	1	1
333	и характер	1	1
334	что такой	1	1
335	к другому	16	1
336	бы быть	1	1
337	на все	1	1
338	мы это	1	1
339	его в	4	1
340	как к	5	1
341	главное и	1	1
342	и сложнее	1	1
343	к которому	1	1
344	я находил	1	1
345	он все	2	1
