N	3gram	Tiupa_Narr_1	StatiiOP
1	в том что	8	16
2	о том что	6	11
3	в этом отношении	3	9
4	том что он	1	5
5	до сих пор	1	5
6	дело в том	1	4
7	иметь в виду	1	3
8	так же как	2	3
9	обращает на себя	3	3
10	с другой стороны	4	3
11	речь идет о	2	3
12	том что в	1	2
13	только потому что	1	2
14	на себя внимание	3	2
15	в том же	1	2
16	с точки зрения	2	2
17	сами по себе	2	2
18	в отличие от	5	2
19	бы то ни	3	2
20	в значительной степени	2	2
21	то ни было	3	2
22	то что он	1	2
23	мере в какой	1	2
24	более или менее	2	2
25	так и в	1	2
26	в самом деле	1	2
27	но все же	4	2
28	как своего рода	1	2
29	не представляется возможным	1	2
30	той мере в	1	2
31	тем не менее	3	2
32	в той мере	1	2
33	к тому же	4	2
34	речь идет не	1	1
35	да и в	1	1
36	что в этом	1	1
37	на самом деле	1	1
38	в этом смысле	1	1
39	он не может	1	1
40	что он уже	1	1
41	сам по себе	1	1
42	с фактической стороны	1	1
43	в первую очередь	1	1
44	при этом и	1	1
45	следующее место из	1	1
46	точно так же	2	1
47	и др в	1	1
48	не могло быть	1	1
49	в данном случае	4	1
50	в известном смысле	2	1
51	к одному из	1	1
52	так или иначе	2	1
53	в связи с	2	1
54	составной частью в	1	1
55	прежде всего к	1	1
56	в свое время	1	1
57	они свидетельствуют о	1	1
58	с легкой руки	1	1
59	по отношению к	6	1
60	ни одного слова	1	1
61	то же время	3	1
62	не то что	2	1
63	за все время	1	1
64	в том чтобы	1	1
65	в свою очередь	3	1
66	ни для кого	1	1
67	и в особенности	1	1
68	в то же	3	1
69	в том числе	6	1
70	в какой-то мере	1	1
71	поскольку речь идет	1	1
72	как мы видели	1	1
