N	2gram	Medvedev_V_1	slovoVRo
1	и в	26	41
2	в нем	6	30
3	и т	23	28
4	то есть	1	26
5	т п	9	23
6	в романе	4	21
7	могут быть	5	19
8	во всех	6	17
9	не только	25	16
10	и не	19	16
11	точки зрения	3	16
12	но и	10	16
13	а не	7	15
14	то же	10	14
15	в то	6	14
16	и его	6	14
17	в пределах	5	14
18	может быть	22	14
19	и др	9	14
20	не может	17	14
21	слова и	1	13
22	в его	14	13
23	в этом	26	12
24	же время	5	12
25	как бы	5	12
26	так и	5	11
27	в той	1	10
28	все эти	6	9
29	таким образом	31	9
30	той или	1	9
31	или иной	2	9
32	как в	1	8
33	но в	2	8
34	на его	1	8
35	как мы	1	8
36	в особенности	2	8
37	или в	3	8
38	может не	2	8
39	прежде всего	13	8
40	отношение к	1	7
41	все же	5	7
42	в слове	3	7
43	в своей	4	7
44	не в	6	7
45	у тургенева	3	7
46	вовсе не	3	7
47	с ним	1	7
48	зрения на	1	7
49	всех его	2	7
50	они могут	1	7
51	все они	2	7
52	во всяком	1	7
53	в плане	5	6
54	это не	7	6
55	в них	4	6
56	только в	7	6
57	и даже	2	6
58	а в	3	6
59	и к	3	5
60	в самом	4	5
61	он в	1	5
62	так сказать	2	5
63	т д	14	5
64	с другими	2	5
65	далеко не	2	5
66	всяком случае	1	5
67	все это	10	5
68	в основе	1	5
69	со своим	2	5
70	и мир	3	5
71	с другой	11	5
72	и непосредственно	2	5
73	еще более	1	5
74	романа и	1	5
75	на своем	1	5
76	ту же	2	4
77	одним из	5	4
78	поэзии и	1	4
79	в ней	2	4
80	меньшей степени	2	4
81	еще не	2	4
82	с его	3	4
83	за пределы	1	4
84	перед нами	4	4
85	и наконец	2	4
86	в которой	2	4
87	всех этих	2	4
88	не как	1	4
89	в каждом	2	4
90	связанных с	1	4
91	лишь в	2	4
92	входит в	1	4
93	на почве	1	4
94	как и	7	4
95	в их	5	4
96	том же	6	4
97	в процессе	16	4
98	и для	2	4
99	лежит в	1	4
100	с ее	1	4
101	автор не	1	4
102	о нем	1	4
103	прямо и	1	4
104	все его	2	4
105	единого и	2	4
106	большей или	3	4
107	один из	5	4
108	оно и	1	4
109	с одной	2	4
110	или меньшей	3	4
111	одной стороны	2	4
112	и все	1	4
113	и потому	2	4
114	и формы	2	4
115	и от	3	4
116	кроме того	1	4
117	быть и	1	4
118	другой стороны	8	4
119	также и	2	3
120	в зависимости	6	3
121	единство и	1	3
122	зависимости от	5	3
123	данном случае	1	3
124	в своем	8	3
125	более или	6	3
126	бы и	6	3
127	из этих	7	3
128	в себе	6	3
129	в поэзии	1	3
130	и сам	1	3
131	как оно	1	3
132	и может	2	3
133	его в	3	3
134	было бы	7	3
135	он не	2	3
136	или менее	6	3
137	в понимании	1	3
138	и ее	4	3
139	от его	2	3
140	которые в	2	3
141	а иногда	1	3
142	она не	3	3
143	не могло	1	3
144	никогда не	4	3
145	произведения как	5	3
146	не могут	7	3
147	к тому	4	3
148	образом в	3	3
149	формы и	2	3
150	о том	10	3
151	и во	1	3
152	те или	1	3
153	или иные	1	3
