N	3gram	Losev_Dial_2	EvropaiE
1	с точки зрения	8	16
2	в то же	3	15
3	то же время	4	14
4	и в то	1	8
5	с одной стороны	1	8
6	одной стороны и	1	6
7	в том что	6	6
8	так же как	1	5
9	бы то ни	1	4
10	не только в	2	4
11	и в этом	1	4
12	того или иного	1	4
13	само по себе	2	4
14	той или иной	1	4
15	в той или	2	3
16	в этом смысле	1	3
17	же как и	1	3
18	в этом отношении	1	3
19	ту или иную	1	3
20	друг с другом	1	3
21	во всяком случае	2	3
22	в некотором смысле	1	3
23	как бы ни	2	3
24	и прежде всего	2	3
25	можно сказать что	3	3
26	того что в	1	2
27	не говоря уже	2	2
28	и в частности	2	2
29	в данном случае	2	2
30	заключается в том	1	2
31	по сравнению с	1	2
32	с другой стороны	4	2
33	не может быть	3	2
34	по себе не	3	2
35	мы можем сказать	1	2
36	есть не только	1	2
37	не может не	3	1
38	не входя в	1	1
39	можно представить себе	1	1
40	не обязательно чтобы	1	1
41	в последнее время	1	1
42	и поэтому если	1	1
43	более или менее	2	1
44	т е прежде	1	1
45	большей или меньшей	1	1
46	том что обе	1	1
47	то что с	1	1
48	он мог бы	1	1
49	в нем и	2	1
50	и не только	5	1
51	и во многих	1	1
52	говоря уже о	2	1
53	и то и	1	1
54	то и другое	1	1
55	но и в	1	1
56	и та же	4	1
57	и далее в	1	1
58	е прежде всего	1	1
59	есть ли уже	1	1
60	и в некотором	1	1
61	не есть ли	4	1
62	то или иное	4	1
63	может быть и	3	1
64	говорить не о	1	1
65	это может быть	1	1
66	бы ни была	1	1
67	во внимание что	1	1
68	и когда мы	1	1
69	и с точки	1	1
70	вовсе не обязательно	2	1
71	в некоторых случаях	1	1
72	не могут быть	2	1
73	то время как	3	1
74	в связи с	4	1
75	мы отнюдь не	1	1
76	в истории культуры	1	1
77	одна и та	4	1
78	о котором мы	1	1
79	в каком смысле	1	1
80	есть ли это	1	1
81	как и всякая	1	1
82	не имеет значения	1	1
83	вовсе не в	3	1
84	том смысле что	3	1
85	в то время	3	1
86	говорить о том	1	1
87	та или иная	2	1
88	нельзя сказать чтобы	1	1
89	связи с этим	1	1
90	это значит что	8	1
91	можем сказать что	1	1
92	ли он в	1	1
93	речь идет о	1	1
94	воды и земли	1	1
95	и неизвестно в	1	1
96	к тому что	1	1
97	в том смысле	4	1
98	во многих отношениях	1	1
99	к тому же	1	1
100	независимо от того	1	1
101	только тогда когда	4	1
102	и не быть	1	1
103	и т д	15	1
