N	2gram	Voloshinov_1	Komedia
1	и в	13	26
2	в г	2	17
3	едва ли	1	14
4	и не	8	14
5	и его	12	12
6	к тому	2	12
7	так и	3	12
8	может быть	8	11
9	в том	2	11
10	в этом	2	10
11	но и	3	10
12	столь же	1	9
13	том что	2	9
14	если бы	2	9
15	вместе с	1	9
16	что в	3	9
17	было бы	4	8
18	не только	6	7
19	на себя	1	7
20	ли не	1	7
21	еще не	1	6
22	в своем	1	6
23	в нем	2	6
24	таким образом	6	6
25	в то	1	6
26	того чтобы	1	6
27	потому что	1	6
28	и здесь	1	6
29	в двух	4	6
30	то что	6	6
31	в которой	3	5
32	с его	1	5
33	что он	1	5
34	в истории	1	5
35	с этим	3	5
36	для того	1	5
37	один из	1	5
38	к этому	1	5
39	уже в	2	4
40	в самом	2	4
41	в целом	2	4
42	с их	1	4
43	в них	2	4
44	как и	3	4
45	тому что	1	4
46	не менее	2	4
47	это слово	1	4
48	можно было	1	4
49	еще в	2	4
50	его в	1	4
51	между тем	2	4
52	в его	7	4
53	только в	6	4
54	в начале	1	4
55	так как	3	4
56	прежде всего	9	4
57	в руках	2	4
58	как это	1	4
59	все же	5	4
60	и для	3	4
61	одной из	1	4
62	точки зрения	7	4
63	например в	1	3
64	то же	4	3
65	в их	3	3
66	вопрос о	1	3
67	того же	1	3
68	в ней	2	3
69	но не	1	3
70	по отношению	3	3
71	как в	2	3
72	что касается	1	3
73	но в	4	3
74	в этой	1	3
75	в каждом	4	3
76	но если	1	3
77	не имеет	2	3
78	того как	1	3
79	в самой	1	3
80	же время	1	3
81	связи с	1	3
82	но там	1	3
83	в образе	1	3
84	к нему	1	3
85	а у	1	3
86	тех пор	4	3
87	для всех	1	3
88	и типов	1	3
89	и их	7	3
90	никто не	1	3
91	мы можем	4	3
92	тем что	2	3
93	не было	1	3
94	в связи	2	3
95	и особенно	1	3
96	и столь	1	3
97	в тех	2	3
98	отношению к	3	3
99	да и	3	3
100	с этой	2	3
101	все это	4	3
102	или в	1	3
103	а в	2	3
104	до тех	4	3
105	в своей	4	3
106	по поводу	1	3
107	не может	8	3
108	как известно	1	2
109	одним из	1	2
110	только потому	1	2
111	и есть	1	2
112	мы имеем	1	2
113	мы не	4	2
114	говорить о	3	2
115	не вполне	1	2
116	то это	1	2
117	в виду	1	2
118	в ее	3	2
119	отличие от	1	2
120	тут же	1	2
121	отнюдь не	1	2
122	в одной	1	2
123	в действительности	2	2
124	от этого	2	2
125	платон в	1	2
126	чуть ли	1	2
127	по которым	1	2
128	ни одна	1	2
129	роль в	2	2
130	и если	1	2
131	что она	1	2
132	на этом	1	2
133	же не	1	2
134	об этом	1	2
135	связанных с	2	2
136	не всегда	1	2
137	когда в	1	2
138	представление о	1	2
139	в отличие	1	2
140	не в	3	2
141	в конце	1	2
142	вовсе не	2	2
143	одна из	1	2
144	в одном	3	2
145	не является	4	2
146	всего в	1	2
147	и это	1	2
148	средств в	1	2
149	с самого	2	2
150	так в	1	2
151	и что	1	2
152	в мире	1	2
153	или на	1	2
154	времени в	1	2
155	и все	3	2
156	мы понимаем	2	2
157	в другой	1	2
158	вслед за	2	2
159	наконец в	2	2
160	в античной	1	2
161	все время	1	2
162	и дает	1	2
163	тот же	2	2
164	с ними	2	2
165	и ее	2	2
166	с одной	2	2
167	и у	1	2
168	является не	1	2
169	одно из	1	2
170	отношение к	1	2
171	нет и	1	2
