N	2gram	Losev_Dial_1	FransuaR
1	и в	18	41
2	то есть	1	20
3	таким образом	1	19
4	в этом	12	15
5	как и	2	14
6	и все	3	14
7	то же	10	13
8	все эти	2	13
9	в этой	1	13
10	мы уже	1	12
11	в его	3	12
12	в себе	11	11
13	как мы	4	11
14	в том	9	11
15	прежде всего	10	11
16	так и	9	10
17	в то	6	10
18	никто не	2	10
19	все это	11	10
20	в своем	5	9
21	не в	6	9
22	же время	4	9
23	и его	1	9
24	в качестве	2	9
25	но и	7	9
26	что в	13	9
27	но в	6	8
28	в конце	4	8
29	то что	13	8
30	и от	2	8
31	по существу	1	8
32	в нем	16	7
33	в эпоху	2	7
34	в новой	1	7
35	вовсе не	7	7
36	в них	3	7
37	как бы	11	7
38	и не	30	7
39	и до	1	6
40	ни в	15	6
41	о том	4	6
42	мы видим	4	6
43	только в	3	6
44	это не	9	6
45	есть в	1	6
46	для него	2	6
47	у него	1	6
48	все они	1	6
49	как в	2	5
50	и к	1	5
51	не только	13	5
52	на этом	2	5
53	точки зрения	17	5
54	того как	1	5
55	потому что	14	5
56	всего в	1	5
57	и это	2	5
58	в ней	3	5
59	к нему	8	5
60	и у	2	5
61	уже в	1	5
62	что и	3	5
63	вместе с	1	5
64	так же	4	5
65	и для	2	5
66	а в	5	5
67	к этому	2	5
68	место в	1	4
69	как я	1	4
70	хотя и	4	4
71	и наконец	1	4
72	та же	3	4
73	что это	11	4
74	он не	3	4
75	на земле	2	4
76	но все	3	4
77	и с	5	4
78	должно быть	3	4
79	том что	9	4
80	но он	1	4
81	ничего не	17	4
82	в виду	5	4
83	в образе	1	4
84	в одну	3	4
85	все образы	1	4
86	может быть	17	4
87	было бы	12	4
88	мира и	1	4
89	конце концов	3	4
90	все что	1	4
91	например в	1	3
92	он может	1	3
93	и есть	16	3
94	из самых	1	3
95	с точки	12	3
96	проникает в	1	3
97	той же	1	3
98	в видении	1	3
99	я не	5	3
100	проявляется в	1	3
101	во всех	1	3
102	совсем не	1	3
103	кроме того	1	3
104	его к	1	3
105	от этого	3	3
106	выражение в	1	3
107	при этом	1	3
108	но именно	1	3
109	и по	1	3
110	связанные с	2	3
111	в мире	2	3
112	его в	1	3
113	несмотря на	10	3
114	в своей	2	3
115	в их	3	3
116	оказывается что	1	3
117	тем самым	1	3
118	в отношении	5	3
119	не имеет	15	3
120	как о	2	3
121	мы найдем	1	3
122	с образом	1	3
123	можно было	5	3
124	что у	1	3
125	и вся	1	3
126	все его	1	3
127	что он	11	3
128	поэтому и	2	3
129	из них	2	3
130	земли и	1	3
131	и их	2	3
132	так как	11	3
133	нового времени	1	3
134	не было	6	3
135	ничем не	3	3
136	но есть	2	3
137	не может	12	3
138	видели в	1	3
139	и потому	3	3
140	в той	1	3
141	такой же	2	3
142	но это	8	3
143	с ними	2	3
144	не знает	2	3
145	есть и	5	3
146	жизни и	3	3
147	и другие	1	3
148	пространстве и	2	3
149	и эта	2	3
150	как нечто	1	2
151	также и	7	2
152	и движение	1	2
153	и то	9	2
154	на самом	3	2
155	и так	2	2
156	явления и	1	2
157	пространства и	2	2
158	есть не	3	2
159	мы не	1	2
160	что между	1	2
161	мир не	1	2
162	в которой	1	2
163	но по	1	2
164	же что	1	2
165	и самого	1	2
166	еще не	2	2
167	в которых	2	2
168	в чем	6	2
169	а только	3	2
170	точка зрения	2	2
171	явлений и	1	2
172	отношение к	5	2
173	не просто	7	2
174	мы сейчас	1	2
175	перед нами	1	2
176	говорит что	3	2
177	более или	3	2
178	учение о	11	2
179	реальном пространстве	1	2
180	как он	4	2
181	и еще	3	2
182	и вот	6	2
183	одно и	4	2
184	что все	1	2
185	и может	2	2
186	это было	2	2
187	себе все	1	2
188	с этим	2	2
189	вот ее	1	2
190	в реальном	1	2
191	далеко не	1	2
192	мы имеем	2	2
193	что значит	1	2
194	в этих	5	2
195	или менее	3	2
196	образом и	2	2
197	на всю	4	2
198	дело не	2	2
199	дело в	1	2
200	человек может	1	2
201	явление в	1	2
202	этом отношении	2	2
203	нет ни	2	2
204	не знаем	1	2
205	к тому	4	2
206	не есть	40	2
207	оно не	1	2
208	должен быть	1	2
209	правда не	1	2
210	и образ	6	2
211	на другой	1	2
212	с самого	1	2
213	на том	1	2
214	никогда не	9	2
215	здесь как	1	2
216	жизнь и	3	2
217	были чрезвычайно	1	2
218	в разных	3	2
219	связанное с	1	2
220	а также	1	2
221	другими словами	2	2
222	все вещи	1	2
223	бы в	3	2
224	не видел	1	2
225	еще более	3	2
226	все время	1	2
227	того что	2	2
228	и самая	1	2
229	видел как	1	2
230	со всеми	1	2
231	уже не	2	2
232	только на	3	2
233	и других	1	2
234	связано с	1	2
235	них и	1	2
236	нужно сказать	1	2
237	к самому	2	2
238	в особенности	5	2
239	именно в	2	2
240	бытие но	1	2
241	и др	1	2
242	слиты в	1	2
243	а на	1	2
244	он только	1	2
245	а не	14	2
246	его как	1	2
247	в связи	1	2
248	может иметь	3	2
249	и глубокое	1	2
250	в данном	3	2
251	в отдельности	2	2
252	те и	1	2
253	в состоянии	1	2
254	на небе	1	2
255	в результате	1	2
256	о котором	1	2
257	у них	3	2
258	и смысл	3	2
259	страшного суда	1	2
260	и как	7	2
261	с ним	6	2
262	ни было	2	2
263	есть то	1	2
264	представлениями о	1	2
265	нас не	2	2
266	во всяком	4	2
267	и наиболее	1	1
268	отношения к	3	1
269	с жизнью	1	1
270	в такой	1	1
271	сам по	6	1
272	самом деле	3	1
273	это и	4	1
274	должна быть	3	1
275	по его	1	1
276	его не	6	1
277	и игра	1	1
278	а как	1	1
279	с абсолютной	1	1
280	почти все	2	1
281	он как	1	1
282	этот был	1	1
283	есть нечто	10	1
284	время как	2	1
285	что иное	1	1
286	бы ни	1	1
287	они были	2	1
288	но даже	1	1
289	есть совершенно	1	1
290	и реальным	1	1
291	не остается	1	1
292	же нужно	1	1
293	он сам	5	1
294	иное как	1	1
295	как смысл	3	1
296	себя а	1	1
297	быть в	2	1
298	не был	2	1
299	этим не	1	1
300	то мы	2	1
301	его так	1	1
302	в ее	1	1
303	но не	4	1
304	есть своя	2	1
305	а он	3	1
306	менее всего	1	1
307	самого образа	1	1
308	себе и	2	1
309	друг от	1	1
310	что они	3	1
311	что хотя	1	1
312	его на	1	1
313	что именно	2	1
314	как образ	1	1
315	все же	5	1
316	я должен	1	1
317	по-моему все	1	1
318	он на	2	1
319	и этим	1	1
320	в самом	3	1
321	не приходится	1	1
322	от бога	3	1
323	с отвлеченным	1	1
324	тому же	2	1
325	своего монастыря	1	1
326	думать что	3	1
327	это тот	1	1
328	с их	1	1
329	и они	1	1
330	различные моменты	1	1
331	но его	1	1
332	чем его	1	1
333	говорят о	2	1
334	не могла	1	1
335	теории и	1	1
336	всеми ее	1	1
337	после этого	1	1
338	они только	1	1
339	не как	2	1
340	том чтобы	1	1
341	я вам	1	1
