N	2gram	Bakhtin_Fr_5	Komedia
1	и в	45	26
2	в г	2	17
3	и не	15	14
4	и его	13	12
5	к тому	2	12
6	так и	6	12
7	тому же	4	11
8	может быть	2	11
9	в том	10	11
10	в этом	14	10
11	на протяжении	1	10
12	но и	10	10
13	столь же	1	9
14	том что	7	9
15	если бы	1	9
16	вместе с	3	9
17	что в	12	9
18	было бы	2	8
19	и на	5	7
20	не только	14	7
21	что и	7	7
22	из них	1	7
23	еще не	1	6
24	в своем	11	6
25	о том	4	6
26	в нем	10	6
27	в доме	4	6
28	таким образом	8	6
29	в то	11	6
30	того чтобы	6	6
31	потому что	7	6
32	и здесь	4	6
33	в двух	1	6
34	во время	12	6
35	то что	2	6
36	с его	7	5
37	что он	6	5
38	в истории	2	5
39	независимо от	2	5
40	с этим	4	5
41	для того	6	5
42	а затем	1	5
43	ни в	3	5
44	с тем	2	5
45	и с	10	5
46	больше чем	2	5
47	один из	2	5
48	в качестве	2	5
49	к этому	2	5
50	в наиболее	2	4
51	более чем	1	4
52	хотя и	5	4
53	в самом	4	4
54	что это	2	4
55	в целом	2	4
56	из этих	3	4
57	это было	4	4
58	в них	6	4
59	как и	10	4
60	тому что	1	4
61	не менее	3	4
62	не по	1	4
63	и новой	1	4
64	это слово	1	4
65	как будто	1	4
66	больше того	1	4
67	как мы	8	4
68	что у	1	4
69	можно было	4	4
70	еще в	2	4
71	его в	5	4
72	между тем	2	4
73	в его	13	4
74	в середине	1	4
75	только в	4	4
76	ii в	1	4
77	до нас	3	4
78	в начале	2	4
79	так как	6	4
80	у него	4	4
81	на этот	3	4
82	что для	1	4
83	прежде всего	10	4
84	мира в	1	4
85	в частности	1	4
86	как это	4	4
87	о его	1	4
88	все же	2	4
89	и для	3	4
90	и от	4	4
91	одной из	5	4
92	точки зрения	4	4
93	например в	5	3
94	становится в	1	3
95	в котором	1	3
96	то же	11	3
97	в их	4	3
98	той же	4	3
99	надо было	1	3
100	похожи на	1	3
101	того же	3	3
102	это время	2	3
103	в ней	8	3
104	во всех	13	3
105	но не	4	3
106	по отношению	1	3
107	как в	3	3
108	но в	14	3
109	в этой	6	3
110	как он	3	3
111	но все	1	3
112	человека в	1	3
113	в каждом	2	3
114	по всему	1	3
115	при всем	1	3
116	не имеет	3	3
117	того как	1	3
118	в самой	8	3
119	же время	9	3
120	к концу	1	3
121	связи с	6	3
122	что на	3	3
123	многие из	1	3
124	и сам	1	3
125	то время	3	3
126	в образе	1	3
127	и поэтому	1	3
128	к нему	2	3
129	себя в	1	3
130	для всех	3	3
131	мы знаем	1	3
132	и их	5	3
133	друг друга	1	3
134	мы можем	2	3
135	тем что	1	3
136	до начала	1	3
137	здесь в	4	3
138	не было	3	3
139	так называемой	1	3
140	о чем	3	3
141	в связи	5	3
142	отношению к	1	3
143	да и	1	3
144	войны и	2	3
145	все это	7	3
146	отрывки из	1	3
147	а в	4	3
148	в период	2	3
149	в своей	3	3
150	жизни и	8	3
151	по поводу	4	3
152	том числе	4	3
153	не может	5	3
154	также что	1	2
155	одним из	5	2
156	а из	1	2
157	и есть	2	2
158	из его	2	2
159	и за	2	2
160	мы не	4	2
161	из самых	1	2
162	говорить о	2	2
163	то это	1	2
164	в народном	2	2
165	он был	7	2
166	под названием	2	2
167	и другие	3	2
168	если в	2	2
169	отличие от	2	2
170	тут же	2	2
171	человеку и	1	2
172	в одной	3	2
173	целый ряд	1	2
174	что по	1	2
175	самом начале	1	2
176	имеет в	1	2
177	от этого	2	2
178	бы и	1	2
179	роль в	2	2
180	и если	2	2
181	что она	3	2
182	он не	6	2
183	и еще	1	2
184	была не	1	2
185	на этом	5	2
186	об этом	4	2
187	связанных с	3	2
188	второй половины	2	2
189	это не	3	2
190	на сцене	1	2
191	в это	1	2
192	когда в	2	2
193	бы к	1	2
194	в отличие	2	2
195	признать что	1	2
196	которые в	1	2
197	не в	7	2
198	в конце	7	2
199	вовсе не	8	2
200	даже в	2	2
201	одна из	1	2
202	в одном	3	2
203	в какой-то	1	2
204	с другом	2	2
205	в духе	2	2
206	с участием	1	2
207	своего отца	3	2
208	и это	4	2
209	так в	2	2
210	и что	2	2
211	в мире	1	2
212	пьесы в	1	2
213	римской империи	1	2
214	в состав	1	2
215	или на	1	2
216	после того	1	2
217	времени в	1	2
218	и во	4	2
219	и все	7	2
220	нем не	3	2
221	войны в	1	2
222	вслед за	1	2
223	наконец в	1	2
224	представления о	1	2
225	в лице	1	2
226	в жизнь	1	2
227	тот же	1	2
228	с ними	1	2
229	и ее	1	2
230	в уста	2	2
231	и у	5	2
232	является не	1	2
233	одно из	2	2
234	у нее	2	2
235	от того	3	2
236	в других	1	2
237	в любовных	2	2
238	рядом с	2	2
239	нет и	2	2
240	и к	5	2
241	до сих	3	2
242	и тех	1	2
243	нового времени	1	2
244	этого времени	1	2
245	дошедших до	1	2
246	если не	1	2
247	должна была	1	2
248	для этой	1	2
249	мы находим	4	2
250	чем на	2	2
251	по своему	4	2
252	в течение	3	2
253	в той	1	2
254	не удалось	1	2
255	как бы	12	2
256	друг с	2	2
257	своего времени	1	2
258	пути к	1	2
259	сих пор	3	2
260	в так	1	2
261	бы в	4	2
262	еще более	1	2
263	хотя бы	2	2
264	в речах	1	2
265	от всех	5	2
266	из этого	1	2
267	этим объясняется	1	2
268	во всяком	1	2
269	социального положения	1	2
270	объясняется что	1	1
271	то на	1	1
272	и отчасти	2	1
273	самом деле	5	1
274	для трех	1	1
275	не обходится	1	1
276	победы над	1	1
277	г вот	1	1
278	сам автор	1	1
279	самому существу	2	1
280	вкладывает в	1	1
281	не пытался	1	1
282	и этот	1	1
283	по его	1	1
284	которыми он	1	1
285	для гостей	1	1
286	этого нет	1	1
287	та же	1	1
288	на эти	1	1
289	еды и	9	1
290	в сущности	4	1
291	в полной	1	1
292	время только	1	1
293	ему в	1	1
294	пира в	1	1
295	чем больше	1	1
296	все эти	5	1
297	нельзя недооценивать	1	1
298	время в	1	1
299	в различных	2	1
300	в чем	2	1
301	время он	1	1
302	и мира	1	1
303	то мы	1	1
304	в юности	1	1
305	было сделать	1	1
306	значение и	2	1
307	свою жизнь	1	1
308	конечном счете	1	1
309	в общем	4	1
310	рассказывает как	1	1
311	и будет	1	1
312	не просто	1	1
313	одно существенное	1	1
314	друг от	1	1
315	шаг к	1	1
316	из таких	1	1
317	хотя эти	1	1
318	чем же	4	1
319	в рамках	1	1
320	если она	1	1
321	общего с	1	1
322	стороны он	1	1
323	пиршественным столом	1	1
324	это был	1	1
325	и слова	2	1
326	тем же	1	1
327	и одностороннее	1	1
328	этой цели	1	1
329	жизни в	2	1
330	описание этого	2	1
331	роль играет	3	1
332	которого она	1	1
333	если мы	2	1
334	что автор	1	1
335	в себе	1	1
336	самым существенным	1	1
337	на его	1	1
338	не имеют	1	1
339	больше всего	1	1
340	в античном	1	1
341	время и	1	1
342	которой не	1	1
343	никакому сомнению	1	1
344	концы с	1	1
345	и более	1	1
346	родить и	1	1
347	не могли	1	1
348	отвечает что	1	1
349	в основу	1	1
350	для античных	1	1
351	в другом	3	1
352	его не	4	1
353	в ход	1	1
354	самим собой	1	1
355	полной мере	1	1
356	этой традиции	3	1
357	на все	2	1
358	г в	1	1
359	на пиру	3	1
360	мира сего	2	1
361	и мы	1	1
362	с радостью	1	1
363	в жизни	1	1
364	из первых	1	1
365	но уже	1	1
366	ни одной	1	1
367	в разработке	1	1
368	со своими	1	1
369	он и	3	1
370	мы видели	7	1
371	как таковой	1	1
372	народа и	2	1
373	и страх	1	1
374	не мог	4	1
375	со всей	1	1
376	в эту	2	1
377	во второй	2	1
378	и при	1	1
379	мысль и	2	1
380	этой связи	3	1
381	женщин и	1	1
382	и без	2	1
383	же это	1	1
384	между людьми	1	1
385	почти ни	1	1
386	не столько	2	1
387	это подтверждается	1	1
388	с концами	1	1
389	от его	3	1
390	должны были	1	1
391	в памяти	1	1
392	из области	2	1
393	нельзя было	2	1
394	только для	2	1
395	права на	2	1
396	нам в	1	1
397	обращение к	1	1
398	тем не	1	1
399	их в	1	1
400	том же	2	1
401	со многими	1	1
402	для нее	1	1
403	любовь к	1	1
404	для пира	1	1
405	на свободу	3	1
406	любви и	1	1
407	с точки	2	1
408	власть в	1	1
409	но они	3	1
410	что эта	2	1
411	с которой	2	1
412	за всех	1	1
413	правда в	1	1
414	своего героя	1	1
415	в основе	4	1
416	от жизни	1	1
417	и внутренней	1	1
418	никогда не	1	1
419	самой жизни	2	1
420	ничего не	4	1
421	и по-видимому	1	1
422	для постановки	1	1
423	любовных делах	2	1
424	о некоем	1	1
425	ее у	1	1
426	и является	1	1
427	углом зрения	1	1
428	со своим	1	1
429	внешней и	1	1
430	здесь же	3	1
431	этот образ	1	1
432	в области	1	1
433	и некоторые	1	1
434	нет ни	2	1
435	его для	2	1
436	чтобы сделать	1	1
437	числе и	2	1
438	кем не	1	1
439	бы он	1	1
440	той или	1	1
441	для его	1	1
442	они и	2	1
443	темы и	1	1
444	из себя	1	1
445	должен быть	2	1
446	мы слышим	2	1
447	же образом	1	1
448	находясь в	1	1
449	дошедшие до	1	1
450	от друга	1	1
451	ни одно	1	1
452	сущности одна	1	1
453	в себя	5	1
454	в пределах	2	1
455	приводит к	1	1
456	встреча с	2	1
457	торжество и	1	1
458	нельзя сказать	1	1
459	убеждение в	4	1
460	эти факты	1	1
461	времени и	1	1
462	было в	1	1
463	в последующих	1	1
464	здесь нет	3	1
465	образы в	7	1
466	вокруг этого	1	1
467	к самой	1	1
468	жизнь и	2	1
469	в эпоху	7	1
470	его времени	1	1
471	остановимся на	1	1
472	сомнений но	1	1
473	с ним	5	1
474	их образы	1	1
475	а также	4	1
476	зрения на	4	1
477	и та	2	1
478	но мы	2	1
479	никак не	1	1
480	за пиршественным	1	1
481	как ее	2	1
482	имеет значения	1	1
483	все его	1	1
484	нас в	2	1
485	плане в	1	1
486	этих двух	1	1
487	служит для	1	1
488	и были	1	1
489	от них	1	1
490	за основу	1	1
491	при дворе	1	1
492	я думаю	1	1
493	нуждается в	3	1
494	во всей	1	1
495	филологов и	1	1
496	и ни	3	1
497	нас дошли	1	1
498	своему содержанию	1	1
499	условия для	1	1
500	облике и	1	1
501	к которому	1	1
502	у своего	1	1
503	землю и	1	1
504	всякого рода	2	1
505	образов и	4	1
506	мы видим	5	1
507	речи о	1	1
508	пор не	1	1
509	не идет	1	1
510	античных авторов	1	1
511	словом у	1	1
512	были две	1	1
513	по этому	1	1
514	ему надо	1	1
515	человека с	5	1
516	едой и	1	1
517	конечно не	2	1
518	и детей	1	1
519	этих событий	1	1
520	в большинстве	2	1
521	и они	1	1
522	основанной на	1	1
523	свидетельствует о	1	1
524	не все	1	1
525	большинстве случаев	2	1
526	системе образов	3	1
527	на столе	2	1
528	мир в	1	1
529	для него	3	1
530	земли и	1	1
531	в известной	2	1
532	не о	1	1
533	идет в	2	1
534	и старой	1	1
535	как раз	5	1
536	я вижу	1	1
537	к той	1	1
538	получившего право	1	1
539	о которых	1	1
540	на стороне	1	1
541	чувствует себя	2	1
542	во власти	1	1
543	и даже	4	1
544	или иной	1	1
545	время этой	1	1
546	и из	1	1
547	и создает	1	1
548	и образов	5	1
549	что не	1	1
550	говорит о	1	1
551	привести еще	1	1
552	у нас	1	1
553	в любой	1	1
554	до конца	1	1
555	выше и	1	1
556	а не	4	1
557	сам себе	1	1
558	гете и	2	1
559	царей в	1	1
560	ни о	1	1
561	если эти	1	1
562	там где	3	1
563	речи и	1	1
564	одна и	1	1
565	несмотря на	2	1
566	всего этого	3	1
567	с помощью	3	1
568	его отец	1	1
569	свою очередь	1	1
570	связь с	3	1
571	этой же	1	1
572	форме эта	1	1
573	из трех	1	1
574	отрывок из	1	1
575	со словом	2	1
576	над ним	1	1
577	к своему	1	1
578	в сферу	1	1
579	пиршественного стола	2	1
580	основное содержание	1	1
581	и там	2	1
582	именно в	3	1
583	в пьесу	1	1
584	по существу	3	1
585	еще раз	1	1
586	общественной жизни	1	1
587	стоит только	1	1
588	здесь есть	1	1
589	которые были	1	1
590	о мире	1	1
591	в более	1	1
592	была либо	1	1
593	в одно	2	1
594	это уже	1	1
595	было еще	1	1
596	этого рода	1	1
597	о намерении	1	1
598	себя на	1	1
599	в новой	1	1
600	когда он	2	1
601	и питьем	2	1
602	ее и	1	1
603	с известной	1	1
604	за три	1	1
605	тем более	1	1
606	чтобы его	2	1
607	и как	5	1
608	творчестве не	1	1
609	находим в	3	1
610	человека не	1	1
611	встречается в	1	1
612	в системе	2	1
613	на фоне	2	1
614	городов и	1	1
615	между ними	1	1
616	не знает	1	1
617	сказать что	4	1
618	ведь он	2	1
619	в свою	1	1
620	того на	1	1
621	о себе	1	1
622	по которой	1	1
623	ко всему	2	1
624	его творчестве	1	1
625	и эта	1	1
626	не дал	1	1
627	так же	8	1
628	как на	4	1
