N	2gram	Medvedev_F_3	formyVre
1	и в	27	46
2	в этом	18	22
3	с рядом	1	16
4	и т	11	14
5	прежде всего	4	14
6	вовсе не	28	13
7	в романе	4	13
8	и его	19	12
9	во всех	3	11
10	не только	9	11
11	только в	8	11
12	т п	5	11
13	как бы	8	10
14	точки зрения	16	10
15	в том	7	10
16	но в	6	10
17	мы уже	3	9
18	не в	12	9
19	но и	10	9
20	вместе с	6	9
21	и не	30	9
22	и для	6	9
23	мира и	1	9
24	то же	15	8
25	как и	14	8
26	с точки	14	8
27	для того	4	8
28	того чтобы	5	8
29	потому что	7	8
30	связи с	5	8
31	в его	7	8
32	из них	2	8
33	в связи	4	8
34	в основном	2	8
35	жизни и	4	8
36	и на	3	7
37	так сказать	5	7
38	всех этих	2	7
39	так и	21	7
40	в них	3	7
41	может быть	25	7
42	в одном	1	7
43	то что	8	7
44	как мы	8	6
45	еще не	6	6
46	все же	6	6
47	при этом	8	6
48	человека в	2	6
49	и с	3	6
50	его в	7	6
51	в основе	3	6
52	никогда не	5	6
53	те же	3	6
54	и во	2	6
55	так как	9	6
56	здесь в	1	6
57	все это	7	6
58	и времени	1	6
59	и все	8	6
60	но не	5	5
61	с этим	1	5
62	в своем	2	5
63	все эти	6	5
64	он не	1	5
65	в нем	15	5
66	этих форм	1	5
67	должно быть	1	5
68	громадное значение	1	5
69	в то	7	5
70	в дальнейшем	5	5
71	и у	1	5
72	и др	2	5
73	в частности	1	5
74	в пределах	8	5
75	по существу	1	5
76	в смысле	4	5
77	что в	8	5
78	отношения к	2	4
79	человека и	2	4
80	и самое	1	4
81	в мире	1	4
82	значение и	1	4
83	что они	5	4
84	в истории	5	4
85	как в	4	4
86	характер носит	1	4
87	уже в	4	4
88	из этих	2	4
89	в себе	3	4
90	их в	3	4
91	том что	4	4
92	в котором	2	4
93	место в	10	4
94	том же	1	4
95	же время	7	4
96	в эпоху	3	4
97	с ним	1	4
98	о том	4	4
99	так что	1	4
100	конечно не	4	4
101	с другом	1	4
102	и их	5	4
103	а не	17	4
104	отнюдь не	8	4
105	друг с	1	4
106	с этой	1	4
107	еще более	1	4
108	же в	1	4
109	жизни в	3	4
110	дан в	1	3
111	ему в	1	3
112	в виду	3	3
113	того же	3	3
114	слова и	4	3
115	а следовательно	1	3
116	мы еще	2	3
117	нет и	3	3
118	истории романа	1	3
119	хотя и	1	3
120	этот ряд	1	3
121	и как	4	3
122	и художественного	1	3
123	уже не	3	3
124	та же	1	3
125	в большинстве	4	3
126	имеем в	1	3
127	т д	6	3
128	игра с	1	3
129	и по	1	3
130	таким образом	18	3
131	еще вернемся	1	3
132	переходим к	1	3
133	на первый	1	3
134	в их	1	3
135	в которых	3	3
136	к реальному	1	3
137	следовательно и	4	3
138	кроме того	1	3
139	же самое	3	3
140	к тому	4	3
141	имеет место	3	3
142	на основе	1	3
143	роль в	4	3
144	и совершенно	1	3
145	том как	2	3
146	жизнь и	3	3
147	как у	1	3
148	что и	2	3
149	на развитие	1	3
150	того что	3	3
151	тот же	1	3
152	что он	6	3
153	во времени	1	3
154	все они	1	3
155	в качестве	1	3
156	на протяжении	2	3
157	за счет	2	3
158	большинстве случаев	5	3
159	для него	1	3
160	тем что	5	3
161	в форме	1	3
162	и даже	2	3
163	не было	1	3
164	не на	3	3
165	о чем	1	3
166	мира в	1	3
167	с помощью	8	3
168	это значит	2	3
169	в это	1	3
170	в реальном	5	3
171	не является	5	3
172	романе и	1	3
173	в этих	3	3
174	ее в	3	3
175	а в	1	3
176	к этому	2	3
177	том числе	1	3
178	этого романа	2	2
179	смысле слова	2	2
180	ту же	2	2
181	как его	9	2
182	тем же	7	2
183	и так	1	2
184	и до	1	2
185	оно было	1	2
186	мы имеем	1	2
187	в сущности	2	2
188	говорить о	2	2
189	он был	4	2
190	первый план	1	2
191	не был	1	2
192	совсем не	5	2
193	явлений и	1	2
194	значение имеет	1	2
195	контексте в	1	2
196	в одной	5	2
197	то в	2	2
198	от этого	2	2
199	в этой	2	2
200	с одной	1	2
201	эпохи и	1	2
202	только один	2	2
203	как он	2	2
204	не могла	1	2
205	в разрешении	1	2
206	перестает быть	2	2
207	весь и	1	2
208	в корне	4	2
209	на земле	2	2
210	на этом	2	2
211	форма в	2	2
212	лишь в	9	2
213	по себе	4	2
214	под категорию	1	2
215	с тем	7	2
216	мы видели	4	2
217	автора и	1	2
218	жизни с	2	2
219	строго говоря	1	2
220	значение для	1	2
221	новых форм	2	2
222	но эта	2	2
223	но он	1	2
224	друг другу	2	2
225	и более	3	2
226	и почти	1	2
227	бы нас	1	2
228	в той	3	2
229	в отношении	2	2
230	она не	4	2
231	там где	7	2
232	в самой	2	2
233	все стороны	2	2
234	в роман	4	2
235	этом отношении	3	2
236	могут быть	4	2
237	во все	1	2
238	в чистой	1	2
239	числе и	1	2
240	и потому	5	2
241	и это	2	2
242	и о	1	2
243	здесь не	2	2
244	и от	11	2
245	в себя	1	2
246	романа у	1	2
247	вещи и	1	2
248	в плоскости	5	2
249	отсюда и	1	2
250	и должно	1	2
251	таков например	1	2
252	и та	1	2
253	можно сказать	3	2
254	это не	3	2
255	и только	2	2
256	все в	1	2
257	в литературе	6	2
258	литературы в	1	2
259	быть и	1	2
260	один из	1	2
261	мы видим	1	2
262	и сплошь	1	2
263	в литературу	5	2
264	в поэзии	3	2
265	и других	1	2
266	характерно что	2	2
267	от целого	1	2
268	сами по	2	2
269	в конце	3	2
270	как необходимый	1	2
271	или иной	2	2
272	до сих	1	2
273	последнем счете	2	2
274	с другой	6	2
275	рядом и	1	2
276	сюда же	1	2
277	именно в	1	2
278	и самая	1	2
279	было бы	6	2
280	наконец в	1	2
281	романа в	3	2
282	и затем	1	2
283	и пр	15	2
284	смысла и	4	2
285	у нас	3	2
286	а на	2	2
287	не знает	1	2
288	на друга	1	2
289	до конца	4	2
290	и самый	2	2
291	для чего	2	2
292	не может	24	2
293	так же	9	2
294	как это	4	2
295	в данном	6	2
296	в последнем	2	2
297	одновременно с	1	2
298	а потом	1	2
299	лежит в	1	2
300	дело идет	3	2
301	этом случае	1	2
302	сих пор	1	2
303	только для	1	2
304	здесь имеет	1	2
305	друг на	1	2
306	ни для	2	2
307	в двух	1	2
308	ее и	2	2
309	у них	2	2
310	но это	2	2
311	вернемся в	1	2
312	видения и	4	2
313	в действительной	1	2
314	между ними	15	2
315	ни была	1	2
316	равно как	3	2
317	очень важная	2	2
318	во всяком	6	2
319	жизнь с	1	1
320	который должен	1	1
321	то на	1	1
322	можно говорить	4	1
323	ряд как	1	1
324	чтобы не	2	1
325	и действительно	2	1
326	его моментов	1	1
327	и то	1	1
328	на самом	14	1
329	ее роль	2	1
330	это и	2	1
331	обстоит дело	4	1
332	к сыну	1	1
333	здесь и	6	1
334	так при	1	1
335	на этих	1	1
336	вне своего	1	1
337	не имеют	1	1
338	в какой-то	1	1
339	тому именно	1	1
340	должна быть	3	1
341	образа совершенно	1	1
342	видеть в	1	1
343	действительности и	6	1
344	к созданию	1	1
345	есть не	1	1
346	со всех	1	1
347	силы он	1	1
348	бы уже	1	1
349	это делают	2	1
350	совершенно иные	1	1
351	что уже	2	1
352	на место	1	1
353	огромное место	1	1
354	в полной	2	1
355	из того	1	1
356	и самой	1	1
357	же что	2	1
358	пр и	1	1
359	так называемые	2	1
360	в каждой	1	1
361	форм в	1	1
362	всех сторон	2	1
363	и общностью	1	1
364	это время	1	1
365	в ней	5	1
366	герой может	1	1
367	те не	1	1
368	и существенного	1	1
369	между собой	4	1
370	время в	3	1
371	оно ни	1	1
372	с его	2	1
373	и изображение	1	1
374	тем как	1	1
375	в нашем	1	1
376	но конечно	1	1
377	самом деле	16	1
378	помимо этого	1	1
379	богослужения и	1	1
380	эпохи мы	1	1
381	внутренняя форма	1	1
382	эти произведения	1	1
383	его художественного	1	1
384	литературы с	1	1
385	не входит	1	1
386	в общем	2	1
387	они конечно	1	1
388	герой не	1	1
389	себе и	1	1
390	отличие от	2	1
391	друга и	1	1
392	и речи	2	1
393	за пределы	2	1
394	связи и	2	1
395	не входят	1	1
396	его на	1	1
397	искусстве и	1	1
398	что как	1	1
399	путь в	1	1
400	более и	1	1
401	в него	3	1
402	этом же	1	1
403	следующим образом	1	1
404	роль играет	1	1
405	в идеологической	1	1
406	и этим	1	1
407	в самом	11	1
408	бы и	3	1
409	этих актов	1	1
410	формы в	3	1
411	чем больше	1	1
412	жизни так	1	1
413	бы не	2	1
414	как их	2	1
415	так в	2	1
416	выражение в	1	1
417	учение о	2	1
418	еще один	1	1
419	прямой и	1	1
420	остановиться на	1	1
421	им в	1	1
422	жанров но	1	1
423	и тот	1	1
424	и те	4	1
425	вследствие этого	3	1
426	а вовсе	4	1
427	вообще не	2	1
428	стороны в	1	1
429	сказать в	1	1
430	здесь однако	1	1
431	мы можем	4	1
432	не значит	2	1
433	не как	2	1
434	в точном	2	1
435	исповедь и	1	1
436	об отражении	1	1
437	его от	2	1
438	так например	1	1
439	лишь что	1	1
440	они на	2	1
441	одно и	1	1
442	ни был	1	1
443	в основу	2	1
444	но все	1	1
445	а вместе	1	1
446	в каждом	5	1
447	об этом	1	1
448	это же	1	1
449	является конечно	1	1
450	или просто	1	1
451	жизненной практике	1	1
452	этих вопросов	2	1
453	моменты в	1	1
454	свое единство	1	1
455	и тем	3	1
456	чаще всего	1	1
457	поэтому они	1	1
458	ни в	8	1
459	о которых	1	1
460	оба направления	1	1
461	формах в	1	1
462	новые формы	2	1
463	он и	3	1
464	становится и	1	1
465	чем в	1	1
466	только во	1	1
467	ключ к	1	1
468	мы не	4	1
469	религией и	1	1
470	такой же	2	1
471	и того	1	1
472	нисколько не	2	1
473	смысл и	4	1
474	одного и	1	1
475	вещи в	1	1
476	в своей	6	1
477	в эпохи	1	1
478	и помимо	1	1
479	именно и	1	1
480	новой формы	1	1
481	с самого	1	1
482	от его	3	1
483	для всякого	1	1
484	пределах индивидуального	1	1
485	новой форме	1	1
486	где она	2	1
487	исчезает и	1	1
488	времени не	1	1
489	в философии	2	1
490	и эти	1	1
491	однако в	2	1
492	где нет	2	1
493	важно лишь	1	1
494	сам он	2	1
495	тому что	3	1
496	нет никакого	1	1
497	какие бы	2	1
498	чистом виде	1	1
499	касаемся здесь	1	1
500	ясностью и	1	1
501	виду что	2	1
502	на ряд	1	1
503	конечно что	1	1
504	самого начала	1	1
505	дело в	2	1
506	одна из	2	1
507	и единство	1	1
508	слову и	1	1
509	на него	1	1
510	весь этот	2	1
511	материала в	5	1
512	облекается в	1	1
513	когда они	1	1
514	и снова	2	1
515	самая эта	1	1
516	в стадии	1	1
517	но только	1	1
518	заключены в	1	1
519	слово и	1	1
520	правда в	2	1
521	слова как	2	1
522	и лишь	2	1
523	и притом	2	1
524	оформления материала	2	1
525	как она	1	1
526	и связи	1	1
527	за исключением	1	1
528	п в	2	1
529	нам важно	2	1
530	каждой из	1	1
531	литературного развития	1	1
532	входят в	1	1
533	и делает	1	1
534	и здесь	1	1
535	тристрама шенди	3	1
536	не могут	10	1
537	форма целого	1	1
