N	4gram	Losev_Vlad_3	Formalny
1	в то же время	2	5
2	и в то же	2	3
3	и то и другое	1	2
4	мы бы сказали не	1	1
5	только в том случае	3	1
6	не что иное как	1	1
7	в этом отношении он	1	1
8	здесь не может быть	1	1
9	не может быть никаких	1	1
10	в том случае если	2	1
11	иметь в виду что	1	1
12	бы сказали не столько	1	1
13	во что бы то	2	1
14	как мы знаем в	2	1
15	как раз и не	1	1
16	дать более или менее	1	1
17	в самом деле ведь	1	1
18	лишь постольку поскольку он	1	1
19	что бы то ни	2	1
20	то во всяком случае	1	1
21	то едва ли можно	1	1
22	бы то ни стало	2	1
