N	3gram	Propp_Isto_3	Dialekti
1	и т д	15	15
2	с точки зрения	1	8
3	в том что	5	6
4	не есть ли	1	4
5	в связи с	3	4
6	только то что	1	4
7	о том что	2	4
8	с другой стороны	7	4
9	в том смысле	1	4
10	что иное как	3	3
11	в таком случае	1	3
12	сами по себе	1	3
13	может быть и	1	3
14	то время как	2	3
15	не что иное	3	3
16	не может быть	1	3
17	в то время	2	3
18	можно сказать что	1	3
19	мы уже знаем	2	3
20	может быть в	1	3
21	до сих пор	5	2
22	это вовсе не	1	2
23	с тех пор	1	2
24	в данном случае	3	2
25	не только в	1	2
26	тем не менее	5	2
27	так или иначе	1	2
28	во всяком случае	2	2
29	есть не что	1	2
30	с самого начала	1	2
31	что в нем	1	2
32	и прежде всего	1	2
33	том что в	2	1
34	и то что	2	1
35	суждения об этой	1	1
36	уже знаем что	1	1
37	том смысле как	1	1
38	равно как и	1	1
39	в определенном направлении	1	1
40	на самом деле	1	1
41	и даже не	1	1
42	подобно тому как	1	1
43	уже не в	1	1
44	это еще не	2	1
45	но и в	1	1
46	на самом же	1	1
47	сам не знаю	1	1
48	точно так же	2	1
49	не просто в	1	1
50	друг другу но	1	1
51	вместе с тем	1	1
52	будет предполагать что	1	1
53	это может быть	1	1
54	можно видеть как	1	1
55	в них нет	1	1
56	так же как	1	1
57	как они не	1	1
58	внимание еще на	1	1
59	с одной стороны	2	1
60	мы имеем не	2	1
61	так как они	1	1
62	в некоторых случаях	3	1
63	а не самый	1	1
64	все же не	1	1
65	мы уже говорили	1	1
66	еще будем говорить	1	1
67	них нет ничего	1	1
68	и в том	1	1
69	данном случае в	1	1
70	как бы я	1	1
71	друг с другом	1	1
72	надо сказать что	1	1
73	заключается в том	1	1
74	и вместе с	1	1
75	это и есть	1	1
76	об этом мы	1	1
77	что и в	2	1
78	мы еще будем	1	1
79	но все же	2	1
80	из этого можно	1	1
81	не только на	1	1
82	литература но и	1	1
83	в своей жизни	1	1
84	в один образ	1	1
85	т д однако	1	1
86	же как мы	1	1
87	на всю жизнь	1	1
88	самом же деле	1	1
89	она не может	1	1
90	т д в	1	1
91	к тому же	2	1
92	в жизни и	1	1
93	независимо от того	1	1
