N	2gram	Propp_Isto_7	Psycholo
1	то что	7	37
2	и в	24	30
3	в том	7	27
4	что в	13	24
5	и что	10	23
6	потому что	9	23
7	том что	10	21
8	таким образом	7	20
9	для того	1	20
10	как бы	4	19
11	на то	3	17
12	что он	21	17
13	не только	21	16
14	в этом	12	14
15	в самом	2	14
16	так же	6	13
17	показать что	1	12
18	с одной	5	12
19	одной стороны	5	12
20	вместе с	7	12
21	может быть	14	11
22	если бы	1	11
23	что мы	3	11
24	как на	1	11
25	о том	9	10
26	и то	1	9
27	никогда не	4	9
28	увидим что	2	9
29	и когда	2	9
30	так как	8	9
31	с другой	9	9
32	для этого	1	9
33	не может	14	9
34	сказать что	2	9
35	мы увидим	6	9
36	самом деле	1	8
37	мы имеем	12	8
38	что это	6	8
39	при этом	4	8
40	с тем	1	8
41	не в	9	8
42	к тому	1	8
43	и это	2	8
44	тому что	2	8
45	того что	6	8
46	мы видим	10	8
47	а не	8	8
48	и т	17	7
49	то же	8	7
50	зависимости от	1	7
51	но не	6	7
52	все же	9	7
53	и как	1	7
54	в нем	6	7
55	точки зрения	4	7
56	по себе	1	7
57	в основе	2	7
58	совершенно ясно	4	7
59	мы можем	4	7
60	героя и	5	7
61	как это	2	7
62	в зависимости	1	6
63	мы уже	4	6
64	что если	1	6
65	в своем	1	6
66	и если	3	6
67	что она	5	6
68	ясно что	1	6
69	как и	6	6
70	никак не	1	6
71	и его	3	6
72	как будто	1	6
73	в совершенно	1	6
74	или в	8	6
75	и здесь	12	6
76	и тем	2	6
77	уже в	3	6
78	тем что	6	6
79	но и	11	6
80	именно в	1	6
81	мы все	1	6
82	и не	4	6
83	жизни и	1	6
84	и есть	1	5
85	еще не	8	5
86	по этому	2	5
87	о смерти	1	5
88	ответ на	6	5
89	что они	3	5
90	что именно	1	5
91	когда он	3	5
92	в целом	1	5
93	в этой	1	5
94	было бы	2	5
95	рядом с	1	5
96	сих пор	3	5
97	существует между	1	5
98	же самое	1	5
99	как мы	3	5
100	но в	5	5
101	сводится к	1	5
102	один из	7	5
103	дело с	1	5
104	только в	6	5
105	до сих	2	5
106	а с	1	5
107	совершенно очевидно	2	5
108	и потому	1	5
109	эта теория	1	5
110	другой стороны	8	5
111	как только	2	4
112	то это	5	4
113	в ней	1	4
114	стороны и	2	4
115	и к	1	4
