N	2gram	Losev_Vlad_1	Narrotol
1	не только	24	32
2	может быть	6	25
3	но и	19	23
4	в качестве	6	21
5	и не	17	20
6	то есть	3	19
7	и в	31	19
8	в том	11	18
9	в этом	14	17
10	не в	5	14
11	в частности	2	14
12	том что	14	14
13	представляет собой	1	12
14	тогда как	1	12
15	а не	1	12
16	то что	18	11
17	а в	9	11
18	точки зрения	2	10
19	не может	6	10
20	при этом	2	9
21	так и	6	9
22	в его	12	9
23	со стороны	2	9
24	в себе	4	8
25	с другой	3	8
26	еще не	2	7
27	по отношению	1	7
28	как в	3	7
29	все же	3	7
30	как и	4	7
31	к тому	3	7
32	а также	5	7
33	с одной	1	7
34	одной стороны	1	7
35	такого рода	4	7
36	с его	11	6
37	но не	3	6
38	то в	1	6
39	на протяжении	1	6
40	тем самым	2	6
41	о том	11	6
42	что он	12	6
43	именно в	1	6
44	как это	7	6
45	но в	12	6
46	отнюдь не	3	5
47	и как	4	5
48	уже не	3	5
49	в этой	4	5
50	тому же	2	5
51	далеко не	1	5
52	и его	7	5
53	в детстве	2	5
54	к себе	2	5
55	к нему	4	5
56	казалось что	1	5
57	себя в	4	5
58	в данном	1	5
59	можно сказать	6	5
60	то же	6	4
61	из которых	1	4
62	здесь не	3	4
63	за границей	2	4
64	в нем	4	4
65	в силу	1	4
66	но все	1	4
67	и с	14	4
68	было бы	2	4
69	и тем	1	4
70	не мог	3	4
71	пока еще	2	4
72	связи с	1	4
73	не столько	2	4
74	те же	1	4
75	о нем	7	4
76	одного из	1	4
77	же время	4	4
78	только в	9	4
79	хотя бы	2	4
80	у него	15	4
81	в особенности	4	4
82	что не	1	4
83	прежде всего	1	4
84	если не	3	4
85	да и	4	4
86	же в	1	4
87	одной из	2	4
88	сказать что	7	4
89	другой стороны	3	4
90	это и	2	3
91	и он	3	3
92	в ней	1	3
93	и на	3	3
94	еще одна	1	3
95	бы то	1	3
96	что они	3	3
97	хотя и	4	3
98	когда он	5	3
99	уже в	7	3
100	из этих	2	3
101	не есть	1	3
102	он не	10	3
103	то ни	1	3
104	не будет	1	3
105	особенно в	1	3
106	ни в	2	3
107	все было	2	3
108	тем не	2	3
109	не менее	2	3
110	в то	8	3
111	тем что	2	3
112	одна из	1	3
113	на него	3	3
114	никогда не	9	3
115	на себя	3	3
116	по своей	4	3
117	этом отношении	1	3
118	как будет	1	3
119	как мы	9	3
120	с ее	1	3
121	свою очередь	1	3
122	сводится к	1	3
123	в произведении	1	3
124	и самого	1	3
125	не с	1	3
126	о ней	1	3
127	столь же	1	3
128	как было	2	3
129	а именно	2	3
130	один из	4	3
131	из них	2	3
132	за границу	3	3
133	и даже	15	3
134	даже не	2	3
135	или иначе	1	3
136	в свою	1	3
137	а с	5	3
138	истории в	1	3
139	не существует	1	3
140	что в	14	3
141	ни было	1	3
142	жизни в	1	3
143	а во	1	3
144	жизни и	5	3
145	как известно	1	2
146	отношения к	1	2
147	одним из	2	2
148	и потому	6	2
149	самом деле	1	2
150	и до	2	2
151	который в	1	2
152	мы имеем	1	2
153	ему в	2	2
154	он сам	2	2
155	иное как	1	2
156	но как	5	2
157	отношение к	3	2
158	нет и	2	2
159	другой день	1	2
160	как к	2	2
161	в своем	4	2
162	что касается	3	2
163	что по	1	2
164	более или	3	2
165	в противоположность	1	2
166	так или	1	2
167	все эти	3	2
168	всей своей	1	2
169	и тот	2	2
170	роль в	1	2
171	всей его	2	2
172	жизнью и	1	2
173	себя и	1	2
174	не как	1	2
175	именно это	1	2
176	человека в	1	2
177	подход к	1	2
178	а по	2	2
179	его личности	1	2
180	это не	1	2
181	истории и	1	2
182	в самую	1	2
183	несмотря на	4	2
184	жизни но	1	2
185	на первый	2	2
186	или менее	3	2
187	и сейчас	2	2
188	даже в	2	2
189	вплоть до	1	2
190	она не	1	2
191	некоторого рода	1	2
192	которого он	2	2
193	чтобы стать	1	2
194	что иное	1	2
195	не могло	1	2
196	ничего не	3	2
197	имеем дело	1	2
198	как раз	7	2
199	и после	1	2
200	что на	2	2
201	личности в	1	2
202	на другой	1	2
203	и когда	1	2
204	что у	4	2
205	или в	1	2
206	было в	1	2
207	во второй	1	2
208	его жизни	6	2
209	в значительной	1	2
210	времени в	2	2
211	во всей	1	2
212	и только	1	2
213	в литературе	1	2
214	и одновременно	1	2
215	дело с	1	2
216	он уже	4	2
217	одно из	1	2
218	для него	7	2
219	и никакой	1	2
220	в последние	1	2
221	после смерти	4	2
222	говорит о	1	2
223	выступает в	1	2
224	не было	5	2
225	его как	1	2
226	как ни	1	2
227	о чем	1	2
228	из многочисленных	2	2
229	по существу	2	2
230	что мы	2	2
231	и для	2	2
232	в связи	3	2
233	у нее	1	2
234	в результате	2	2
235	которая в	1	2
236	каждый год	1	2
237	и все	4	2
238	тем более	2	2
239	хотя в	1	2
240	все то	1	2
241	нами не	1	2
242	это все	1	2
243	между ними	1	2
244	совершенно не	2	2
245	жизни а	1	2
246	не что	1	2
247	этого слова	1	2
248	себе не	1	2
249	так же	1	2
250	в таком	1	2
251	он стоит	1	1
252	также и	10	1
253	его матери	1	1
254	и через	3	1
255	того же	6	1
256	они еще	1	1
257	в разные	1	1
258	на самом	1	1
259	и есть	1	1
260	чего не	1	1
261	на две	1	1
262	и больше	1	1
263	видеть в	1	1
264	едва ли	3	1
265	в году	30	1
266	по его	2	1
267	элементы в	1	1
268	есть не	1	1
269	часто бывает	1	1
270	философия или	1	1
271	в первый	1	1
272	этом не	2	1
273	он как	3	1
274	есть нечто	1	1
275	всех без	1	1
276	но она	3	1
277	больше всего	2	1
278	в некотором	1	1
279	мы и	4	1
280	всю ночь	1	1
281	в целом	3	1
282	к своему	3	1
283	столько же	1	1
284	нам представляется	3	1
285	в различных	1	1
286	в чем	2	1
287	во всех	1	1
288	бы она	1	1
289	по своему	3	1
290	совсем не	4	1
291	и который	2	1
292	мы будем	2	1
293	только потому	1	1
294	академии и	1	1
295	свою жизнь	1	1
296	в церковь	1	1
297	сидел в	1	1
298	может считаться	1	1
299	в настоящем	1	1
300	один и	2	1
301	с чисто	1	1
302	что как	1	1
303	кто не	2	1
304	и воображение	1	1
305	факте как	1	1
306	и к	6	1
307	писал что	1	1
308	как иногда	1	1
309	в самом	2	1
310	из жизни	1	1
311	ни один	1	1
312	сказать о	1	1
313	таковы например	1	1
314	был назначен	2	1
315	тоже не	1	1
316	всем его	1	1
317	из его	4	1
318	но на	3	1
319	так сказать	1	1
320	на его	3	1
321	еще раньше	1	1
322	всем своем	1	1
323	однако он	1	1
324	том чтобы	2	1
325	новое и	1	1
326	содержит в	1	1
327	наконец наиболее	1	1
328	свое время	6	1
329	его от	1	1
330	и по	8	1
331	на этом	2	1
332	но имеется	1	1
333	от других	1	1
334	таким образом	3	1
335	и за	2	1
336	здесь мы	3	1
337	для характеристики	2	1
338	чего он	1	1
339	об этом	7	1
340	мы уже	7	1
341	веры он	1	1
342	вклад в	1	1
343	с другими	1	1
344	который и	1	1
345	этом смысле	4	1
346	от отца	1	1
347	но уже	1	1
348	в них	2	1
349	в историческом	1	1
350	а за	1	1
351	целый день	1	1
352	он и	6	1
353	с такой	1	1
354	мы не	1	1
355	и ничего	1	1
356	и тогда	1	1
357	с еще	1	1
358	что если	1	1
359	таким же	1	1
360	в котором	6	1
361	в их	1	1
362	нет возможности	2	1
363	необходимо указать	1	1
364	место в	2	1
365	на свою	3	1
366	мысли и	4	1
367	от его	1	1
368	для изучения	1	1
369	есть его	1	1
370	но он	5	1
371	но во	1	1
372	в россии	4	1
373	теми же	1	1
374	и более	1	1
375	их в	1	1
376	в конце	9	1
377	том же	1	1
378	что этот	3	1
379	и то	10	1
380	вместе со	1	1
381	приводят к	1	1
382	любви и	1	1
383	человек и	1	1
384	дело не	2	1
385	дело в	4	1
386	и сама	1	1
387	к изучению	2	1
388	бытия и	1	1
389	он еще	1	1
390	слухи о	2	1
391	с некоторой	1	1
392	ему казалось	1	1
393	именно с	2	1
394	этих двух	1	1
395	ему было	3	1
396	к концу	2	1
397	к ней	4	1
398	более что	2	1
399	лишь в	2	1
400	потому что	11	1
401	свидетельствуют о	3	1
402	не по	2	1
403	спал всю	1	1
404	было не	1	1
405	каждый день	1	1
406	в области	1	1
407	в неразрывное	1	1
408	ему не	1	1
409	от того	1	1
410	у нас	6	1
411	настоящего времени	1	1
412	очень часто	1	1
413	начиная с	2	1
414	не могут	1	1
415	же самое	1	1
416	для такого	1	1
417	всегда в	1	1
418	для себя	2	1
419	году в	2	1
420	что все	2	1
421	и от	5	1
422	мысль о	1	1
423	а когда	1	1
424	только вследствие	1	1
425	только то	1	1
426	однако эта	2	1
427	и совершенно	1	1
428	и сам	6	1
429	к его	3	1
430	тот же	3	1
431	строго говоря	1	1
432	на них	1	1
433	если бы	1	1
434	и вообще	4	1
435	воззрение на	1	1
436	с ним	5	1
437	ними и	2	1
438	он здесь	1	1
439	на ту	2	1
440	и здесь	3	1
441	настаивать на	1	1
442	тех кто	1	1
443	внимание на	1	1
444	религиозные и	1	1
445	на что	2	1
446	в вопросах	2	1
447	там же	13	1
448	и во	1	1
449	нас в	1	1
450	и того	1	1
451	и всю	1	1
452	стороны же	1	1
453	этот момент	2	1
454	что и	5	1
455	не знаю	1	1
456	человека как	3	1
457	если это	1	1
458	впрочем не	2	1
459	того что	2	1
460	тот свет	1	1
461	с ними	2	1
462	мы увидим	3	1
463	которое мы	1	1
464	эта характеристика	1	1
465	после нее	1	1
466	не мешает	1	1
467	это же	1	1
468	со всеми	1	1
469	человека с	1	1
470	итак в	1	1
471	в россию	5	1
472	и у	4	1
473	то и	2	1
474	в начале	3	1
475	свидетельствует о	3	1
476	еще одной	1	1
477	слова не	1	1
478	а то	1	1
479	ответ на	2	1
480	то у	1	1
481	тоже в	3	1
482	ни с	4	1
483	и ж	1	1
484	вовсе не	5	1
485	мы можем	1	1
486	уже была	1	1
487	как у	1	1
488	связаны с	1	1
489	служба и	1	1
490	же о	2	1
491	и пр	1	1
492	однако и	1	1
493	человеческой жизни	1	1
494	с которым	2	1
495	есть начало	1	1
496	ему даже	1	1
497	как о	1	1
498	когда она	1	1
499	и уже	1	1
500	дела и	1	1
501	большинства людей	1	1
502	связь с	1	1
503	состояние и	1	1
504	не спал	1	1
505	в меру	2	1
506	в историю	1	1
507	редко и	1	1
508	к жизни	2	1
509	дает нам	1	1
510	однако эти	1	1
511	в тех	2	1
512	об ее	1	1
513	ней не	1	1
514	человек с	1	1
515	в состоянии	1	1
516	быть не	1	1
517	в это	2	1
518	с этой	1	1
519	за нею	1	1
520	часов утра	1	1
521	своей жизни	2	1
522	не будем	2	1
523	разных местах	1	1
524	о его	2	1
525	этом и	2	1
526	под названием	2	1
527	известной степени	1	1
528	которых он	2	1
529	процесса или	1	1
530	указать на	2	1
531	волосы в	1	1
532	был его	1	1
533	о котором	2	1
534	нас нет	2	1
535	и перед	1	1
536	постоянно и	1	1
537	ни одного	1	1
538	для нас	4	1
539	всего было	1	1
540	это часто	1	1
541	от него	2	1
542	как уже	1	1
543	или философия	1	1
544	умер он	2	1
545	но зато	2	1
546	но это	3	1
547	его детских	1	1
548	в общем	3	1
549	отношением к	2	1
