N	2gram	Bakhtin_Pr_3	PoTuStor
1	может быть	19	17
2	и в	34	16
3	и пр	1	12
4	в этом	16	9
5	таким образом	5	9
6	и только	2	9
7	мы можем	1	9
8	прежде всего	15	9
9	и с	15	8
10	точки зрения	8	8
11	и его	16	8
12	к матери	1	8
13	не может	19	8
14	с его	6	7
15	не только	10	7
16	сказать что	2	7
17	я и	2	6
18	самом деле	13	6
19	конечно не	2	6
20	при этом	4	6
21	с точки	4	6
22	и это	4	6
23	для него	13	6
24	и к	12	6
25	еще не	4	5
26	в чем	5	5
27	отношение к	6	5
28	все эти	4	5
29	сознание и	1	5
30	что такое	2	5
31	только для	1	5
32	ни в	4	5
33	нуждается в	3	5
34	ту сторону	2	5
35	в него	3	5
36	как бы	27	5
37	на самом	11	4
38	и ее	2	4
39	и на	6	4
40	отнюдь не	2	4
41	и наконец	5	4
42	но в	16	4
43	в этой	1	4
44	в нем	19	4
45	и может	1	4
46	его в	4	4
47	в один	1	4
48	все это	16	4
49	по ту	2	4
50	самого начала	8	4
51	как мы	7	4
52	с ее	3	4
53	с самого	8	4
54	так и	6	4
55	можно сказать	1	4
56	в его	22	4
57	с ними	6	4
58	только в	6	4
59	для всех	1	4
60	и их	1	4
61	так как	4	4
62	и даже	7	4
63	но и	12	4
64	все позволено	2	4
65	и не	29	4
66	и все	19	4
67	хотя бы	5	4
68	если б	2	3
69	отношения к	1	3
70	тех же	1	3
71	во всех	2	3
72	в общем	4	3
73	и как	3	3
74	с их	1	3
75	и теперь	1	3
76	и вот	5	3
77	их в	3	3
78	на этом	4	3
79	этом смысле	4	3
80	том что	3	3
81	во время	2	3
82	сих пор	1	3
83	в одном	5	3
84	по крайней	3	3
85	в основе	1	3
86	до сих	1	3
87	чем не	2	3
88	к себе	17	3
89	те же	2	3
90	по сравнению	1	3
91	с другими	4	3
92	крайней мере	3	3
93	и она	1	3
94	в том	3	3
95	в большинстве	2	3
96	только на	4	3
97	большинстве случаев	3	3
98	мы знаем	2	3
99	всяком случае	5	3
100	но оно	1	3
101	вместе с	4	3
102	и потому	2	3
103	в основном	1	3
104	что в	7	3
105	в этих	1	3
106	а в	5	3
107	то что	11	3
108	между ними	1	3
109	жизни и	3	3
110	во всяком	5	3
111	ту же	1	2
112	нем нет	1	2
113	нам кажется	1	2
114	в самом	8	2
115	и этот	2	2
116	мы уже	6	2
117	и о	1	2
118	говорить о	3	2
119	того же	2	2
120	на них	5	2
121	между собой	1	2
122	совсем не	3	2
123	но как	4	2
124	друг на	2	2
125	нет и	3	2
126	за пределы	2	2
127	меньше всего	1	2
128	с этим	2	2
129	в этот	2	2
130	что это	5	2
131	последующей жизни	1	2
132	но ведь	1	2
133	вообще не	2	2
134	он не	15	2
135	и по	1	2
136	то же	14	2
137	по своему	3	2
138	на протяжении	5	2
139	и мы	1	2
140	было бы	2	2
141	в жизни	2	2
142	кажется что	2	2
143	по всему	2	2
144	в них	2	2
145	всю жизнь	2	2
146	как и	18	2
147	в своей	3	2
148	все и	4	2
149	войти в	2	2
150	можем сказать	1	2
151	не менее	3	2
152	его целом	2	2
153	никогда не	8	2
154	на два	1	2
155	и лишь	2	2
156	сводится к	3	2
157	здесь же	1	2
158	что на	1	2
159	не могут	1	2
160	что оно	2	2
161	как не	1	2
162	на основе	1	2
163	в пределах	6	2
164	как с	1	2
165	для этого	3	2
166	и вообще	2	2
167	с ним	8	2
168	находится в	2	2
169	о том	2	2
170	путь к	1	2
171	что и	5	2
172	во всей	1	2
173	один из	2	2
174	что он	23	2
175	и действительно	1	2
176	и так	5	2
177	поэтому и	1	2
178	всех его	1	2
179	со всеми	2	2
180	да еще	2	2
181	в итоге	1	2
182	в начале	4	2
183	в душе	2	2
184	и других	1	2
185	для меня	1	2
186	при всей	2	2
187	у него	4	2
