N	2gram	Tiupa_Vved_1	Vladivir
1	и в	13	40
2	то что	6	28
3	не только	20	25
4	и не	12	25
5	у него	1	24
6	то есть	8	24
7	том что	7	18
8	в том	10	18
9	но и	19	18
10	еще и	1	18
11	также и	4	17
12	что в	3	17
13	в этом	21	16
14	в его	4	14
15	так что	1	14
16	не может	7	14
17	в виде	1	13
18	точки зрения	1	13
19	вовсе не	1	13
20	только в	6	13
21	в конце	1	12
22	а именно	1	12
23	сказать что	1	12
24	едва ли	3	11
25	никогда не	4	11
26	потому что	5	11
27	таким образом	4	11
28	о том	5	11
29	тем не	3	10
30	и его	5	10
31	прежде всего	7	10
32	как раз	2	10
33	и потому	1	10
34	уже не	5	9
35	что это	1	9
36	в себе	5	9
37	и с	2	9
38	в своей	5	9
39	не менее	4	9
40	есть только	1	9
41	что же	3	9
42	как мы	3	8
43	в своем	5	8
44	в этой	1	8
45	он не	3	8
46	и что	1	8
47	а также	8	8
48	для него	3	8
49	может быть	18	8
50	а не	15	8
51	так же	1	8
52	а только	1	7
53	хотя и	7	7
54	и если	1	7
55	что все	1	7
56	с тем	1	7
57	как и	11	7
58	несмотря на	1	7
59	в то	4	7
60	мы бы	1	7
61	что и	2	7
62	того что	6	7
63	в те	1	7
64	вместе с	1	7
65	к тому	6	7
66	а в	6	7
67	в своих	2	7
68	№ с	1	6
69	и на	3	6
70	то в	1	6
71	не мог	1	6
72	по себе	2	6
73	во всем	1	6
74	и от	2	6
75	так и	8	6
76	об этом	4	6
77	и даже	1	6
78	да и	1	6
79	но это	3	6
80	хотя бы	1	6
81	в ней	4	5
82	тут же	1	5
83	отнюдь не	7	5
84	в истории	1	5
85	более или	2	5
86	все эти	1	5
87	тоже не	2	5
88	тому же	4	5
89	содержит в	1	5
90	можно было	2	5
91	или менее	2	5
92	но если	1	5
93	в отношении	1	5
94	тем что	2	5
95	для нас	2	5
96	у нас	1	5
97	для себя	1	5
98	еще в	2	5
99	с другой	5	5
100	что он	1	5
101	только на	1	5
102	в одном	1	5
103	не было	2	5
104	в данном	13	5
105	между прочим	1	5
106	в самом	2	4
107	то же	5	4
108	и о	1	4
109	еще не	7	4
110	но не	5	4
111	то он	2	4
112	все же	6	4
113	но в	6	4
114	бы и	4	4
115	на то	1	4
116	было бы	4	4
117	в котором	8	4
118	даже в	1	4
119	тому что	1	4
120	не имеет	2	4
121	не с	3	4
122	мог бы	1	4
123	она была	2	4
124	никак не	2	4
125	если мы	1	4
126	а с	2	4
127	до конца	3	4
128	однако и	2	4
129	и все	4	4
130	как это	1	4
131	в течение	1	4
132	такого рода	16	4
133	в результате	3	4
134	мы должны	1	4
135	на самом	4	3
136	мы имеем	5	3
137	на первом	1	3
138	здесь не	2	3
139	не все	2	3
140	отличие от	2	3
141	перед нами	6	3
142	и у	1	3
143	уже в	1	3
144	из этих	3	3
145	поскольку в	1	3
146	с их	1	3
147	в нем	5	3
148	при этом	26	3
149	в качестве	8	3
150	это не	6	3
151	этом смысле	1	3
152	далеко не	4	3
153	этого не	1	3
154	первом плане	1	3
155	не столько	4	3
156	в отличие	2	3
157	не в	6	3
158	что есть	1	3
159	того чтобы	1	3
160	и притом	1	3
161	сводится к	4	3
162	все то	1	3
163	в духе	1	3
164	оно не	1	3
165	году в	1	3
166	в виду	1	3
167	если бы	7	3
168	настоящее время	1	3
169	к нему	1	3
170	и тем	2	3
171	с одной	5	3
172	и чисто	1	3
173	не так	1	3
174	всяком случае	1	3
175	само по	1	3
176	и только	1	3
177	но о	2	3
178	в связи	1	3
