N	2gram	Potebnia_M_4	Istorich
1	и т	7	27
2	и в	23	26
3	т д	3	24
4	так же	4	18
5	то что	29	16
6	не только	10	15
7	может быть	26	14
8	что в	17	14
9	но и	11	12
10	связь с	1	12
11	в лесу	1	12
12	власть над	1	11
13	так и	6	10
14	таким образом	24	10
15	показывает что	1	10
16	и его	2	10
17	что он	4	10
18	при помощи	3	10
19	все же	1	9
20	его в	4	9
21	что и	7	9
22	так как	14	9
23	и не	18	9
24	то же	14	8
25	этих случаях	2	8
26	а в	5	8
27	мы имеем	4	7
28	в этом	23	7
29	он не	2	7
30	об этом	2	7
31	как и	14	7
32	в этих	3	7
33	во время	2	7
34	их в	3	7
35	как в	7	7
36	что здесь	1	7
37	в качестве	1	7
38	превращается в	2	7
39	и то	5	6
40	еще не	3	6
41	мы видели	1	6
42	не всегда	3	6
43	таким же	5	6
44	мы можем	10	6
45	могут быть	7	6
46	к нему	5	6
47	мы видим	2	6
48	потому что	33	6
49	а не	12	6
50	не может	11	6
51	вместе с	6	6
52	предположить что	4	6
53	мы уже	3	5
54	то это	8	5
55	но не	1	5
56	эта связь	2	5
57	и как	2	5
58	но в	8	5
59	уже не	3	5
60	и только	3	5
61	в силу	7	5
62	и по	3	5
63	но все	1	5
64	в другом	1	5
65	и с	4	5
66	это не	7	5
67	к которым	3	5
68	не в	11	5
69	точно так	2	5
70	ничего не	1	5
71	и у	2	5
72	как мы	2	5
73	и здесь	2	5
74	и что	7	5
75	в его	5	5
76	с ними	3	5
77	в одном	4	5
78	у него	1	5
79	тем что	10	5
80	до сих	4	5
81	и др	2	5
82	из которых	2	5
83	сих пор	4	5
84	мы должны	2	5
85	вопрос о	2	4
86	частный случай	1	4
87	в которых	3	4
88	тогда как	4	4
89	его на	1	4
90	дает нам	1	4
91	он в	1	4
92	но он	1	4
93	не годится	1	4
94	в своей	1	4
95	но эта	2	4
96	что этот	1	4
97	даже в	2	4
98	того как	6	4
99	же он	1	4
100	более позднее	2	4
101	указывает на	2	4
102	так в	3	4
103	о том	8	4
104	и даже	2	4
105	прибавить что	1	4
106	вовсе не	7	4
107	с другой	2	4
108	такое же	2	4
109	а по	1	4
110	все что	2	4
111	другой стороны	1	4
112	например в	3	3
113	из трех	1	3
114	что иное	2	3
115	из этих	2	3
116	видели что	1	3
117	только тогда	5	3
118	к своей	1	3
119	относится к	1	3
120	перед нами	1	3
121	его к	2	3
122	все эти	3	3
123	в лес	6	3
124	на то	7	3
125	и если	3	3
126	на его	3	3
127	что она	2	3
128	при этом	15	3
129	что у	3	3
130	с представлением	1	3
131	что ни	1	3
132	те же	3	3
133	должен был	1	3
134	не мог	1	3
135	том что	12	3
136	в связь	1	3
137	от своего	1	3
138	и при	2	3
139	и животным	1	3
140	и более	4	3
141	как это	1	3
142	что эта	1	3
143	не имеет	5	3
144	на котором	4	3
145	во всем	1	3
146	представление об	1	3
147	связи с	3	3
148	есть только	5	3
149	она не	2	3
150	данном случае	2	3
151	в образе	2	3
152	на вопрос	4	3
153	иное как	2	3
154	но мы	2	3
155	а также	1	3
156	о природе	1	3
157	в другой	2	3
158	в том	23	3
159	только в	15	3
160	как нечто	1	3
161	или же	1	3
162	человека с	1	3
163	и других	3	3
164	животное и	1	3
165	а именно	4	3
166	поле на	1	3
167	там где	3	3
168	что мы	10	3
169	к своему	1	3
170	в данном	4	3
171	как бы	5	3
172	многих других	1	3
173	с животными	1	3
174	этом случае	5	3
175	или в	1	3
176	для нас	14	3
177	но это	3	3
178	только что	3	3
179	же в	1	3
180	на поле	1	3
181	между ними	4	3
182	не что	2	3
183	начинается с	1	2
184	он может	1	2
185	и есть	3	2
186	должна быть	1	2
187	и за	1	2
188	а как	2	2
189	связана с	1	2
190	как эта	1	2
191	ему в	1	2
192	в некотором	1	2
193	или от	3	2
194	общих чертах	2	2
195	то мы	3	2
196	к ним	2	2
197	отношение к	2	2
198	иногда и	1	2
199	в этой	1	2
200	в истории	4	2
201	с этим	7	2
202	в своем	8	2
203	указывают на	1	2
204	хотя и	5	2
205	увидим что	1	2
206	конечно не	2	2
207	что это	7	2
208	еще один	1	2
209	и тот	3	2
210	к предметам	1	2
211	в себе	14	2
212	имеем в	1	2
213	в нем	7	2
214	же это	1	2
215	на этом	1	2
216	здесь мы	2	2
217	главным образом	1	2
218	с целью	1	2
219	лишь в	3	2
220	хотя бы	4	2
221	было бы	8	2
222	известно что	6	2
223	из них	1	2
224	и тем	4	2
225	стоит на	1	2
226	с тем	7	2
227	здесь можно	1	2
228	можно считать	2	2
229	и их	3	2
230	при изучении	1	2
231	бы мы	1	2
232	что я	11	2
233	выше мы	2	2
234	тем не	4	2
235	все это	5	2
236	и наоборот	1	2
237	по себе	11	2
238	случае мы	1	2
239	что есть	3	2
240	не менее	5	2
241	в таких	2	2
242	можно указать	1	2
243	дело не	2	2
244	к этим	1	2
245	не по	1	2
246	не могло	1	2
247	что на	2	2
248	в области	2	2
249	от того	4	2
250	у нас	2	2
251	не могут	2	2
252	его с	1	2
253	это происходит	1	2
254	не есть	9	2
255	никакого сомнения	1	2
256	в греческом	2	2
257	на том	2	2
258	никогда не	3	2
259	том как	1	2
260	и на	3	2
261	основана на	1	2
262	если бы	13	2
263	другими словами	8	2
264	точно таким	1	2
265	после того	2	2
266	связь между	3	2
267	а у	1	2
268	от них	1	2
269	и во	1	2
270	в форме	1	2
271	предмета который	1	2
272	видим что	1	2
273	того что	14	2
274	происходит в	2	2
275	с той	1	2
276	показывают что	1	2
277	на которой	1	2
278	горы и	1	2
279	позднее явление	2	2
280	их не	1	2
281	так что	5	2
282	уже в	5	2
283	и они	2	2
284	чтобы он	1	2
285	в виде	2	2
286	есть в	5	2
287	могло бы	1	2
288	в языке	16	2
289	только с	1	2
290	не говорит	1	2
291	в других	2	2
292	даже и	3	2
293	но есть	4	2
294	на этот	2	2
295	его как	1	2
296	в частности	1	2
297	этих предметов	1	2
298	он говорит	1	2
299	этого слова	7	2
300	смысле этого	1	2
301	есть и	2	2
302	между прочим	3	2
303	же самое	4	2
304	но для	1	2
305	в связи	1	2
306	здесь связь	1	2
307	от него	2	2
308	и все	4	2
309	на языке	1	2
310	этот вопрос	3	2
311	сказать что	8	2
312	вряд ли	1	1
313	вопрос мы	1	1
314	обращается в	1	1
315	предполагает что	1	1
316	не видим	1	1
317	будет если	1	1
318	переход от	3	1
319	показать что	1	1
320	к другому	1	1
321	что эти	3	1
322	др в	1	1
323	огня с	1	1
324	отношений которые	1	1
325	часть его	1	1
326	той же	3	1
327	полагает что	1	1
328	есть не	4	1
329	им самим	1	1
330	бы уже	1	1
331	также имеет	1	1
332	отсюда видно	1	1
333	впрочем эта	1	1
334	это совершенно	1	1
335	мы не	8	1
336	происхождения как	1	1
337	что между	3	1
338	что если	6	1
339	уже более	1	1
340	ответить на	3	1
341	полагать что	1	1
342	не была	1	1
343	и первоначально	1	1
344	есть нечто	5	1
345	быть выяснена	1	1
346	не вполне	2	1
347	орудия и	1	1
348	природы то	1	1
349	но даже	2	1
350	зависимости от	1	1
351	себе что	1	1
352	в ней	2	1
353	меньшей степени	1	1
354	не от	3	1
355	на них	1	1
356	он сам	1	1
357	что по	2	1
358	прибавляет к	1	1
359	в различных	2	1
360	в чем	1	1
361	во всех	1	1
362	только после	1	1
363	ними в	1	1
364	от его	2	1
365	землю и	1	1
366	представление по	1	1
367	то он	2	1
368	и откуда	1	1
369	но как	1	1
370	огня в	2	1
371	не все	1	1
372	этой категории	1	1
373	есть период	1	1
374	и я	2	1
375	как говорит	1	1
376	выражения как	2	1
377	независимо от	6	1
378	общего с	1	1
379	что как	4	1
380	бы при	1	1
381	же название	1	1
382	что нет	1	1
383	что охотник	1	1
384	однако не	1	1
385	и к	6	1
386	духа и	2	1
387	имеет в	2	1
388	и хотя	3	1
389	это показывает	1	1
390	волос и	1	1
391	та же	1	1
392	образом я	1	1
393	что так	2	1
394	думать что	4	1
395	то и	4	1
396	им в	1	1
