N	2gram	Losev_Dial_4	RusskieA
1	и в	15	29
2	т е	46	24
3	том что	10	22
4	в том	11	22
5	что в	7	22
6	как бы	14	18
7	так как	14	13
8	может быть	17	13
9	в землю	1	13
10	в этом	11	11
11	как и	7	11
12	одна из	1	11
13	в этот	2	10
14	не только	8	10
15	и с	4	10
16	е в	2	10
17	в лесу	1	10
18	все это	9	10
19	этот день	1	10
20	о том	5	9
21	на части	1	9
22	а в	1	9
23	его в	1	8
24	показывает что	2	8
25	но и	4	8
26	ее в	2	8
27	как в	3	7
28	данном случае	1	7
29	мы видели	1	7
30	или в	7	7
31	мы имеем	5	6
32	мы не	9	6
33	еще не	4	6
34	и на	5	6
35	при этом	2	6
36	таким образом	5	6
37	того чтобы	5	6
38	для того	5	6
39	с тем	4	6
40	вместе с	2	6
41	в данном	3	6
42	этом случае	1	6
43	и т	17	5
44	но в	3	5
45	это не	12	5
46	т д	15	5
47	не может	11	5
48	представление о	2	5
49	потому что	10	5
50	для этого	2	5
51	и что	9	5
52	будто бы	1	5
53	земли и	1	5
54	к жизни	3	5
55	то что	16	5
56	к этому	3	5
57	же как	1	4
58	то же	9	4
59	вопрос о	2	4
60	на них	1	4
61	видели что	1	4
62	что по	2	4
63	уже не	9	4
64	их в	1	4
65	том же	1	4
66	в них	2	4
67	и потом	1	4
68	в которых	1	4
69	не в	8	4
70	тогда когда	5	4
71	у нас	3	4
72	к нему	1	4
73	так что	6	4
74	то и	2	4
75	в виде	3	4
76	из них	2	4
77	именно в	5	4
78	а не	18	4
79	так же	4	4
80	как это	2	4
81	эта теория	1	4
82	по существу	1	4
83	и все	11	4
84	или вообще	3	4
85	и через	1	3
86	и о	8	3
87	в ее	2	3
88	только тогда	5	3
89	что это	13	3
90	все эти	3	3
91	в этой	4	3
92	что она	5	3
93	главным образом	2	3
94	подобно тому	4	3
95	и по	2	3
96	на этом	3	3
97	и других	1	3
98	с другими	1	3
99	церковь и	1	3
100	не всегда	3	3
101	на первый	1	3
102	в котором	2	3
