N	3gram	Losev_Prob_5	FransuaR
1	то же время	1	9
2	в то же	1	9
3	для того чтобы	2	6
4	в том что	8	6
5	в этом отношении	1	5
6	но в то	1	5
7	в связи с	7	5
8	а также и	1	4
9	на самом деле	1	4
10	в том числе	2	4
11	потому что он	2	3
12	до сих пор	2	3
13	здесь не в	1	3
14	в нем не	1	3
15	связи с этим	1	3
16	на свободу и	1	3
17	дело в том	2	2
18	здесь перед нами	1	2
19	в одной из	1	2
20	с точки зрения	8	2
21	мы находим в	2	2
22	том числе и	1	2
23	можно было бы	1	2
24	и не в	2	2
25	о том как	1	2
26	в данном случае	2	2
27	в то время	3	2
28	не может быть	2	2
29	от страха и	1	2
30	то есть в	1	2
31	можно сказать что	3	2
32	в большинстве случаев	1	2
33	хотя бы в	1	2
34	к тому же	1	2
35	также и в	2	2
36	также и как	1	1
37	в средневековой литературе	1	1
38	что иное как	3	1
39	хотя и не	1	1
40	в своем романе	1	1
41	по отношению к	2	1
42	не только о	1	1
43	из земли и	2	1
44	в самом деле	1	1
45	он все же	1	1
46	таким образом здесь	1	1
47	как раз и	1	1
48	свое значение и	1	1
49	что он должен	1	1
50	и жизни в	1	1
51	таким образом как	1	1
52	между тем как	1	1
53	никак не мог	2	1
54	но это не	1	1
55	в значительной мере	2	1
56	одной из своих	1	1
57	вместе с тем	3	1
58	и в частности	3	1
59	в это время	2	1
60	и в значительной	1	1
61	и если в	1	1
62	слова при этом	1	1
63	высокое с низким	1	1
64	нового времени в	1	1
65	вы не знаете	1	1
66	и образ самого	1	1
67	дошедших до нас	1	1
68	и таким образом	1	1
69	и есть подлинное	1	1
70	этом виде он	1	1
71	мы находим у	1	1
72	не что иное	3	1
73	от того что	1	1
74	с тем он	1	1
75	так и в	1	1
76	о том что	9	1
77	и за все	1	1
78	той или иной	1	1
79	в ту эпоху	1	1
80	нем не только	1	1
81	после того как	3	1
82	в этом виде	1	1
83	по этому поводу	2	1
84	но на фоне	1	1
85	в заключение необходимо	1	1
86	тем не менее	5	1
87	а именно в	3	1
88	а именно для	1	1
89	только тогда когда	3	1
