N	2gram	Vygotskiy__2	Psycholo
1	то что	20	37
2	и в	15	30
3	в том	33	27
4	что в	14	24
5	и что	8	23
6	потому что	7	23
7	том что	27	21
8	того чтобы	12	20
9	таким образом	14	20
10	все время	3	20
11	для того	10	20
12	как бы	7	19
13	на то	6	17
14	что он	12	17
15	не только	15	16
16	и мы	2	16
17	если мы	6	16
18	в этом	19	14
19	в самом	11	14
20	в нас	1	13
21	как раз	4	13
22	так же	4	13
23	показать что	5	12
24	в сущности	9	12
25	с одной	7	12
26	одной стороны	7	12
27	вместе с	6	12
28	может быть	9	11
29	если бы	8	11
30	что мы	9	11
31	как на	1	11
32	о том	9	10
33	и то	1	9
34	никогда не	8	9
35	увидим что	2	9
36	так как	4	9
37	с другой	6	9
38	для этого	3	9
39	не может	9	9
40	сказать что	6	9
41	мы увидим	2	9
42	самом деле	6	8
43	мы имеем	3	8
44	на деле	5	8
45	что это	6	8
46	он должен	2	8
47	при этом	3	8
48	заключается в	8	8
49	с тем	1	8
50	не в	8	8
51	сущности говоря	1	8
52	к тому	7	8
53	и это	3	8
54	тому что	1	8
55	того что	17	8
56	мы видим	4	8
57	а не	3	8
58	могут быть	2	8
59	то же	5	7
60	зависимости от	6	7
61	но не	3	7
62	все же	4	7
63	и как	2	7
64	в нем	1	7
65	точки зрения	26	7
66	по себе	7	7
67	в основе	3	7
68	этих двух	2	7
69	мы можем	10	7
70	как это	6	7
71	в зависимости	6	6
72	мы уже	6	6
73	что если	2	6
74	в своем	9	6
75	говорит что	5	6
76	и если	1	6
77	что она	3	6
78	на этом	1	6
79	факт что	1	6
80	что все	4	6
81	как и	6	6
82	что с	5	6
83	и его	4	6
84	когда мы	1	6
85	в совершенно	4	6
86	или в	3	6
87	и здесь	1	6
88	о котором	1	6
89	по мнению	1	6
90	и тем	2	6
91	уже в	5	6
92	тем что	2	6
93	но и	10	6
94	именно в	2	6
95	же точно	1	6
96	мы все	1	6
97	и не	7	6
98	и для	2	6
99	что оно	4	6
100	и есть	2	5
101	по этому	6	5
102	ответ на	1	5
103	что они	3	5
104	что именно	3	5
105	когда он	3	5
106	в себе	2	5
107	в целом	10	5
108	в этой	6	5
109	материала и	1	5
110	было бы	10	5
111	рядом с	1	5
112	во внимание	1	5
113	несмотря на	4	5
114	был бы	1	5
115	сих пор	1	5
116	стоит только	1	5
117	с и	4	5
118	только не	1	5
119	же самое	2	5
120	как мы	6	5
121	но в	6	5
122	сводится к	1	5
123	один из	1	5
124	в двух	1	5
125	только в	4	5
126	именно на	1	5
127	до сих	1	5
128	а с	4	5
129	и потому	1	5
130	эта теория	2	5
131	указывает что	2	5
132	бы в	1	5
133	обратиться к	1	5
134	другой стороны	1	5
135	в своих	1	5
136	как только	2	4
137	то это	1	4
138	в виду	6	4
139	в ней	1	4
140	друг к	1	4
141	как говорит	2	4
142	вызывает в	1	4
143	стороны и	2	4
144	могли бы	4	4
145	и к	6	4
146	что всякое	1	4
147	сил в	1	4
148	мы говорили	1	4
149	и заключается	1	4
150	в основу	1	4
151	к другу	1	4
152	есть не	1	4
153	в них	4	4
154	с такой	2	4
155	в своей	4	4
156	тому который	1	4
157	что эта	6	4
158	из которых	3	4
159	казалось бы	8	4
160	как она	1	4
161	у нас	1	4
162	указывает на	2	4
163	по сравнению	5	4
164	действия и	3	4
165	на примере	1	4
166	мы могли	4	4
167	этому поводу	3	4
168	в его	2	4
169	на одном	2	4
170	только что	3	4
171	этот вопрос	5	4
172	не можем	3	4
173	только на	1	4
174	содержания и	1	4
175	должен был	1	4
176	от того	2	4
177	прежде всего	4	4
178	там где	6	4
179	в частности	6	4
180	тот факт	1	4
181	сравнению с	5	4
182	именно это	1	4
183	в результате	3	4
184	от него	1	4
185	и все	3	4
186	а в	4	4
187	не есть	1	4
188	сам по	1	3
189	в их	2	3
190	по его	1	3
191	той же	2	3
192	полагает что	5	3
193	мы не	10	3
194	и о	1	3
195	в учении	6	3
196	из того	4	3
197	и на	1	3
198	первый план	1	3
199	в ее	1	3
200	он говорит	3	3
201	как в	4	3
202	реакции и	1	3
203	и наконец	1	3
204	самое важное	2	3
205	в которой	4	3
206	из этих	4	3
207	он не	7	3
208	состоит в	3	3
209	в силу	2	3
210	одно и	1	3
211	можно было	5	3
212	в другом	2	3
213	об этом	3	3
214	это не	5	3
215	эти два	1	3
216	ни в	2	3
217	показывает что	1	3
218	в этих	2	3
219	бы мы	2	3
220	вопрос о	5	3
221	и вся	1	3
222	вовсе не	6	3
223	есть нечто	2	3
224	самого начала	1	3
225	одна из	1	3
226	иметь в	1	3
227	учения о	2	3
228	этом отношении	3	3
229	с другом	2	3
230	не могут	2	3
231	что при	3	3
232	данном случае	3	3
233	учении о	5	3
234	и говорит	1	3
235	с самого	1	3
236	что у	3	3
237	так и	8	3
238	именно потому	1	3
239	и поэтому	1	3
240	образом мы	1	3
241	что и	2	3
242	и только	3	3
243	с здесь	1	3
244	что здесь	2	3
245	чем это	3	3
246	мне кажется	2	3
247	тот же	7	3
248	бы показать	1	3
249	которое мы	3	3
250	что нам	4	3
251	так что	1	3
252	для него	3	3
253	у него	2	3
254	из двух	3	3
255	что на	2	3
256	со стороны	3	3
257	на этот	6	3
258	и составляет	2	3
259	когда она	2	3
260	с которым	1	3
261	под влиянием	1	3
262	верно что	1	3
263	в данном	3	3
264	в той	1	3
265	это есть	2	3
266	думается что	2	3
267	друг с	2	3
268	не существует	3	3
269	для нас	4	3
270	целый ряд	2	3
271	мы должны	6	3
272	хотя бы	4	3
273	в психологии	1	3
274	по поводу	4	3
275	к этому	4	3
276	от этой	1	2
277	ту же	2	2
278	же как	2	2
279	того же	3	2
280	это и	1	2
281	этой теории	3	2
282	отношения между	3	2
283	по преимуществу	1	2
284	и до	3	2
285	что эти	1	2
286	едва ли	7	2
287	с таким	6	2
