N	3gram	Bakhtin_Fr_1	Komedia
1	в том что	6	9
2	с другой стороны	1	5
3	к тому же	1	5
4	том что он	1	4
5	в одном из	1	4
6	то же время	1	4
7	в то же	1	4
8	по отношению к	1	3
9	дошедших до нас	2	3
10	в этом отношении	3	3
11	тому же в	1	3
12	с одной стороны	2	3
13	во второй половине	2	2
14	при этом что	1	2
15	древняя аттическая комедия	1	2
16	но и в	2	2
17	до сих пор	4	2
18	видеть в нем	2	2
19	во всяком случае	1	2
20	на протяжении всего	2	2
21	именно потому что	1	2
22	в новое время	3	2
23	но прежде всего	1	1
24	между людьми и	1	1
25	или хотя бы	1	1
26	чуть ли не	1	1
27	большей или меньшей	4	1
28	и все остальные	1	1
29	в том числе	10	1
30	а между тем	1	1
31	до эпохи возрождения	1	1
32	и не только	1	1
33	можно говорить о	1	1
34	это вовсе не	1	1
35	и здесь мы	1	1
36	и у других	2	1
37	в значительной степени	2	1
38	в применении к	3	1
39	в это время	2	1
40	чтобы убедиться в	1	1
41	в самом начале	1	1
42	не только в	1	1
43	жизни но и	1	1
44	в чем же	1	1
45	но при этом	1	1
46	в отличие от	4	1
47	для своего выражения	1	1
48	из них не	1	1
49	от земли и	1	1
50	и в том	2	1
51	не в отрыве	1	1
52	бросается в глаза	1	1
53	до наших дней	1	1
54	были заново открыты	1	1
55	и особенно в	1	1
56	из дошедших до	1	1
57	до конца и	1	1
58	в отрыве от	2	1
59	и прежде всего	3	1
60	друг от друга	1	1
61	не представляется возможным	1	1
62	в большинстве случаев	2	1
63	как мы уже	5	1
64	других менее известных	1	1
65	в отношении к	1	1
66	оно все же	1	1
67	для того чтобы	1	1
68	в конце xv	1	1
69	так как он	1	1
70	из этих элементов	1	1
