N	2gram	Tiupa_Disk_1	Myshleni
1	внутренней речи	2	67
2	речи и	1	30
3	в этом	15	29
4	точки зрения	3	28
5	и в	16	26
6	для себя	4	24
7	не только	28	24
8	то что	5	24
9	таким образом	3	23
10	с точки	1	21
11	представляет собой	17	19
12	в том	23	18
13	и не	11	18
14	том что	19	17
15	потому что	4	16
16	как и	16	15
17	как мы	2	14
18	того что	3	14
19	этом случае	1	14
20	с помощью	1	13
21	в ходе	3	12
22	и его	2	12
23	вместе с	1	12
24	что в	4	12
25	мысли и	2	11
26	в которой	1	11
27	речи но	1	11
28	в слове	1	11
29	но и	14	11
30	не может	9	11
31	что они	1	10
32	слова и	1	10
33	по своей	11	10
34	в сущности	2	9
35	в самом	3	9
36	в себе	7	9
37	тем что	3	9
38	по своему	3	9
39	значения слова	1	9
40	то же	7	8
41	той же	1	8
42	что она	1	8
43	что он	4	8
44	только в	7	8
45	сказать что	3	8
46	тем самым	1	8
47	и то	1	7
48	мы не	1	7
49	и к	4	7
50	с самого	1	7
51	представление о	1	7
52	самого начала	1	7
53	к тому	5	7
54	в ситуации	3	7
55	по мере	2	7
56	может быть	17	7
57	прежде всего	11	7
58	в меру	1	7
59	самом деле	1	6
60	речевой деятельности	1	6
61	вопрос о	1	6
62	во всех	5	6
63	по отношению	9	6
64	все же	3	6
65	что это	1	6
66	было бы	1	6
67	и тем	2	6
68	в ее	3	6
69	мыслью и	1	6
70	между собой	2	6
71	и что	2	6
72	заключается в	3	6
73	в какой	2	6
74	именно в	3	6
75	а не	22	6
76	как бы	5	6
77	в смысле	1	6
78	мы должны	1	6
79	речи как	2	6
80	тем же	1	5
81	в целом	4	5
82	как говорит	1	5
83	в силу	5	5
84	с тем	1	5
85	что с	2	5
86	в процессе	5	5
87	речи не	1	5
88	же самое	2	5
89	между мыслью	1	5
90	данном случае	2	5
91	во второй	1	5
92	если бы	1	5
93	в виду	2	5
94	можно сказать	5	5
95	с одной	9	5
96	в качестве	34	5
97	в начале	2	5
98	и их	1	5
99	слова в	2	5
100	одной стороны	9	5
101	до конца	1	5
102	как это	1	5
103	в данном	5	5
104	отношению к	9	5
105	с этой	1	5
106	едва ли	2	4
107	еще не	14	4
108	с другой	10	4
109	в нашем	1	4
110	если в	1	4
111	это и	1	4
112	как в	10	4
113	стороны и	2	4
114	целый ряд	2	4
115	но в	8	4
116	ситуации в	1	4
117	на то	1	4
118	и во	2	4
119	в котором	5	4
120	не в	7	4
121	в той	1	4
122	не менее	2	4
123	не по	1	4
124	никогда не	2	4
125	своей природе	2	4
126	связи с	4	4
127	в области	1	4
128	в момент	2	4
129	не могут	1	4
130	не есть	2	4
131	имеет место	3	4
132	приводит к	2	4
133	о том	8	4
134	в его	7	4
135	одной из	4	4
136	мере развития	1	4
137	то и	1	4
138	к мысли	2	4
139	не совпадают	1	4
140	в конце	1	4
141	друг друга	1	4
