N	2gram	Medvedev_F_2	Myslijsy
1	потому что	2	49
2	для нас	1	31
3	и в	38	24
4	может быть	23	23
5	то что	6	20
6	и не	20	19
7	в том	11	18
8	а не	6	18
9	что в	7	16
10	не только	9	15
11	по себе	7	15
12	того же	1	14
13	при этом	9	13
14	в слове	5	13
15	не в	15	13
16	было бы	6	13
17	то же	6	12
18	но не	2	12
19	не может	14	12
20	мы не	3	11
21	таким образом	20	11
22	вместе с	6	11
23	если бы	5	11
24	что и	8	11
25	только в	6	11
26	как в	4	10
27	звука и	5	10
28	в себе	1	10
29	для него	7	10
30	так что	1	10
31	так как	4	10
32	в звуке	1	10
33	независимо от	4	9
34	в нем	13	9
35	вовсе не	11	9
36	то и	3	9
37	но и	13	9
38	как бы	4	9
39	и на	3	8
40	а только	2	8
41	в этом	27	8
42	более или	1	8
43	том что	2	8
44	или менее	1	8
45	могут быть	6	8
46	под влиянием	1	8
47	а в	6	8
48	в чем	2	7
49	во всех	5	7
50	с этим	5	7
51	как и	9	7
52	всяком случае	5	7
53	или же	2	7
54	не могут	7	7
55	прежде всего	15	7
56	сами по	2	7
57	тем что	8	7
58	того что	3	7
59	во всяком	5	7
60	и т	14	6
61	между двумя	2	6
62	что если	1	6
63	и как	3	6
64	тем не	1	6
65	в то	5	6
66	не имеет	2	6
67	связи с	13	6
68	есть только	2	6
69	свою очередь	1	6
70	между тем	2	6
71	и только	5	6
72	звук и	2	6
73	не можем	1	6
74	с другой	3	6
75	не было	6	6
76	этого слова	1	6
77	не есть	3	6
78	в свою	1	6
79	только как	1	6
80	столь же	2	5
81	что они	4	5
82	все остальные	2	5
83	все же	8	5
84	уже в	2	5
85	бы не	1	5
86	на то	1	5
87	есть не	1	5
88	не от	1	5
89	не менее	1	5
90	по крайней	1	5
91	с ним	2	5
92	так и	8	5
93	о том	1	5
94	с другими	10	5
95	крайней мере	1	5
96	тот же	1	5
97	звуков и	1	5
98	слова в	3	5
99	из них	4	5
100	в них	1	5
101	для того	3	5
102	в природе	1	5
103	что не	4	5
104	и их	3	5
105	представляется нам	1	5
106	или не	1	5
107	же в	1	5
108	в которой	2	5
109	сам по	3	4
110	нам кажется	1	4
111	к другому	2	4
112	в самом	16	4
113	одним словом	4	4
114	внутренняя форма	1	4
115	и звук	2	4
116	но в	4	4
117	уже не	7	4
118	из этих	3	4
119	как он	1	4
120	так сказать	3	4
121	главным образом	3	4
122	с тем	11	4
123	такой же	3	4
124	в котором	2	4
125	место в	3	4
126	том смысле	3	4
127	сих пор	1	4
128	движения органов	1	4
129	они не	4	4
130	тем самым	2	4
131	и другое	2	4
132	образом в	1	4
133	таким путем	1	4
134	сравнительно с	1	4
135	должны быть	1	4
136	и сами	1	4
137	в некоторых	4	4
138	так в	3	4
139	никогда не	2	4
140	к языку	1	4
141	что он	5	4
142	с одной	1	4
143	указания на	1	4
144	в других	7	4
145	до сих	1	4
146	там где	4	4
147	если не	1	4
148	что оно	4	4
149	от него	2	4
150	в таком	2	4
151	вряд ли	2	3
152	говоря о	1	3
153	например в	3	3
154	и то	2	3
155	но тем	1	3
156	на деле	1	3
157	тем же	3	3
158	той же	1	3
159	полагает что	1	3
160	но она	1	3
161	но даже	1	3
162	то это	3	3
163	же что	1	3
164	при таких	1	3
165	что его	1	3
166	только тогда	1	3
167	если в	3	3
168	очевидно что	2	3
169	со стороны	2	3
170	хотя и	3	3
171	что это	3	3
172	в целом	3	3
173	думать что	1	3
174	т д	5	3
175	не как	4	3
176	могла бы	1	3
177	и может	3	3
178	его не	2	3
179	его в	3	3
180	от одного	2	3
181	это не	2	3
182	и тем	2	3
183	кажется что	1	3
184	рядом с	1	3
185	далеко не	1	3
186	звуком и	5	3
187	в эту	1	3
188	в этих	2	3
189	и при	1	3
190	себе в	1	3
191	бы быть	1	3
192	в ней	6	3
193	и притом	1	3
194	на него	1	3
195	в каком	1	3
196	оно не	4	3
197	если мы	5	3
198	как не	1	3
199	языка и	12	3
200	те же	1	3
201	том как	1	3
202	представлений и	1	3
203	мы в	2	3
204	в словах	1	3
205	находится в	2	3
206	от них	1	3
207	и во	1	3
208	в языке	6	3
209	как например	2	3
210	не так	2	3
211	т п	9	3
212	это будет	1	3
213	что на	2	3
214	что для	2	3
215	одной стороны	1	3
216	а от	1	3
217	каким мы	1	3
218	мы говорим	4	3
219	смысле этого	1	3
220	слова и	7	3
221	но это	2	3
222	к другим	2	3
223	и для	5	3
224	и от	2	3
225	и все	3	3
226	с ними	2	3
227	нет но	1	3
228	как на	1	3
229	на предмет	1	2
230	таком случае	1	2
231	самом деле	8	2
232	на самом	3	2
233	самый предмет	2	2
234	и есть	1	2
235	когда это	1	2
236	предмета в	2	2
237	вопрос о	1	2
238	что многие	1	2
239	с его	11	2
240	совсем не	2	2
241	они имеют	1	2
242	не то	3	2
243	только потому	1	2
244	что язык	1	2
245	значение и	3	2
246	в общем	5	2
247	за пределы	1	2
248	сама по	1	2
249	что во	1	2
250	общего с	1	2
251	звук в	3	2
252	в действительности	1	2
253	это определение	1	2
254	все эти	6	2
255	в нашем	1	2
256	и тот	1	2
257	но на	1	2
258	сказать в	1	2
259	время и	3	2
260	всех этих	3	2
261	состоит в	2	2
262	как увидим	2	2
263	ими в	1	2
264	и по	2	2
265	на этом	2	2
266	но все	3	2
267	в каждом	1	2
268	связанные с	1	2
269	в другом	1	2
270	разница между	2	2
271	где оно	1	2
272	же путем	1	2
273	например с	1	2
274	само собою	2	2
275	мы знаем	3	2
276	должно быть	2	2
277	не столько	4	2
278	впечатления от	1	2
279	но он	1	2
280	их в	2	2
281	не должно	1	2
282	или если	1	2
283	для нее	2	2
284	тому что	2	2
285	если и	1	2
286	а а	1	2
287	и его	21	2
288	с теми	2	2
289	сказать что	2	2
290	самого начала	2	2
291	между звуком	5	2
292	отличное от	1	2
293	того чтобы	3	2
294	вытекает из	1	2
295	все свои	1	2
296	же время	5	2
297	этих последних	1	2
298	к ней	1	2
299	во всем	1	2
300	мы бы	1	2
301	у нас	1	2
302	превращается в	2	2
303	нечто новое	1	2
304	во все	1	2
305	можно думать	1	2
306	его с	3	2
307	как для	1	2
308	что слово	1	2
309	для образования	1	2
310	и это	2	2
311	и образ	1	2
312	в собственном	1	2
313	с самого	2	2
314	было в	2	2
315	это событие	1	2
316	стремление к	1	2
317	может в	1	2
318	и здесь	3	2
319	и поэтому	1	2
320	близки к	1	2
321	звуков в	1	2
322	образом мы	1	2
323	это было	3	2
324	теперь уже	1	2
325	движения в	1	2
326	слова для	1	2
327	и следовательно	1	2
328	если это	2	2
329	не зная	1	2
330	в организме	1	2
331	этом смысле	2	2
332	один из	2	2
333	слово с	1	2
334	в какой	3	2
335	с нею	2	2
336	не дает	1	2
337	и других	2	2
338	в порядок	1	2
