N	2gram	Trubetskoy_1	Istorich
1	и в	23	26
2	так же	8	18
3	то что	18	16
4	не только	7	15
5	может быть	16	14
6	что в	8	14
7	же как	3	13
8	между двумя	5	12
9	но и	9	12
10	и пр	1	11
11	так и	10	10
12	таким образом	31	10
13	и его	1	10
14	что он	7	10
15	при помощи	3	10
16	все же	13	9
17	его в	5	9
18	что и	7	9
19	так как	7	9
20	и не	8	9
21	то же	4	8
22	мы знаем	10	8
23	а в	3	8
24	в этом	12	7
25	он не	3	7
26	как и	9	7
27	в этих	3	7
28	знаем что	8	7
29	их в	2	7
30	как в	1	7
31	в качестве	1	7
32	и то	4	6
33	совершенно так	4	6
34	еще не	5	6
35	что они	2	6
36	мы видели	2	6
37	таким же	3	6
38	мы можем	6	6
39	могут быть	1	6
40	в дальнейшем	2	6
41	к нему	2	6
42	мы видим	1	6
43	потому что	9	6
44	а не	1	6
45	не может	17	6
46	вместе с	6	6
47	это и	1	5
48	мы уже	4	5
49	то это	1	5
50	но не	2	5
51	и как	1	5
52	но в	4	5
53	уже не	1	5
54	и только	2	5
55	в силу	7	5
56	и по	3	5
57	но все	5	5
58	в другом	2	5
59	и с	5	5
60	это не	3	5
61	не в	8	5
62	точно так	1	5
63	ничего не	1	5
64	и у	4	5
65	как мы	2	5
66	на нем	1	5
67	и что	8	5
68	в его	5	5
69	с ними	2	5
70	раньше чем	1	5
71	у него	5	5
72	тем что	1	5
73	до сих	8	5
74	из которых	4	5
75	сих пор	8	5
76	мы должны	4	5
77	к этому	5	5
78	вопрос о	3	4
79	на себя	1	4
80	в которых	2	4
81	тогда как	6	4
82	в этот	1	4
83	он в	1	4
84	в своей	1	4
85	что этот	1	4
86	даже в	3	4
87	того как	1	4
88	более позднее	1	4
89	здесь не	1	4
90	так в	1	4
91	о том	7	4
92	и даже	1	4
93	вовсе не	2	4
94	с другой	6	4
95	а на	1	4
96	все что	9	4
97	в тех	3	4
98	другой стороны	5	4
99	например в	1	3
100	из трех	1	3
101	из этих	8	3
102	видели что	1	3
103	только тогда	2	3
104	перед нами	1	3
105	его к	1	3
106	все эти	19	3
107	на то	9	3
108	и если	6	3
109	на его	1	3
110	что она	1	3
111	при этом	9	3
112	он должен	2	3
113	что у	2	3
114	на земле	3	3
115	что ни	1	3
116	а затем	2	3
117	те же	2	3
118	том что	19	3
119	и при	6	3
120	по сравнению	5	3
121	и более	2	3
122	что эта	4	3
123	не имеет	1	3
124	на котором	1	3
125	на него	2	3
126	во всем	3	3
127	представление об	4	3
128	связи с	4	3
129	есть только	1	3
130	она не	2	3
131	данном случае	3	3
132	большей частью	1	3
133	на вопрос	4	3
134	иное как	1	3
135	но мы	1	3
136	в другой	1	3
137	в том	30	3
138	только в	6	3
139	как нечто	1	3
140	и других	2	3
141	а именно	1	3
142	у многих	1	3
143	что мы	4	3
144	к своему	1	3
145	в данном	3	3
146	сравнению с	5	3
147	наряду с	1	3
148	как бы	10	3
149	по существу	6	3
150	многих других	2	3
151	этом случае	4	3
152	случаях когда	3	3
153	для нас	3	3
154	только что	3	3
155	между ними	2	3
156	и другие	1	3
157	он может	1	2
158	должна быть	5	2
159	по его	2	2
160	а как	1	2
161	как эта	1	2
162	общих чертах	1	2
163	тех же	2	2
164	к ним	2	2
165	вступают в	2	2
166	отношение к	4	2
167	в этой	6	2
168	в истории	3	2
169	исторически и	1	2
170	с этим	11	2
171	в своем	10	2
172	тех случаях	1	2
173	указывают на	3	2
174	хотя и	4	2
175	увидим что	1	2
176	конечно не	3	2
177	что это	5	2
178	в целом	5	2
179	еще один	1	2
180	в себе	5	2
181	другом случае	1	2
182	в мышлении	1	2
183	в нем	3	2
184	задний план	1	2
185	от которого	1	2
186	не к	1	2
187	на этом	2	2
188	в одну	4	2
189	здесь мы	1	2
190	главным образом	1	2
191	лишь в	5	2
192	или просто	1	2
193	хотя бы	4	2
194	было бы	3	2
195	из них	5	2
196	и тем	1	2
197	стоит на	1	2
198	этого не	1	2
199	с тем	2	2
200	которой он	1	2
201	можно считать	1	2
202	и их	5	2
203	можно найти	1	2
204	попасть в	1	2
205	что я	1	2
206	выше мы	4	2
207	тем не	4	2
208	все это	11	2
209	однако в	1	2
210	случае мы	1	2
211	не менее	7	2
212	к этим	1	2
213	не по	1	2
214	одна из	2	2
215	по своей	7	2
