N	2gram	Tiupa_Lite_1	Tragedij
1	и в	8	18
2	в романе	1	10
3	в году	13	9
4	в этом	12	9
5	не только	24	8
6	он сам	1	7
7	и с	1	7
8	и на	1	7
9	может быть	13	7
10	как бы	7	7
11	и не	12	7
12	ивана петровича	1	6
13	но в	3	6
14	и его	4	6
15	же время	5	6
16	что он	5	6
17	у него	3	6
18	то же	5	5
19	все же	4	5
20	это не	4	5
21	как и	6	5
22	несмотря на	3	5
23	в то	5	5
24	в дальнейшем	1	5
25	так и	4	5
26	не может	5	5
27	к жизни	1	5
28	у достоевского	2	5
29	а я	1	5
30	я не	7	4
31	еще не	4	4
32	в себе	7	4
33	в целом	8	4
34	в этой	4	4
35	в нем	2	4
36	том что	14	4
37	что я	2	4
38	и что	1	4
39	но и	17	4
40	я люблю	2	4
41	и даже	3	4
42	прежде всего	11	4
43	что в	3	4
44	и все	1	4
45	то что	10	4
46	достоевского в	1	3
47	в мире	2	3
48	и он	1	3
49	своего рода	11	3
50	отнюдь не	2	3
51	как в	5	3
52	в своем	11	3
53	и как	1	3
54	все эти	2	3
55	при этом	19	3
56	то есть	6	3
57	должно быть	1	3
58	тем самым	5	3
59	в поле	2	3
60	что вы	1	3
61	с ее	1	3
62	и сам	6	3
63	мог бы	1	3
64	к нему	1	3
65	в его	7	3
66	один из	3	3
67	уже в	5	3
68	для него	2	3
69	никто не	1	3
70	в конце	4	3
71	как будто	2	3
72	один в	1	3
73	как это	8	3
74	этого романа	1	2
75	если б	1	2
76	и за	1	2
77	а как	2	2
78	никогда не	4	2
79	и то	2	2
80	он был	1	2
81	не был	1	2
82	столь же	4	2
83	с его	5	2
84	отношение к	1	2
85	отличие от	5	2
86	тут же	1	2
87	не просто	1	2
88	и я	6	2
89	о жизни	1	2
90	перед нами	1	2
91	имеет в	1	2
92	в самом	3	2
93	то и	2	2
94	по словам	1	2
95	и лучше	1	2
96	он не	1	2
97	но все	1	2
98	его в	3	2
99	знает что	1	2
100	в глазах	1	2
101	в это	1	2
102	с тем	1	2
103	не мог	3	2
104	в ходе	1	2
105	в отличие	5	2
106	вопрос о	1	2
107	одном из	1	2
108	права на	1	2
109	не в	8	2
110	раз и	2	2
111	одна из	3	2
112	не имеет	1	2
113	xix веке	1	2
114	достоевским в	1	2
115	он и	3	2
116	к тому	2	2
117	году в	1	2
118	но при	2	2
119	в ее	1	2
120	данном случае	4	2
121	еще в	4	2
122	и здесь	1	2
123	о том	2	2
124	что и	1	2
125	в том	16	2
126	который в	1	2
127	между этими	1	2
128	человеческой личности	1	2
129	уже не	7	2
130	в виде	1	2
131	в душе	3	2
132	не так	1	2
133	в одном	1	2
134	друг друга	4	2
135	не случайно	2	2
136	тем что	2	2
137	чем он	1	2
138	до конца	1	2
139	в рассказе	1	2
