N	2gram	Bakhtin_Fr_1	Istorich
1	что он	3	24
2	не только	10	18
3	может быть	6	17
4	мы имеем	1	15
5	и в	65	15
6	никогда не	6	15
7	так как	6	14
8	но и	10	14
9	что в	3	12
10	то что	3	12
11	в этом	15	11
12	об этом	1	11
13	в этих	2	11
14	и не	22	11
15	то же	1	10
16	его в	7	10
17	еще не	6	9
18	все же	6	9
19	и здесь	3	9
20	потому что	5	9
21	он не	2	8
22	связи с	4	8
23	один из	1	8
24	мы видим	2	8
25	в нем	13	7
26	том что	6	7
27	не в	4	7
28	ничего не	3	7
29	в обряде	1	7
30	смерти и	2	7
31	и пр	5	7
32	сих пор	4	7
33	связана с	5	6
34	мы здесь	2	6
35	но в	14	6
36	в его	9	6
37	что и	1	6
38	мы уже	12	6
39	до сих	4	6
40	наряду с	2	6
41	как бы	22	6
42	в том	16	6
43	только в	7	6
44	этого мотива	1	5
45	как в	5	5
46	с этим	1	5
47	и наконец	2	5
48	имеем в	1	5
49	но все	3	5
50	было бы	1	5
51	можно найти	1	5
52	на него	2	5
53	видим что	1	5
54	что при	1	5
55	можно было	1	5
56	так и	10	5
57	связан с	3	5
58	она не	1	5
59	к нему	3	5
60	в одном	5	5
61	прежде всего	11	5
62	к которому	1	5
63	представления о	2	5
64	а не	1	5
65	в связи	1	5
66	не может	3	5
67	к тому	2	5
68	в ней	6	4
69	и на	11	4
70	в себе	3	4
71	все эти	10	4
72	в этой	4	4
73	и они	1	4
74	при этом	6	4
75	они должны	1	4
76	и с	3	4
77	но он	1	4
78	но они	1	4
79	для нас	4	4
80	о нем	3	4
81	с одной	2	4
82	его и	1	4
83	у него	1	4
84	тем что	1	4
85	и др	24	4
86	связь с	5	4
87	этот мотив	1	4
88	но это	3	4
89	в область	1	4
90	одной из	1	4
91	и другие	8	4
92	они не	1	4
93	мы не	1	3
94	он был	2	3
95	он в	1	3
96	из этих	2	3
97	в очень	1	3
98	как он	1	3
99	на то	1	3
100	всех этих	8	3
101	здесь мы	1	3
102	в работе	1	3
103	говорит что	1	3
104	он и	3	3
105	в их	4	3
106	свет на	1	3
107	и его	10	3
108	и это	2	3
109	в себя	3	3
110	так в	1	3
111	роль в	2	3
112	о том	2	3
113	должно было	1	3
114	и она	1	3
115	того что	2	3
116	же и	1	3
117	по отношению	1	3
118	в состоянии	3	3
119	в других	3	3
120	одной стороны	2	3
121	что мы	2	3
122	как это	1	3
123	все это	9	3
124	между прочим	2	3
125	уже на	1	3
126	отношению к	1	3
127	например в	2	2
128	формы этой	1	2
129	самом деле	3	2
130	на самом	6	2
131	к таким	1	2
132	так у	1	2
133	они никогда	1	2
134	и ничего	1	2
135	и для	2	2
136	в сущности	16	2
137	принадлежит к	1	2
138	хотя бы	1	2
139	они были	6	2
140	в которых	1	2
141	во всех	9	2
142	но не	2	2
143	не просто	3	2
144	его на	2	2
145	есть ли	1	2
146	но его	1	2
147	в которой	1	2
148	тому же	1	2
149	не могла	1	2
150	на его	2	2
151	главным образом	6	2
152	к страшному	1	2
153	так сказать	4	2
154	человеческого тела	2	2
155	и если	1	2
156	другого мира	1	2
157	из него	1	2
158	и по	2	2
159	человека в	1	2
160	могла бы	1	2
161	а затем	2	2
162	и может	1	2
163	из них	4	2
164	на этой	3	2
165	это не	3	2
166	и дает	1	2
167	есть и	1	2
168	в жизни	4	2
169	он является	1	2
170	она и	1	2
171	как и	5	2
172	нигде не	1	2
173	такой же	1	2
174	здесь она	1	2
175	в эту	1	2
176	во время	4	2
177	и ее	1	2
178	не столько	1	2
179	представление о	1	2
180	он дает	3	2
181	и более	1	2
182	их в	2	2
183	в таких	2	2
184	в тело	1	2
185	на три	1	2
186	тем самым	1	2
187	с которой	1	2
188	одна из	1	2
189	здесь на	2	2
190	уже очень	2	2
191	и именно	2	2
192	представления и	1	2
193	на котором	3	2
194	другой стороны	1	2
195	здесь нет	1	2
196	кроме того	2	2
197	был бы	1	2
198	к себе	2	2
199	мы в	1	2
200	могут быть	2	2
201	он видит	1	2
202	того чтобы	1	2
203	в виду	3	2
204	здесь не	1	2
205	и говорит	1	2
206	говорили что	2	2
207	приводит к	2	2
208	дано в	1	2
209	этой стадии	1	2
210	подойти к	1	2
211	это только	1	2
212	одно из	6	2
213	в разных	1	2
214	находится в	1	2
215	в глаза	1	2
216	с другой	3	2
217	в свете	2	2
218	нет он	1	2
219	но с	2	2
220	в новой	1	2
221	с ними	1	2
222	и так	2	2
223	итак в	3	2
224	проникнуть в	1	2
225	уже в	1	2
226	он имеет	1	2
227	и их	3	2
228	и только	1	2
229	не было	1	2
230	в особенности	2	2
231	именно в	1	2
232	здесь в	8	2
233	следовательно не	1	2
234	себя и	1	2
235	в немецких	1	2
236	в некоторых	2	2
237	что им	1	2
238	превращается в	5	2
239	нет ничего	3	2
240	причем он	1	2
241	видит в	1	2
242	есть на	1	2
243	в тех	3	2
244	в мир	2	2
245	в тот	1	2
246	да и	2	2
247	в основном	2	2
248	она дает	1	2
249	которые были	1	2
250	мы рассмотрим	1	2
251	под названием	1	2
252	более поздние	1	2
253	и часто	2	2
254	совершается в	1	2
255	или в	2	2
256	в системе	3	2
257	сохранились в	1	2
258	не знает	6	2
259	сказать что	6	2
260	это так	1	2
261	также не	1	2
262	этот характер	1	1
263	можно говорить	3	1
264	находятся на	1	1
265	еще можно	1	1
266	они еще	1	1
267	вне связи	1	1
268	это и	1	1
269	почти не	1	1
270	это очень	2	1
271	когда человек	1	1
272	оно было	1	1
273	по его	3	1
274	их и	1	1
275	еще остается	1	1
276	а как	1	1
277	ноге и	1	1
278	большую роль	1	1
279	сущности это	1	1
280	и дать	1	1
281	это всегда	2	1
282	говорить о	1	1
283	здесь необходимо	1	1
284	открытое тело	1	1
285	и он	2	1
286	форм в	2	1
287	это время	2	1
288	животными и	1	1
289	мертвые и	1	1
290	в отличие	4	1
291	с его	5	1
292	но как	3	1
293	у других	2	1
294	крещения и	1	1
295	отличие от	5	1
296	мы назвали	1	1
297	в свои	1	1
298	конечно совершенно	1	1
299	или у	1	1
300	в течение	1	1
301	как к	1	1
302	как нам	1	1
303	просто как	1	1
304	и как	1	1
305	что по	1	1
306	не зная	1	1
307	говорит об	1	1
308	и к	4	1
309	от этого	1	1
310	именно эта	1	1
311	в этот	1	1
312	и этим	2	1
313	для которого	1	1
314	еще на	1	1
315	лежит на	1	1
316	в целом	2	1
317	всей своей	1	1
318	остановиться на	1	1
319	им в	1	1
320	см выше	1	1
321	друг от	1	1
322	резко бросается	1	1
323	но на	3	1
324	жизнью и	1	1
325	образ и	1	1
326	по-видимому не	1	1
327	к миру	1	1
328	интересно и	1	1
329	чтобы они	1	1
330	достаточно полно	1	1
331	никакому сомнению	1	1
332	но дело	1	1
333	так например	2	1
334	конца и	1	1
335	с собой	1	1
336	в основу	1	1
337	связанные с	1	1
338	в совершенно	1	1
339	связанных с	1	1
340	них не	1	1
341	момент и	1	1
342	осветить некоторые	1	1
343	развития на	1	1
344	иногда сам	1	1
345	входит в	4	1
346	это было	2	1
347	нам кажется	2	1
348	смерть и	1	1
349	не умирает	1	1
350	его у	1	1
351	но уже	1	1
352	в них	5	1
353	это положение	1	1
354	превращаются в	1	1
355	две линии	1	1
356	далеко не	3	1
357	мотив безумия	3	1
358	несмотря на	2	1
359	живых но	1	1
360	социальной и	1	1
361	посвящения в	1	1
362	его нельзя	1	1
363	в своей	5	1
364	что такое	1	1
365	наших дней	1	1
366	это делает	1	1
367	не подлежит	2	1
368	этот страх	1	1
369	дает в	3	1
370	но эта	2	1
371	которые в	1	1
372	его мы	1	1
373	времен и	1	1
374	что было	1	1
375	есть еще	1	1
376	более древних	1	1
377	бы быть	2	1
378	по себе	1	1
379	даже в	3	1
380	и связанные	1	1
381	освободиться от	1	1
382	и очень	2	1
383	и чистоте	1	1
384	что мотив	1	1
385	с миром	3	1
386	не менее	1	1
387	на мир	5	1
388	вплоть до	1	1
389	а иногда	2	1
390	от нас	1	1
391	эти формы	3	1
392	в науке	1	1
393	в то	1	1
394	которого он	1	1
395	он еще	1	1
396	в самых	1	1
397	или еще	1	1
398	этого явления	1	1
399	на многих	1	1
400	эта сторона	1	1
401	смерти а	1	1
402	на землю	3	1
403	близки к	1	1
404	этих двух	2	1
405	во всем	2	1
406	в процессе	2	1
407	до того	1	1
408	не вполне	2	1
409	именно потому	1	1
410	что на	1	1
411	тела и	6	1
412	их от	1	1
413	и далеко	1	1
414	с другом	1	1
415	у нас	1	1
416	мы встречаем	1	1
417	со стороны	1	1
418	не могут	3	1
419	вошли в	1	1
420	они и	1	1
421	например на	1	1
422	оружие и	1	1
423	на это	1	1
424	время он	1	1
425	для дальнейшего	1	1
426	как мы	6	1
427	от друга	1	1
428	без всякого	1	1
429	миром и	1	1
430	смысл этих	1	1
431	характер и	1	1
432	в пределах	1	1
433	в дальнейшем	8	1
434	особенно в	2	1
435	особый интерес	1	1
436	иногда в	1	1
437	она была	3	1
438	и многое	1	1
439	мира и	4	1
440	был не	1	1
441	с ним	3	1
442	образом в	2	1
443	сводится к	1	1
444	вот почему	1	1
445	время в	2	1
446	людей как	1	1
447	него со	1	1
448	связанной с	2	1
449	и во	3	1
450	от него	2	1
451	вся эта	3	1
452	которые мы	1	1
453	позволит нам	2	1
454	отметить что	2	1
455	есть с	1	1
456	иначе в	1	1
457	века и	6	1
458	и следовательно	1	1
459	природы эта	1	1
460	с человеческим	1	1
461	бросается в	1	1
462	в частности	5	1
463	и одновременно	5	1
464	всякого рода	1	1
465	ее то	1	1
466	новое рождение	1	1
467	рождения но	1	1
468	этот вопрос	2	1
469	собой не	1	1
470	в какой	1	1
471	и действительно	1	1
472	чтобы освободиться	1	1
473	очень многих	1	1
474	который в	1	1
475	плодородия и	1	1
476	игра в	2	1
477	с которыми	1	1
478	до наших	1	1
479	для всех	1	1
480	уже не	3	1
481	только на	2	1
482	иной форме	4	1
483	еще одну	1	1
484	на этих	1	1
485	от других	1	1
486	и других	3	1
487	же объясняется	1	1
488	за ним	1	1
489	сущность и	1	1
490	ни с	2	1
491	представлений о	1	1
492	вовсе не	18	1
493	друг друга	3	1
494	ее на	1	1
495	такие которые	1	1
496	др все	1	1
497	именно как	1	1
498	не были	3	1
499	ней и	1	1
500	подлежит никакому	1	1
501	связаны с	3	1
502	и прежде	3	1
503	при всей	2	1
504	в настоящем	1	1
505	в общей	1	1
506	многое другое	1	1
507	что не	2	1
508	наконец этот	1	1
509	к человеку	1	1
510	только по	1	1
511	и стал	1	1
512	а на	1	1
513	религиозные обряды	1	1
514	здесь эта	1	1
515	до конца	2	1
516	своего рода	1	1
517	жизнь в	1	1
518	на весь	3	1
519	подобного рода	1	1
520	о чем	1	1
521	он находит	2	1
522	так говорит	1	1
523	с нашей	1	1
524	и глубокое	1	1
525	и становятся	1	1
526	не осталось	1	1
527	и потому	10	1
528	пусть эти	1	1
529	и приобретает	1	1
530	это одно	1	1
531	характера и	1	1
532	xix века	5	1
533	по своему	8	1
534	он говорит	1	1
535	к жизни	2	1
536	в той	5	1
537	друг с	1	1
538	остается в	1	1
539	он обещает	1	1
540	там они	1	1
541	и внешне	1	1
542	отдельности и	1	1
543	там где	1	1
544	человек с	1	1
545	на свете	1	1
546	в это	2	1
547	здесь так	1	1
548	полно и	2	1
549	пр в	1	1
550	только для	1	1
551	божества и	1	1
552	и рождения	1	1
553	с радостью	1	1
554	ранних стадиях	1	1
555	в книге	2	1
556	в более	3	1
557	он спустился	1	1
558	этот образ	1	1
559	очень интересный	1	1
560	при таком	2	1
561	в результате	1	1
562	это как	4	1
563	особого рода	1	1
564	это позволяет	1	1
565	еще более	5	1
566	ни к	2	1
567	был связан	2	1
568	все они	1	1
569	же в	2	1
570	лежит в	1	1
571	на части	1	1
572	которое выходит	1	1
573	его к	2	1
574	к какому	2	1
575	нам важны	1	1
576	же несколько	1	1
577	из тех	2	1
578	вроде например	1	1
579	в самом	4	1
580	но еще	1	1
581	то оно	1	1
582	и эта	3	1
583	она уходит	1	1
584	к этому	1	1
585	в таком	2	1
