N	3gram	Vinokur_Ku_2	Istorich
1	и т д	14	22
2	не может быть	4	7
3	тем не менее	5	6
4	с другой стороны	7	5
5	до сих пор	1	5
6	в большинстве случаев	1	4
7	с одной стороны	1	4
8	на то что	2	4
9	в том что	10	4
10	дело в том	1	3
11	точно так же	3	3
12	то время как	1	3
13	в то время	1	3
14	в связи с	3	3
15	о том что	1	3
16	но все же	2	3
17	можно было бы	9	3
18	что мы имеем	1	2
19	в зависимости от	4	2
20	в таких случаях	2	2
21	из предпосылки что	1	2
22	бы то ни	1	2
23	на этот вопрос	2	2
24	вместе с тем	2	2
25	и тем не	4	2
26	так же как	2	2
27	то ни было	1	2
28	в отличие от	2	2
29	большей или меньшей	3	2
30	само по себе	5	2
31	с самого начала	1	2
32	к тому чтобы	1	1
33	мы будем иметь	1	1
34	мы в нашем	1	1
35	не слова а	1	1
36	если бы нам	1	1
37	как можно было	1	1
38	и здесь не	1	1
39	почему это так	1	1
40	бы нам удалось	1	1
41	поставить вопрос о	2	1
42	зависимости от степени	1	1
43	все дело в	1	1
44	здесь можно было	1	1
45	иметь в виду	1	1
46	какой бы то	1	1
47	уже не может	3	1
48	прежде всего в	1	1
49	в виде отдельных	1	1
50	не говоря уже	2	1
51	т е то	1	1
52	в этом смысле	5	1
53	в соответствии с	2	1
54	влечет за собой	1	1
55	в этом случае	2	1
56	только тогда когда	1	1
57	так как оно	1	1
58	но все это	1	1
59	в своей книге	1	1
60	на точку зрения	1	1
61	сами по себе	1	1
62	можно говорить о	1	1
63	который лежит в	1	1
64	но оно не	1	1
65	для этой цели	1	1
66	а так как	1	1
67	только то что	1	1
68	но он не	1	1
69	и т п	24	1
70	в противном случае	1	1
71	говоря уже о	2	1
72	может быть только	2	1
73	и в области	1	1
74	в том случае	2	1
75	что здесь не	1	1
76	где не хватает	1	1
77	в значительной степени	1	1
78	едва ли не	1	1
79	уже о том	1	1
80	приводит к тому	1	1
81	которая была бы	1	1
82	в том чтобы	1	1
83	в иных случаях	1	1
84	не только в	4	1
85	ответ на этот	1	1
86	своей книге о	1	1
87	не только для	1	1
88	в большей или	3	1
89	именно это и	1	1
90	это своего рода	1	1
91	не в том	1	1
92	это все же	1	1
93	не могут быть	1	1
94	тем или иным	1	1
95	на вопросе о	1	1
96	на этом пути	1	1
97	вслед за тем	1	1
98	за это время	1	1
99	что явление это	1	1
100	по себе не	2	1
101	мы могли бы	1	1
102	об этом можно	1	1
103	все же и	2	1
104	из всех этих	1	1
105	есть не что	1	1
106	таким образом в	1	1
107	до тех пор	1	1
108	вопрос о характере	1	1
109	и что такое	1	1
110	того или иного	2	1
111	мы знаем что	2	1
112	но и для	1	1
113	легко заметить что	1	1
114	но так же	1	1
115	что иное как	1	1
116	но и здесь	1	1
117	не более как	1	1
118	смысле этого слова	1	1
119	после того как	1	1
120	с течением времени	1	1
121	к тому что	1	1
122	в каком отношении	1	1
123	не значит что	1	1
124	не что иное	1	1
125	тех или иных	1	1
126	по сравнению со	1	1
127	то же что	1	1
128	что это так	2	1
129	дело не в	2	1
130	для того чтобы	8	1
131	по его мнению	1	1
132	а в форме	1	1
133	здесь однако нет	1	1
134	т д а	1	1
135	к тому же	1	1
136	том что и	1	1
137	в этом отношении	3	1
