N	3gram	Bakhtin_Fr_2	Vladivir
1	в том что	1	10
2	о том что	3	8
3	с точки зрения	5	6
4	не может быть	4	6
5	там же с	2	6
6	в те времена	1	5
7	в конце концов	1	5
8	дело в том	1	5
9	содержит в себе	2	4
10	в настоящее время	1	3
11	то что в	1	3
12	на первом плане	3	3
13	не менее если	1	3
14	во всяком случае	2	3
15	с одной стороны	3	3
16	в то же	6	3
17	в году в	2	3
18	и в отношении	1	3
19	как мы видели	2	3
20	но даже и	2	2
21	также и в	1	2
22	одной стороны и	1	2
23	на самом же	1	2
24	в этом отношении	3	2
25	и в то	2	2
26	за свое существование	1	2
27	даже и не	1	2
28	даже и в	1	2
29	только в году	1	2
30	с другой стороны	3	2
31	самом же деле	1	2
32	в себе и	2	2
33	то же время	6	2
34	далеко за пределы	1	2
35	на то что	1	2
36	то есть о	1	2
37	в одном акте	1	1
38	потому что в	1	1
39	ровно ничего не	1	1
40	как и для	1	1
41	как и прежде	1	1
42	и как мы	1	1
43	перед нами здесь	1	1
44	был еще и	1	1
45	в этом последнем	1	1
46	не только с	1	1
47	и ни на	1	1
48	в том же	1	1
49	в этом случае	1	1
50	так и его	1	1
51	находим уже в	1	1
52	до сих пор	4	1
53	выходит далеко за	1	1
54	при этом что	1	1
55	в строгом смысле	1	1
56	в первую очередь	1	1
57	только то что	2	1
58	что в нем	1	1
59	на точке зрения	1	1
60	и даже в	2	1
61	этом отношении он	1	1
62	для него только	1	1
63	в своей статье	2	1
64	мы находим уже	1	1
65	не подлежит никакому	1	1
66	далеко не всегда	1	1
67	не только в	5	1
68	подлежит никакому сомнению	1	1
69	в самом процессе	1	1
70	и не вполне	1	1
71	то есть через	1	1
72	в связи со	1	1
73	в новое время	1	1
74	без учета этого	1	1
75	т ii с	1	1
76	еще раз что	1	1
77	не только не	1	1
78	выходит за пределы	1	1
79	с целым рядом	1	1
80	включает в себя	2	1
81	мы знаем что	1	1
82	она была на	1	1
83	не только на	1	1
84	как не может	1	1
85	не только то	1	1
86	не только от	1	1
87	для того чтобы	1	1
88	но вот в	1	1
89	ее то есть	1	1
90	то есть на	1	1
