N	2gram	Trubetskoy_1	Istorich
1	и в	26	22
2	мы имеем	2	19
3	в этом	15	17
4	что в	9	15
5	не только	10	14
6	мы видели	2	13
7	но и	9	12
8	и не	8	12
9	попадает в	4	11
10	в этих	4	11
11	может быть	10	11
12	и пр	1	11
13	но в	7	10
14	таким образом	22	10
15	еще не	2	10
16	в нем	4	9
17	что и	6	9
18	в том	11	9
19	что он	4	9
20	вместе с	15	9
21	мы видим	1	8
22	что они	1	8
23	с этим	1	8
24	том что	7	8
25	но не	8	7
26	то что	7	7
27	и здесь	2	7
28	мы должны	6	7
29	уже не	3	7
30	из них	7	7
31	так как	9	7
32	с другой	8	7
33	другой стороны	1	7
34	там где	1	7
35	к этому	3	7
36	то же	4	6
37	мы уже	1	6
38	не вполне	3	6
39	это не	1	6
40	в ином	1	6
41	во время	4	6
42	ничего не	1	6
43	связи с	9	6
44	возможно что	1	6
45	если бы	3	6
46	в них	2	6
47	что здесь	1	6
48	друг друга	1	6
49	мы можем	2	6
50	а не	5	6
51	связь с	2	6
52	в течение	4	6
53	а в	4	6
54	с ней	3	6
55	все же	6	5
56	он не	4	5
57	что она	1	5
58	в этой	4	5
59	тем не	3	5
60	не менее	3	5
61	могут быть	1	5
62	живет в	1	5
63	к нему	7	5
64	того что	3	5
65	один из	2	5
66	так что	3	5
67	до сих	5	5
68	или по	2	5
69	сих пор	5	5
70	одним из	2	4
71	и на	2	4
72	все эти	6	4
73	видели что	1	4
74	отношение к	5	4
75	не в	2	4
76	имеем в	1	4
77	на этом	1	4
78	и с	10	4
79	не всегда	2	4
80	у нас	1	4
81	видим что	1	4
82	и его	1	4
83	тем что	1	4
84	только в	4	4
85	сказки в	1	4
86	в других	3	4
87	представляют собой	1	4
88	а именно	1	4
89	связано с	2	4
90	они не	1	4
91	в данном	1	4
92	в свою	2	4
93	не может	4	4
94	и другие	3	4
95	в русских	2	3
96	связана с	2	3
97	их и	1	3
98	представление о	6	3
99	и ее	1	3
100	не совсем	1	3
101	в чем	1	3
102	в одной	1	3
103	некоторое время	1	3
104	целый ряд	4	3
105	и как	3	3
106	и к	5	3
107	представляет собой	3	3
108	из этих	10	3
109	на его	1	3
110	их в	1	3
111	его в	1	3
112	было бы	1	3
113	должен был	4	3
114	далеко не	4	3
115	как и	1	3
116	состоит в	2	3
117	должны были	1	3
118	одном из	1	3
119	никогда не	5	3
120	потому что	7	3
121	а мы	1	3
122	однако это	1	3
123	к тому	6	3
124	о том	6	3
125	но по	3	3
126	здесь не	1	3
127	данном случае	1	3
128	смерти в	1	3
129	уже с	3	3
130	на нее	3	3
131	жить в	1	3
132	можно только	2	3
133	от них	2	3
134	в его	5	3
135	эти два	1	3
136	с ними	1	3
137	видели выше	1	3
138	и у	8	3
139	при помощи	1	3
140	прежде всего	2	3
141	а через	1	3
142	у него	1	3
143	превращается в	2	3
144	в связи	3	3
145	так же	5	3
146	быть и	2	3
147	но это	1	3
148	и от	4	3
149	его не	2	3
150	и все	2	3
151	сказать что	2	3
152	все что	2	3
153	к нашей	1	2
154	но тем	1	2
155	и есть	1	2
156	в котором	4	2
157	той же	1	2
158	же как	3	2
159	время как	1	2
160	в ней	1	2
161	к жизни	5	2
162	в сторону	1	2
163	по отношению	1	2
164	в качестве	3	2
165	вступают в	1	2
166	как в	1	2
167	в своем	3	2
168	есть ли	1	2
169	в этот	1	2
170	ни один	2	2
171	то время	1	2
172	тому же	5	2
173	если он	1	2
174	не могла	2	2
175	при этом	3	2
176	из этой	2	2
177	на одну	1	2
178	они в	2	2
179	всех этих	1	2
180	в виде	4	2
181	что еще	1	2
182	так и	6	2
183	но все	7	2
184	на все	2	2
185	известно что	1	2
186	смерть и	1	2
187	ни в	1	2
188	с тем	18	2
189	и для	5	2
190	и некоторые	1	2
191	такой же	1	2
192	точки зрения	13	2
193	в которых	4	2
194	но они	1	2
195	и более	1	2
196	даже в	1	2
197	случае в	1	2
198	в то	4	2
199	не имеет	5	2
200	имеются и	1	2
201	с одним	2	2
202	в русском	2	2
203	относится к	2	2
204	за время	1	2
205	ли это	2	2
206	как только	1	2
207	утверждать что	2	2
208	на это	1	2
209	головной убор	1	2
210	особенности этого	1	2
211	и это	2	2
212	и о	3	2
213	живущие в	1	2
214	роль в	1	2
215	с собой	1	2
216	не с	2	2
217	связан с	2	2
218	одного из	1	2
219	из малого	1	2
220	когда его	1	2
221	связанных с	2	2
222	после того	1	2
223	образом в	5	2
224	и что	4	2
225	за это	1	2
226	в силу	5	2
227	с того	2	2
228	а также	2	2
229	должно было	2	2
230	между тем	2	2
231	же в	1	2
232	обращаются с	1	2
233	этот вопрос	1	2
234	дело с	1	2
235	и действительно	2	2
236	очень много	2	2
237	и так	1	2
238	а после	3	2
239	с одной	7	2
240	из которого	3	2
241	попадают в	1	2
242	в жизни	1	2
243	мы знаем	1	2
244	себе в	1	2
245	всяком случае	6	2
246	в одном	3	2
247	никто не	1	2
248	перейти к	1	2
249	только на	1	2
250	и даже	3	2
251	после смерти	10	2
252	не было	2	2
253	одной стороны	7	2
254	и вновь	1	2
255	уже давно	2	2
256	нет никаких	1	2
257	и потому	6	2
258	да и	1	2
259	можно сказать	3	2
260	если не	2	2
261	происходит в	1	2
262	то не	1	2
263	нет ничего	1	2
264	совершенно не	1	2
265	совсем так	1	2
266	отношению к	3	2
267	жизни и	2	2
268	точно так	3	2
269	только не	2	2
270	во всяком	6	2
271	к людям	1	1
272	она была	1	1
273	таком случае	1	1
274	рассматривается как	1	1
275	начинается с	1	1
276	и через	1	1
277	самом деле	1	1
