N	2gram	Vinokur_Ku_3	Myshleni
1	письменной речи	4	39
2	то что	4	26
3	в этом	16	25
4	что он	6	25
5	письменная речь	1	22
6	потому что	12	21
7	таким образом	9	19
8	точки зрения	23	18
9	в том	22	18
10	не может	6	18
11	того чтобы	11	17
12	не только	17	16
13	и в	23	16
14	того что	11	16
15	так как	9	16
16	что в	13	16
17	том что	11	15
18	так же	2	15
19	для того	12	14
20	в сущности	4	13
21	между собой	1	13
22	в процессе	3	13
23	сказать что	7	13
24	вопрос о	11	12
25	по отношению	3	12
26	в области	14	12
27	и что	7	12
28	между обучением	1	12
29	и не	10	12
30	отношению к	2	12
31	из того	2	11
32	отношение к	3	11
33	родного языка	1	11
34	в его	11	11
35	но не	3	10
36	в силу	6	10
37	было бы	16	10
38	к осознанию	1	10
39	как мы	5	10
40	только в	6	10
41	а не	11	10
42	с помощью	6	10
43	с точки	16	9
44	в отношении	3	9
45	может быть	14	9
46	то же	6	8
47	в известном	2	8
48	должно быть	7	8
49	как и	5	8
50	если бы	8	8
51	тем самым	4	8
52	в основе	1	8
53	о том	6	8
54	он не	3	8
55	точка зрения	4	8
56	как это	7	8
57	мы должны	3	8
58	же как	1	7
59	того же	4	7
60	и есть	5	7
61	но он	1	7
62	по себе	6	7
63	приводит к	1	7
64	так и	6	7
65	известном смысле	2	7
66	если мы	7	7
67	в письменной	2	7
68	и на	1	6
69	но в	2	6
70	как он	2	6
71	связанные с	1	6
72	состоит в	2	6
73	в другом	1	6
74	но если	3	6
75	не в	5	6
76	речи в	7	6
77	что все	2	6
78	языка и	2	6
79	этот вопрос	3	6
80	но и	3	6
81	речи и	1	6
82	в той	4	6
83	в какой	3	6
84	к тому	3	6
85	в сфере	1	5
86	в такой	1	5
87	мере в	1	5
88	должна быть	3	5
89	мы и	1	5
90	что они	2	5
91	как в	4	5
92	в своем	4	5
93	говорит что	1	5
94	в которой	1	5
95	в обучении	1	5
96	показывает что	1	5
97	тому что	4	5
98	мысли и	2	5
99	внимания и	1	5
100	что с	1	5
101	в то	3	5
102	тогда когда	4	5
103	того как	7	5
104	никогда не	1	5
105	ничего не	6	5
106	можно было	11	5
107	на вопрос	3	5
108	но мы	2	5
109	можно сказать	2	5
110	заключается в	4	5
111	тот же	6	5
112	хотя бы	9	5
113	для него	1	5
114	тем что	5	5
115	как бы	5	5
116	обоих этих	1	5
117	влияет на	1	5
118	еще более	2	5
119	только что	2	5
120	не знает	2	5
121	и то	1	4
122	уже по	1	4
123	той же	3	4
124	что если	2	4
125	ответить на	2	4
126	оба эти	1	4
127	время как	1	4
128	а только	1	4
129	не то	2	4
130	друг от	1	4
131	за пределы	2	4
132	сама по	2	4
133	процессе развития	1	4
134	в самом	13	4
135	все эти	7	4
136	при этом	6	4
137	это не	3	4
138	такой же	2	4
139	стоит в	1	4
140	была посвящена	1	4
141	не имеет	3	4
142	в самых	1	4
143	казалось бы	1	4
144	могут быть	6	4
145	же самое	1	4
146	к овладению	2	4
147	не есть	3	4
148	от друга	1	4
149	в пределах	2	4
150	еще не	9	4
151	другом месте	1	4
152	не означает	2	4
