N	2gram	Losev_Vlad_3	Problema
1	то есть	24	46
2	в его	14	43
3	и не	25	42
4	и в	40	38
5	не может	14	27
6	может быть	8	26
7	как бы	3	22
8	отнюдь не	5	19
9	и с	9	17
10	и его	10	16
11	в этом	16	15
12	в нем	3	15
13	только в	13	13
14	прежде всего	10	13
15	независимо от	3	13
16	но не	4	12
17	за пределы	3	12
18	во всех	1	11
19	ни в	10	11
20	и для	3	11
21	таким образом	11	10
22	в их	2	10
23	к нему	3	10
24	не только	25	9
25	не имеет	4	9
26	его в	2	9
27	но и	18	9
28	и как	7	8
29	было бы	4	8
30	точки зрения	13	8
31	место в	1	8
32	для нее	1	8
33	произведения как	1	8
34	в том	18	8
35	и др	1	8
36	то что	28	8
37	еще не	4	7
38	в самом	4	7
39	в плане	1	7
40	как и	7	7
41	не в	3	7
42	как мы	8	7
43	с другой	5	7
44	отметить что	1	7
45	объекта и	1	7
46	совершенно не	2	7
47	в своей	9	7
48	что в	17	7
49	отношения к	5	6
50	самом деле	1	6
51	и наконец	2	6
52	не к	2	6
53	не всегда	1	6
54	с точки	6	6
55	не есть	10	6
56	можно только	2	6
57	ничего не	5	6
58	содержания и	2	6
59	все же	4	6
60	а в	7	6
61	только как	1	6
62	себя как	1	5
63	отличие от	3	5
64	в своем	8	5
65	все эти	5	5
66	при этом	3	5
67	то же	4	5
68	это не	3	5
69	в них	1	5
70	рядом с	1	5
71	далеко не	3	5
72	в отличие	3	5
73	так и	6	5
74	в основе	1	5
75	и о	4	5
76	никогда не	11	5
77	не нужно	2	5
78	может иметь	1	5
79	и прежде	1	5
80	конечно не	1	5
81	не на	2	5
82	а не	8	5
83	должно быть	5	5
84	все они	2	5
85	мы здесь	1	4
86	на самом	3	4
87	должна быть	2	4
88	конечно и	1	4
89	в виду	3	4
90	в ней	5	4
91	относится к	1	4
92	как в	1	4
93	но в	4	4
94	в нашем	2	4
95	в себе	9	4
96	перестает быть	1	4
97	произведение как	1	4
98	в данном	5	4
99	не менее	9	4
100	тем самым	2	4
101	о значении	2	4
102	в то	7	4
