N	2gram	Voloshinov_1	Analitik
1	не только	6	22
2	и в	13	18
3	как и	3	14
4	так и	3	14
5	в этом	2	14
6	и его	12	13
7	но и	3	13
8	том что	2	12
9	и не	8	12
10	при этом	2	11
11	а в	2	10
12	как бы	6	10
13	что в	3	9
14	может быть	8	9
15	а не	2	9
16	в том	2	9
17	с его	1	8
18	своего рода	2	8
19	по отношению	3	7
20	в его	7	7
21	с другой	2	7
22	но не	1	7
23	отношению к	3	7
24	еще не	1	6
25	в этой	1	6
26	в их	3	6
27	не в	3	6
28	к тому	2	6
29	для него	2	6
30	в начале	1	6
31	того же	1	5
32	мы имеем	1	5
33	в самом	2	5
34	лишь в	4	5
35	в мире	1	5
36	между тем	2	5
37	в конце	1	5
38	никогда не	3	5
39	и т.п	7	5
40	прежде всего	9	5
41	не является	4	5
42	такого рода	1	5
43	другой стороны	2	5
44	столь же	1	4
45	что он	1	4
46	отнюдь не	1	4
47	в своем	1	4
48	и как	1	4
49	и к	2	4
50	таким образом	6	4
51	состоит в	1	4
52	по себе	1	4
53	картины мира	1	4
54	в одном	3	4
55	ли не	1	4
56	не менее	2	4
57	в пределах	3	4
58	внимание на	1	4
59	далеко не	1	4
60	в данном	2	4
61	все же	5	4
62	героя и	2	4
63	здесь и	1	3
64	едва ли	1	3
65	который в	1	3
66	мы не	4	3
67	говорить о	3	3
68	в целом	2	3
69	уже в	2	3
70	что они	2	3
71	как в	2	3
72	с этим	3	3
73	что касается	1	3
74	с их	1	3
75	роль в	2	3
76	подобно тому	1	3
77	то же	4	3
78	в каждом	4	3
79	его в	1	3
80	ко второму	1	3
81	точки зрения	7	3
82	не столько	3	3
83	все это	4	3
84	в то	1	3
85	же время	1	3
86	с ее	1	3
87	в ее	3	3
88	данном случае	2	3
89	не должно	1	3
90	в произведении	2	3
91	так в	1	3
92	было бы	4	3
93	во всем	2	3
94	этом отношении	1	3
95	в особенности	1	3
96	еще и	4	3
97	не было	1	3
98	не всегда	1	3
99	он и	1	3
100	вступает в	1	3
101	в строке	1	3
102	как это	1	3
