N	2gram	Bakhtin_Pr_4	NovoeSre
1	а не	11	17
2	и в	46	16
3	не может	19	16
4	и не	27	11
5	и есть	1	10
6	в эпоху	1	9
7	что в	4	9
8	как не	1	8
9	в том	9	8
10	жизни и	5	8
11	он не	4	8
12	в этом	16	7
13	может быть	23	7
14	как и	12	7
15	это есть	1	7
16	средние века	1	7
17	высшей степени	1	6
18	с его	5	6
19	не в	10	6
20	ни в	6	6
21	в высшей	1	6
22	никогда не	6	6
23	лишь в	2	6
24	но это	6	6
25	не знает	4	6
26	с ее	3	5
27	в ней	1	5
28	и к	9	5
29	не только	14	5
30	в жизни	5	5
31	все это	6	5
32	в нем	17	5
33	не во	1	4
34	о том	5	4
35	и мы	1	4
36	в них	1	4
37	то что	4	4
38	это не	5	4
39	прежде всего	9	4
40	не было	2	4
41	должно быть	4	4
42	есть лишь	1	4
43	и потому	1	4
44	не менее	2	4
45	и для	3	4
46	и все	9	4
47	потому что	4	4
48	с другой	3	3
49	смысле слова	2	3
50	в ее	1	3
51	в средние	1	3
52	должна быть	2	3
53	вопрос о	2	3
54	человека и	3	3
55	еще не	7	3
56	во всех	5	3
57	и быстро	1	3
58	за пределы	5	3
59	лицом к	1	3
60	как в	4	3
61	духа и	1	3
62	конечно не	8	3
63	к ним	4	3
64	в мире	3	3
65	но и	12	3
66	не есть	1	3
67	и пр	2	3
68	к лицу	1	3
69	в своей	3	3
70	к жизни	2	3
71	она не	3	3
72	что такое	2	3
73	жизни не	2	3
74	жизни в	1	3
75	в духе	2	3
76	к тому	2	3
77	дня и	1	3
78	сказать что	2	3
79	и это	3	2
80	же как	2	2
81	должно стать	1	2
82	силы и	1	2
83	роль в	1	2
84	в нашу	1	2
85	ведь и	5	2
86	можно было	2	2
87	так и	4	2
88	времени и	2	2
89	мы не	4	2
90	мира и	1	2
91	и с	7	2
92	для этого	2	2
93	стремление к	1	2
94	но она	2	2
95	и что	3	2
96	и на	11	2
97	но не	4	2
98	которую она	1	2
99	в новом	1	2
100	века и	1	2
101	все время	2	2
102	в центре	3	2
103	с этим	2	2
104	хотя и	6	2
105	но в	6	2
106	все эти	4	2
107	с одной	1	2
108	себя в	3	2
109	с их	1	2
110	есть в	6	2
111	в себе	7	2
112	уже не	4	2
113	политики и	1	2
114	стремиться к	1	2
115	не к	3	2
116	у него	5	2
117	что она	1	2
118	в одну	1	2
119	что все	1	2
120	нет и	2	2
121	и даже	3	2
122	и т.п	14	2
123	этом смысле	2	2
124	духовной жизни	1	2
125	и начала	1	2
126	том что	4	2
127	вместе с	2	2
128	так же	3	2
129	мы говорим	1	2
130	место в	1	2
131	не знал	1	2
132	мысли и	2	2
133	одной стороны	1	2
134	другой стороны	3	2
