N	3gram	Bakhtin_fo_1	Myshleni
1	в том что	2	31
2	с точки зрения	2	11
3	с одной стороны	2	9
4	в этом отношении	3	7
5	смысле этого слова	1	7
6	друг с другом	1	7
7	в самом деле	1	6
8	одно и то	3	6
9	и то же	3	6
10	и того же	5	5
11	друг на друга	2	5
12	так же как	2	5
13	одного и того	5	5
14	для того чтобы	5	5
15	же как и	2	4
16	на первый план	1	4
17	то увидим что	1	4
18	в этом случае	1	3
19	вместе с тем	2	3
20	в себе и	1	3
21	с тем что	1	3
22	если мы проследим	1	3
23	по сравнению с	2	3
24	во всяком случае	1	3
25	в связи с	5	3
26	о том что	1	3
27	как мы уже	8	3
28	нашей точки зрения	3	2
29	связей и отношений	1	2
30	в том числе	4	2
31	одной стороны и	2	2
32	и не только	2	2
33	в отличие от	2	2
34	но и в	2	2
35	мы видим в	1	2
36	том числе и	2	2
37	в данном случае	1	2
38	в высшей степени	1	2
39	и тогда когда	1	2
40	но вместе с	1	2
41	с нашей точки	3	2
42	не могут быть	1	2
43	все более и	1	2
44	мы уже говорили	3	2
45	в основе этого	1	2
46	между этими двумя	3	2
47	в свою очередь	1	2
48	к выводу что	1	2
49	никогда не бывает	1	2
50	более и более	1	2
51	в своем дальнейшем	1	1
52	по своей природе	1	1
53	том что в	1	1
54	на том что	1	1
55	одних и тех	2	1
56	по этому вопросу	1	1
57	прежде всего в	1	1
58	с ним но	1	1
59	равно как и	2	1
60	понятно что в	2	1
61	все эти предметы	1	1
62	между собой в	1	1
63	и во всех	1	1
64	на один день	1	1
65	в зависимости от	1	1
66	в той же	1	1
67	не входит в	1	1
68	своем дальнейшем развитии	1	1
69	таким образом все	1	1
70	и с которой	1	1
71	эти три типа	1	1
72	до сих пор	3	1
73	совершенно ясно что	1	1
74	на деле и	1	1
75	и тех же	2	1
76	одном и том	1	1
77	связанных между собой	1	1
78	сама историческая действительность	1	1
79	как если бы	2	1
80	которые могут быть	1	1
81	сюда мы относим	1	1
82	так как он	1	1
83	и в частности	2	1
84	же что и	2	1
85	то время как	2	1
86	не имеют никаких	1	1
87	себе не имеет	1	1
88	имел в виду	1	1
89	не только в	2	1
90	в противоречии с	1	1
91	и том же	1	1
92	а также и	2	1
93	он не является	1	1
94	приходит к выводу	1	1
95	и как бы	1	1
96	как мы это	1	1
97	к тому же	2	1
98	друг к другу	2	1
99	когда мы говорим	1	1
100	не может быть	3	1
101	в то время	3	1
102	по отношению к	3	1
103	именно в процессе	1	1
104	тогда когда они	1	1
105	между ними не	1	1
106	но для того	2	1
107	и которые в	1	1
108	с самого начала	2	1
109	но все же	2	1
110	мы говорим о	1	1
111	внутренние и внешние	1	1
112	и ту же	1	1
113	не только на	1	1
114	и не имеют	1	1
115	он имеет в	1	1
116	поставить вопрос об	1	1
117	и самое слово	1	1
118	и во всей	2	1
119	мы уже указывали	4	1
120	этими двумя моментами	1	1
121	одну и ту	1	1
122	как и в	2	1
123	в том же	1	1
124	тот факт что	1	1
