N	3gram	Tiupa_Lite_2	StatiiOP
1	в том что	5	11
2	и т п	2	6
3	не может быть	7	5
4	по крайней мере	2	4
5	с точки зрения	3	4
6	в этом отношении	3	4
7	с другой стороны	4	4
8	о том что	2	4
9	состоит в том	4	3
10	прежде всего в	1	3
11	в конце концов	1	3
12	не в том	1	3
13	то же время	9	3
14	может быть это	1	3
15	в то же	9	3
16	в русской поэзии	1	2
17	в том чтобы	3	2
18	с одной стороны	6	2
19	тем что в	1	2
20	во всех этих	1	2
21	к тому что	1	2
22	а с другой	1	2
23	тем не менее	2	2
24	но то что	1	1
25	на самом деле	1	1
26	что же касается	1	1
27	то же самое	1	1
28	он не может	1	1
29	говоря уже о	2	1
30	вместе с тем	1	1
31	могло бы показаться	1	1
32	он говорит у	1	1
33	является одним из	1	1
34	можно было бы	1	1
35	а то и	1	1
36	с этой точки	1	1
37	вместе с ним	1	1
38	в интересах которого	1	1
39	в самом начале	1	1
40	приводит к тому	1	1
41	в такой же	1	1
42	пути по которому	1	1
43	в этом же	1	1
44	в стихах и	1	1
45	в свое время	2	1
46	этой точки зрения	1	1
47	в свою очередь	1	1
48	в одном из	1	1
49	том что этот	1	1
50	не только не	1	1
51	и не является	1	1
52	той или иной	1	1
53	речь идет о	3	1
54	вовсе не является	1	1
55	для того чтобы	1	1
56	что в ней	1	1
57	как мы видели	1	1
58	в русской литературе	2	1
59	не говоря уже	2	1
