1	по отношению к	7	13
2	в том что	4	13
3	не может быть	8	9
4	только в том	1	6
5	с другой стороны	8	5
6	по его мнению	1	4
7	но и в	1	4
8	в том смысле	1	4
9	в этом смысле	1	4
10	не в том	1	4
11	и т д	15	4
12	в свою очередь	1	4
13	только тогда когда	1	4
14	не только в	1	3
15	в противном случае	1	3
16	сама по себе	1	3
17	а между тем	1	3
18	в то же	5	3
19	с одной стороны	2	3
20	то же время	5	3
21	а в том	1	3
22	подобно тому как	2	3
23	но с другой	1	2
24	не только для	1	2
25	к тому что	3	2
26	одном и том	2	2
27	все то что	1	2
28	не могут быть	4	2
29	и может быть	1	2
30	в одном и	1	2
31	в применении к	1	2
32	и т п	9	2
33	но и для	1	2
34	служит для него	1	2
35	для того чтобы	2	2
36	заключает в себе	1	2
37	в таком случае	1	2
38	и том же	2	2
39	по крайней мере	2	2
40	на этот вопрос	1	2
41	не могло бы	1	2
42	не только не	2	2
43	говоря уже о	1	1
44	чтобы не впасть	1	1
45	могут быть сведены	1	1
46	то что в	1	1
47	от того что	2	1
48	что во всех	1	1
49	и связанное с	1	1
50	одной стороны и	2	1
51	после того как	1	1
52	как если бы	1	1
53	имеет свою историю	1	1
54	связанное с ними	1	1
55	вместе с этим	1	1
56	а не по	1	1
57	них не было	1	1
58	может быть признана	1	1
59	в связи с	4	1
60	сами по себе	1	1
61	потому что самое	1	1
62	лицом к лицу	1	1
63	до сих пор	2	1
64	что в них	1	1
65	что совокупность понятий	1	1
66	между этими двумя	1	1
67	могло бы быть	1	1
68	можно было бы	2	1
69	между ними нет	1	1
70	именно в том	1	1
71	не по частям	1	1
72	не впасть в	1	1
73	во всяком случае	2	1
74	в этом отношении	13	1
75	мы видели что	3	1
76	не говоря уже	1	1
77	именно эти формы	1	1
78	хотим сказать что	1	1
79	более или менее	6	1
80	того что не	1	1
81	том смысле что	1	1
82	в каждом отдельном	2	1
83	может быть выражена	1	1
84	таким образом уже	1	1
85	того или другого	1	1
86	так же как	1	1
87	в одном из	3	1
88	доказывается тем что	1	1
89	с этой точки	1	1
90	что все они	1	1
91	в то время	1	1
92	вопрос о том	1	1
93	нашего познания и	1	1
94	не было бы	4	1
95	таким образом в	2	1
96	что мы имеем	1	1
97	в ней не	1	1
98	о том что	3	1
99	то все же	1	1
100	уже о том	1	1
101	мы хотим сказать	1	1
102	другой стороны он	1	1
103	этой точки зрения	2	1
104	к более легким	1	1
105	только то что	2	1
