N	2gram	Bakhtin_Pr_4	KulturaY
1	и в	46	23
2	точки зрения	11	23
3	в том	9	22
4	не только	14	17
5	в этом	16	16
6	было бы	3	16
7	с точки	9	16
8	самом деле	4	14
9	может быть	23	14
10	в области	1	14
11	в самом	9	13
12	что в	4	13
13	не менее	2	12
14	потому что	4	12
15	вопрос о	2	11
16	том что	4	11
17	того чтобы	1	11
18	можно было	2	11
19	в его	9	11
20	а не	11	11
21	у нас	2	10
22	и не	27	10
23	еще не	7	9
24	таким образом	4	9
25	хотя бы	2	9
26	так как	5	9
27	прежде всего	9	9
28	лишь в	2	8
29	если бы	3	8
30	в виду	4	8
31	уже не	4	8
32	до сих	8	8
33	сих пор	8	8
34	как на	1	8
35	как это	1	7
36	все эти	4	7
37	в нашем	1	7
38	должно быть	4	7
39	того как	2	7
40	если мы	5	7
41	те же	2	7
42	и что	3	7
43	с другой	3	7
44	в языке	2	7
45	или иной	2	7
46	на фоне	6	7
47	в данном	2	7
48	слова и	7	7
49	сказать что	2	7
50	то же	6	6
51	в общем	2	6
52	с помощью	3	6
53	в силу	1	6
54	только в	6	6
55	так и	4	6
56	при этом	5	6
57	и тем	2	6
58	в их	4	6
59	ничего не	2	6
60	связи с	1	6
61	не может	19	6
62	языка в	2	6
63	могут быть	2	6
64	по себе	7	6
65	о том	5	6
66	после того	1	6
67	что и	3	6
68	что он	6	6
69	для этого	2	6
70	также и	3	5
71	и есть	1	5
72	в первом	1	5
73	как мы	12	5
74	все же	4	5
75	хотя и	6	5
76	из этих	3	5
77	как бы	19	5
78	что она	1	5
79	как и	12	5
80	здесь можно	1	5
81	не в	10	5
82	вовсе не	9	5
83	не могут	3	5
84	той или	2	5
85	слов и	3	5
86	в поэзии	2	5
87	тем что	3	5
88	далеко не	3	5
89	в связи	1	5
90	что же	3	5
91	не будем	1	5
92	но это	6	5
93	а в	2	5
94	совершенно не	4	5
95	того же	3	4
96	в сущности	7	4
97	на практике	1	4
98	точка зрения	1	4
99	как в	4	4
100	в своем	3	4
101	целый ряд	2	4
102	в целом	1	4
103	языка как	1	4
104	этого слова	2	4
105	убедиться что	1	4
106	в своей	3	4
107	что такое	2	4
108	не столько	1	4
109	которые в	2	4
110	тому что	1	4
111	тем самым	1	4
