N	2gram	Potebnia_M_4	FransuaR
1	и в	23	29
2	то есть	34	21
3	таким образом	24	20
4	и не	18	16
5	в этой	1	13
6	и все	4	13
7	но в	8	12
8	как и	14	12
9	и на	3	11
10	в этом	23	11
11	так и	6	11
12	то же	14	10
13	мы уже	3	10
14	не только	10	10
15	во время	2	10
16	в то	4	10
17	как мы	2	10
18	все эти	3	9
19	и с	4	9
20	его в	4	9
21	вовсе не	7	9
22	но и	11	9
23	же время	3	8
24	и его	2	8
25	в его	5	8
26	прежде всего	1	8
27	как бы	5	8
28	в них	3	7
29	мы видели	1	7
30	в том	23	7
31	так как	14	7
32	так же	4	7
33	в сущности	2	6
34	этот процесс	1	6
35	своего рода	1	6
36	но он	1	6
37	здесь в	1	6
38	в большинстве	2	6
39	из них	1	6
40	и до	3	5
41	что это	7	5
42	в нем	7	5
43	большинстве случаев	2	5
44	в своей	1	5
45	рядом с	1	5
46	и о	4	5
47	это не	7	5
48	это место	1	5
49	у него	1	5
50	далеко не	1	5
51	сказать что	8	5
52	и по	3	5
53	того же	1	5
54	связана с	1	4
55	на самом	3	4
56	и есть	3	4
57	в которой	6	4
58	еще не	3	4
59	в нашем	2	4
60	в образе	2	4
61	точки зрения	4	4
62	но они	1	4
63	этот образ	2	4
64	тела и	2	4
65	что он	4	4
66	конечно не	2	4
67	тем что	10	4
68	с другой	2	4
69	и др	2	4
70	по своему	2	4
71	только для	2	4
72	но это	3	4
73	все это	5	4
74	один из	2	4
75	перед нами	1	4
76	мира и	1	4
77	то что	29	4
78	есть и	2	4
79	жизни и	1	4
80	и за	1	3
81	той же	3	3
82	и здесь	2	3
83	в ней	2	3
84	в чем	1	3
85	частей тела	1	3
86	но как	1	3
87	в своем	8	3
88	и как	2	3
89	то в	3	3
90	в себе	14	3
91	при этом	15	3
92	он не	2	3
93	и сам	1	3
94	для того	6	3
95	подобно тому	2	3
96	том что	12	3
97	в эту	1	3
98	свою речь	1	3
99	образом и	1	3
100	не видят	1	3
101	самого начала	2	3
102	того чтобы	4	3
103	если кто	1	3
104	в разных	3	3
105	и вполне	2	3
106	в шахматы	2	3
107	в ее	2	3
108	с самого	1	3
109	роль в	1	3
110	что у	3	3
111	образом в	5	3
112	там же	3	3
113	к нему	5	3
114	но конечно	1	3
115	того что	14	3
116	что здесь	1	3
117	с ними	3	3
118	на языке	1	3
119	и так	3	3
120	в качестве	1	3
121	эти образы	2	3
122	и они	2	3
123	и других	3	3
124	и их	3	3
125	в известной	1	3
126	том числе	1	3
127	мы можем	10	3
128	и даже	2	3
129	превращается в	2	3
130	на эту	1	3
131	там где	3	3
132	границы между	1	3
133	тому как	2	3
134	все же	1	3
135	что значит	2	3
136	у них	1	3
137	мы видим	2	3
138	тот же	2	3
139	другой стороны	1	3
140	в частности	1	3
141	и то	5	2
142	значение это	1	2
143	в приведенном	1	2
144	то время	1	2
145	в виду	3	2
146	на них	1	2
147	в различных	2	2
148	с одной	1	2
149	но не	1	2
150	один и	5	2
151	как в	7	2
152	дает нам	1	2
153	кроме того	3	2
154	хотя и	5	2
155	и к	6	2
156	бы не	3	2
157	и тот	3	2
158	так сказать	5	2
159	на его	3	2
160	время и	1	2
161	на этом	1	2
162	может быть	26	2
163	и мы	5	2
164	не мог	1	2
165	и кости	1	2
166	на первый	1	2
167	в этих	3	2
168	бы на	1	2
169	и при	2	2
170	в котором	4	2
171	с точки	3	2
172	в их	1	2
173	большую роль	1	2
174	что я	11	2
175	их в	3	2
176	том же	2	2
177	на котором	4	2
178	дело в	1	2
179	весь этот	1	2
180	никогда не	3	2
181	связи с	3	2
182	уже и	2	2
183	как будто	1	2
184	у меня	1	2
185	числе и	1	2
186	к тому	3	2
187	два момента	1	2
188	если же	4	2
189	о том	8	2
190	с образом	1	2
191	и это	2	2
192	им в	1	2
193	в себя	1	2
194	или в	1	2
195	времени и	1	2
196	было в	3	2
197	во второй	1	2
198	о природе	1	2
199	в которые	1	2
200	быть может	4	2
201	с ним	5	2
202	другими словами	8	2
203	но мы	2	2
204	а также	1	2
205	все в	2	2
206	образом все	1	2
207	в другой	2	2
208	в ту	2	2
209	одной из	1	2
210	то он	2	2
211	и ряд	1	2
212	есть в	5	2
213	уже не	3	2
214	и у	2	2
215	уже в	5	2
216	это значение	2	2
217	в новом	1	2
218	друг друга	2	2
219	в других	2	2
220	даже и	3	2
221	со стороны	3	2
222	именно в	3	2
223	к которому	1	2
224	два раза	1	2
225	нужно сказать	1	2
226	одной стороны	1	2
227	в слове	22	2
228	с образами	2	2
229	стороны в	1	2
230	что такие	1	2
231	сравнение с	1	2
232	в той	4	2
233	в словах	1	2
234	да и	4	2
235	между прочим	3	2
236	и для	2	2
237	а как	2	2
238	здесь только	1	2
239	его к	2	2
240	нет ничего	3	2
241	между ними	4	2
242	они также	1	2
243	от всех	1	2
244	их с	1	2
245	не может	11	2
246	из этого	2	2
247	людей но	1	2
248	на свет	1	2
249	как на	1	2
250	только в	15	2
251	в своих	2	2
252	и эта	1	2
253	это в	1	2
254	себя как	1	1
255	ту же	3	1
256	обращается в	1	1
257	заимствованное из	1	1
258	вряд ли	1	1
259	связь эта	1	1
260	можем судить	2	1
261	что эти	3	1
262	должна быть	1	1
263	без влияния	1	1
264	в самом	3	1
265	со всех	1	1
266	в шутку	1	1
267	в первый	2	1
268	не была	1	1
269	человека и	3	1
270	не вполне	2	1
271	как было	1	1
272	но даже	2	1
273	которое в	3	1
274	с нашими	1	1
275	это время	1	1
276	дальнейшее развитие	1	1
277	переход к	1	1
278	силу своего	1	1
279	образов с	1	1
280	он сам	1	1
281	бы мы	1	1
282	только после	1	1
283	средств и	1	1
284	самом деле	3	1
285	непосредственной связи	1	1
286	видели что	1	1
287	а тем	1	1
288	явлений и	1	1
289	же она	1	1
290	значением и	1	1
291	не все	1	1
292	эта особенность	1	1
293	отношение к	2	1
294	отличие от	1	1
295	нет и	1	1
296	за пределы	1	1
297	значение для	1	1
298	относится к	1	1
299	первый взгляд	1	1
300	его на	1	1
301	с этим	7	1
302	что по	2	1
303	для которой	1	1
304	и реального	1	1
305	ее целом	1	1
306	говорят о	1	1
307	бы и	5	1
308	он в	1	1
309	что так	2	1
310	думать что	4	1
311	он думает	2	1
312	только на	4	1
313	только один	1	1
314	лица и	3	1
315	какую роль	1	1
316	на то	7	1
317	в наших	2	1
318	слово это	1	1
319	человек не	2	1
320	что слово	10	1
321	и если	3	1
322	например как	1	1
323	главным образом	1	1
324	есть одна	2	1
325	не значит	2	1
326	эта последняя	2	1
327	к разным	1	1
328	к одному	3	1
329	человеческого тела	1	1
330	в силу	7	1
331	что одно	1	1
332	довольно часто	1	1
333	с представлением	1	1
334	на жизнь	1	1
335	чтобы их	1	1
336	что она	2	1
337	встречаются и	1	1
338	здесь мы	2	1
339	значение в	1	1
340	в мире	2	1
341	непосредственно за	1	1
342	таком же	1	1
343	об этом	2	1
344	и чтобы	1	1
345	них не	1	1
346	весьма распространено	1	1
347	новый акт	2	1
348	входит в	1	1
349	это было	2	1
350	которого не	1	1
351	и огня	2	1
352	даже в	2	1
353	только о	2	1
354	же образом	1	1
355	в данном	4	1
356	на этот	2	1
357	мы не	8	1
358	при произнесении	1	1
359	и тогда	1	1
360	и того	1	1
361	одного и	1	1
362	это сочетание	1	1
363	я эту	1	1
364	что такое	7	1
365	благодаря этому	1	1
366	и без	2	1
367	в отношении	1	1
368	мысли и	7	1
369	которые в	1	1
370	было связано	2	1
371	друг другу	1	1
372	здесь следовательно	1	1
373	без него	2	1
374	нечто вроде	1	1
375	играть в	1	1
376	до известной	2	1
377	что эта	1	1
378	виду что	2	1
379	непосредственно и	1	1
380	дело не	2	1
381	только из	1	1
382	не по	1	1
383	таких например	1	1
384	говорить о	5	1
385	в самых	1	1
386	совершенно правильно	1	1
387	следовательно и	1	1
388	казалось бы	1	1
389	ничего не	1	1
390	связанное с	1	1
391	под одно	1	1
392	как она	2	1
393	это понимание	1	1
394	видим что	1	1
395	во всем	1	1
396	и мысли	2	1
397	потому что	33	1
398	же он	1	1
399	раз как	2	1
400	в девяти	1	1
401	этом отношении	1	1
402	ему в	1	1
403	что на	2	1
404	от того	4	1
405	у нас	2	1
406	что все	4	1
407	но все	1	1
408	раз эти	1	1
409	же самое	4	1
410	в высокой	2	1
411	бы он	1	1
412	как человек	3	1
413	они и	1	1
414	имели и	1	1
415	значение как	1	1
416	утверждать что	1	1
417	в каждой	1	1
418	правда не	1	1
419	куда ни	1	1
420	также имеет	1	1
421	образы и	3	1
422	всех сторон	1	1
423	значения и	1	1
424	не будет	3	1
425	свою очередь	1	1
426	какова же	1	1
427	и сами	2	1
428	данном случае	2	1
429	своих не	1	1
430	всей своей	1	1
431	так в	3	1
432	мнения что	1	1
433	на том	2	1
434	можно было	2	1
435	на нее	3	1
436	те же	3	1
437	когда его	1	1
438	сказано выше	1	1
439	если бы	13	1
440	о котором	1	1
441	которое будет	1	1
442	что весьма	1	1
443	по мере	7	1
444	находится в	5	1
445	живописи и	1	1
446	в отдельных	2	1
447	известной степени	3	1
448	действительности но	1	1
449	ее не	3	1
450	в самой	2	1
451	и та	4	1
452	и что	7	1
453	что каждый	1	1
454	же книге	1	1
455	можем сказать	2	1
456	живым и	1	1
457	можно сказать	4	1
458	все его	1	1
459	частью даже	1	1
460	нас в	2	1
461	и во	1	1
462	от него	2	1
463	на отдельные	1	1
464	и откуда	1	1
465	а у	1	1
466	ее от	1	1
467	которые мы	2	1
468	судить о	2	1
469	и всякая	1	1
470	не без	1	1
471	что и	7	1
472	примыкает к	5	1
473	я вижу	2	1
474	в форме	1	1
475	он берет	1	1
476	ко второму	2	1
477	еще более	2	1
478	них в	1	1
479	вообще и	3	1
480	с превращением	1	1
481	развития но	1	1
482	тех пор	6	1
483	быть и	2	1
484	т с	6	1
485	но с	1	1
486	с себя	1	1
487	не как	2	1
488	которым мы	1	1
489	дело с	1	1
490	оно относится	1	1
491	в вопросе	1	1
492	к нашему	1	1
493	или же	1	1
494	между этими	1	1
495	от них	1	1
496	по этому	1	1
497	именно на	2	1
498	образов в	1	1
499	игроки в	1	1
500	как нечто	1	1
501	в виде	2	1
502	каким образом	2	1
503	при помощи	3	1
504	превращаются в	1	1
505	к своим	1	1
506	на столе	1	1
507	ж не	2	1
508	эти слова	1	1
509	для него	5	1
510	которая и	1	1
511	в одном	4	1
512	должны стать	1	1
513	дальше в	2	1
514	люди не	1	1
515	глубокий смысл	1	1
516	образом что	2	1
517	указание на	1	1
518	не противоречит	1	1
519	перейти к	1	1
520	в это	2	1
521	до сих	4	1
522	и самая	1	1
523	а с	1	1
524	в природе	1	1
525	например тем	1	1
526	на словах	1	1
527	нет такого	1	1
528	и музыка	1	1
529	с которым	2	1
530	было сказано	1	1
531	сложное и	2	1
532	что мы	10	1
533	под влиянием	1	1
534	в руках	1	1
535	и вообще	2	1
536	к лицу	1	1
537	слова то	4	1
538	к его	2	1
539	который бы	2	1
540	и потому	10	1
541	для самого	2	1
542	другая сторона	2	1
543	отрывок из	1	1
544	построены на	1	1
545	независимо от	6	1
546	а следовательно	1	1
547	к самому	1	1
548	влияния на	1	1
549	она есть	1	1
550	лицом к	1	1
551	смысле этого	1	1
552	времени с	1	1
553	мы даем	1	1
554	эти последние	1	1
555	из этой	1	1
556	в первой	1	1
557	тех которые	2	1
558	этого слова	7	1
559	слова и	5	1
560	возвращаемся к	1	1
561	сих пор	4	1
562	жизнь своего	1	1
563	важно то	1	1
564	в более	2	1
565	и определенные	1	1
566	не знаем	2	1
567	оно и	1	1
568	в связи	1	1
569	происходит в	2	1
570	думает что	1	1
571	которая в	1	1
572	чтобы понять	2	1
573	этой веры	1	1
574	уже известное	1	1
575	к одной	1	1
576	для нас	14	1
577	но когда	1	1
578	не более	1	1
579	меня все	1	1
580	она так	2	1
581	с высоты	1	1
582	от всего	1	1
583	трав и	1	1
584	только что	3	1
585	том случае	3	1
586	подобных выражений	1	1
587	в свою	2	1
588	первый раз	1	1
589	таких слов	1	1
590	состоит из	1	1
591	его таким	1	1
592	в такие	1	1
593	почему он	1	1
594	равно как	2	1
595	как есть	1	1
596	конечно отлично	1	1
597	самое что	1	1
598	соответствует в	1	1
599	в действительности	3	1
600	что в	17	1
601	как слово	1	1
602	случае если	1	1
603	в таком	4	1
604	все что	2	1
605	образ этот	1	1
