N	2gram	Medvedev_U_1	Literetu
1	не только	10	24
2	в качестве	1	17
3	но и	4	17
4	в том	2	16
5	а не	10	16
6	в частности	3	15
7	том что	2	14
8	может быть	6	13
9	и не	8	12
10	в этом	7	12
11	в своем	1	11
12	прежде всего	8	11
13	то что	7	10
14	или иначе	1	9
15	так или	1	8
16	не в	2	8
17	и в	14	8
18	только в	2	8
19	отказ от	1	7
20	в себе	2	7
21	в его	2	7
22	уже не	1	7
23	то есть	1	6
24	как и	3	6
25	эстетического объекта	6	6
26	того что	1	6
27	одним из	2	5
28	то же	5	5
29	не столько	2	5
30	в то	3	5
31	для себя	1	5
32	искусства и	1	5
33	же время	3	5
34	в конечном	4	5
35	же в	1	5
36	что он	2	5
37	не может	7	5
38	в данном	1	5
39	с его	2	5
40	в своей	3	4
41	но не	2	4
42	конечном счете	4	4
43	в этой	4	4
44	в художественном	5	4
45	все же	3	4
46	всего лишь	1	4
47	перестает быть	5	4
48	не как	3	4
49	литературного произведения	1	4
50	для этого	3	4
51	данном случае	1	4
52	никогда не	1	4
53	так и	1	4
54	в конце	2	4
55	как раз	2	4
56	это не	3	4
57	в сфере	1	3
58	более чем	2	3
59	в самом	2	3
60	таким образом	2	3
61	той же	1	3
62	далеко не	1	3
63	он и	1	3
64	художественного творчества	5	3
65	в их	4	3
66	но в	3	3
67	что ему	1	3
68	в области	3	3
69	эстетический объект	1	3
70	в виду	1	3
71	в пределах	1	3
72	приводит к	1	3
73	сводится к	2	3
74	и прежде	1	3
75	одно из	1	3
76	у него	1	3
77	и даже	1	3
78	с другой	4	3
79	и др	1	3
80	не было	1	3
81	произведения искусства	3	3
82	что в	1	3
83	человека и	1	2
84	и то	3	2
85	самом деле	2	2
86	должна быть	2	2
87	а для	1	2
88	во мне	1	2
89	относится к	1	2
90	отнюдь не	1	2
91	в нем	1	2
92	поскольку он	1	2
93	художественного впечатления	1	2
94	поэзии и	1	2
95	было бы	3	2
96	что такое	4	2
97	а как	2	2
98	в россии	4	2
99	такое искусство?	1	2
100	нас самих	1	2
101	было у	1	2
102	и является	2	2
103	этом отношении	2	2
104	могут быть	2	2
105	искусства как	2	2
106	для читателя	1	2
107	о том	1	2
108	с одной	1	2
109	между тем	2	2
110	и только	5	2
111	хотя бы	5	2
112	то и	1	2
113	что для	1	2
114	для него	3	2
115	не случайно	2	2
116	тем что	2	2
117	на роль	1	2
118	одной стороны	1	2
119	за пределы	1	2
120	превращается в	2	2
121	этого не	1	2
122	художественное произведение	5	2
123	это уже	2	2
124	объекта и	1	2
125	тем более	1	2
126	все они	2	2
127	не есть	2	2
128	не обладает	1	2
129	в искусстве	6	2
130	же как	1	1
131	художественных произведений	2	1
132	установка на	1	1
133	свое место	1	1
134	сам автор	1	1
135	мы не	2	1
136	художественного произведения	2	1
137	но даже	2	1
138	столько же	1	1
139	он был	1	1
140	быть в	1	1
141	бы то	3	1
142	в различных	1	1
143	смысл стихотворения	1	1
144	к которой	1	1
145	в сторону	2	1
146	жанра но	1	1
147	в наиболее	1	1
148	которые могли	1	1
149	толстого и	1	1
150	первый взгляд	1	1
151	его на	1	1
152	для всех	2	1
153	поверить алгеброй	1	1
154	как нам	1	1
155	мы можем	1	1
156	могли бы	2	1
157	как таковое	1	1
158	есть ли	1	1
159	методологии в	1	1
160	художественном отношении	1	1
161	в которой	1	1
162	он в	1	1
163	на то	1	1
164	он не	1	1
165	главу угла	1	1
166	на эстетику	1	1
167	у пушкина	1	1
168	ориентация на	1	1
169	художественное творчество	1	1
170	или иных	2	1
171	то ни	3	1
172	и с	2	1
173	материала и	2	1
174	автора записок	1	1
175	это было	2	1
176	претензии на	1	1
177	искусства в	1	1
178	в итоге	2	1
179	из первых	1	1
180	произведение как	1	1
181	и вы	1	1
182	мы имеем	1	1
183	с тем	1	1
184	должно быть	1	1
185	иначе говоря	1	1
186	на первый	2	1
187	в г	1	1
188	эстетической реальности	1	1
189	вспять к	1	1
190	в техническом	1	1
191	в которых	1	1
192	и хлебникова	1	1
193	его претензии	1	1
194	для изучения	1	1
195	по крайней	2	1
196	если бы	2	1
197	ни было	3	1
198	быть не	1	1
199	тому чтобы	1	1
200	произведения как	1	1
201	литературы как	1	1
202	она не	1	1
203	тогда когда	1	1
204	у кого	1	1
205	к изучению	1	1
206	момент является	1	1
207	и сальери	1	1
208	не ставит	1	1
209	другой стороны	3	1
210	тех или	2	1
211	с новой	1	1
212	о нем	1	1
213	с другом	1	1
214	данного произведения	1	1
215	ролью в	1	1
216	что при	1	1
217	отказаться от	1	1
218	но по	1	1
219	в произведении	1	1
220	искусство как	1	1
221	историю литературы	1	1
222	с самим	1	1
223	строго говоря	1	1
224	в словах	1	1
225	во главу	1	1
226	никогда и	1	1
227	и т.д	3	1
228	нам представляется	2	1
229	поэтики это	1	1
230	и что	1	1
231	очевидно что	3	1
232	можно сказать	1	1
233	в пользу	1	1
234	в значительной	1	1
235	все в	1	1
236	толстой в	1	1
237	что же	1	1
238	крайней мере	2	1
239	тот же	1	1
240	и творчество	1	1
241	было и	1	1
242	бы ни	1	1
243	только при	1	1
244	и у	2	1
245	в виде	1	1
246	где бы	1	1
247	именно такую	1	1
248	в котором	1	1
249	в современном	1	1
250	не для	1	1
251	слово как	1	1
252	не о	3	1
253	может служить	1	1
254	как такового	3	1
255	бы это	1	1
256	взгляд представляется	1	1
257	в исторической	1	1
258	что и	2	1
259	до сих	2	1
260	сюда же	1	1
261	интерес не	1	1
262	в некоторых	2	1
263	не делает	1	1
264	до конца	1	1
265	и эстетической	1	1
266	он становится	1	1
267	впрочем в	1	1
268	если не	2	1
269	он уже	1	1
270	в той	1	1
271	восприятия а	1	1
272	на эту	2	1
273	и возможностей	1	1
274	по существу	2	1
275	ней не	1	1
276	сих пор	2	1
277	только для	1	1
278	пафос его	1	1
279	но для	1	1
280	из которых	1	1
281	и искусства	1	1
282	при таком	2	1
283	слова у	1	1
284	об искусстве	1	1
285	и все	1	1
286	в словесном	1	1
287	сказать что	1	1
288	только как	1	1
289	состоит из	1	1
290	впервые в	1	1
291	о литературе	1	1
292	время не	1	1
293	художественного задания	2	1
