N	3gram	Bakhtin_Pr_3	Stilisti
1	в то же	12	9
2	то же время	12	7
3	для того чтобы	1	7
4	с точки зрения	4	5
5	и то же	1	4
6	прежде всего в	1	4
7	одно и то	1	4
8	в свою очередь	1	4
9	с самого начала	8	4
10	той или иной	2	4
11	на самом деле	10	3
12	в этом случае	2	3
13	заключает в себе	1	3
14	в конце концов	3	3
15	но все же	1	3
16	как мы уже	1	3
17	как мы видели	2	3
18	должны были бы	1	2
19	или хотя бы	1	2
20	и в то	5	2
21	вместе с тем	2	2
22	в этом отношении	1	2
23	его внутренней речи	3	2
24	в значительной степени	1	2
25	но в то	3	2
26	смысле этого слова	2	2
27	но при этом	1	2
28	как бы в	1	2
29	не может быть	6	2
30	что же такое	1	2
31	и как бы	1	2
32	отношения к нему	1	2
33	о том что	2	2
34	можно сказать что	1	2
35	к тому что	1	2
36	мы видели что	1	2
37	то все же	2	1
38	как и самое	1	1
39	как к своему	1	1
40	и того же	1	1
41	вполне понятно что	2	1
42	не в самом	1	1
43	не может до	2	1
44	и к тому	2	1
45	слово как бы	1	1
46	может до конца	2	1
47	по отношению к	5	1
48	мы должны были	1	1
49	в самом деле	3	1
50	и в особенности	1	1
51	и в отношении	1	1
52	прежде всего с	1	1
53	большинстве случаев только	1	1
54	в нем и	1	1
55	в приведенных нами	1	1
56	не может обойтись	1	1
57	как раз и	2	1
58	себе в этом	1	1
59	должно было быть	1	1
60	до сих пор	1	1
61	роль в его	1	1
62	сказать что у	1	1
63	человека с человеком	2	1
64	здесь же мы	1	1
65	по крайней мере	3	1
66	не говоря ни	1	1
67	хотя бы и	2	1
68	каждому из них	1	1
69	в большинстве случаев	2	1
70	и внутренняя речь	1	1
71	из мертвых душ	1	1
72	тем что он	2	1
73	остановимся только на	2	1
74	как бы два	2	1
75	и в этом	2	1
76	и не было	1	1
77	тем не менее	2	1
78	но даже и	1	1
79	благодаря тому что	1	1
80	того времени и	1	1
81	свою внутреннюю речь	1	1
82	стал для него	1	1
83	правда и в	1	1
84	он в то	1	1
85	монологической речи героя	1	1
86	между этими двумя	1	1
87	мы говорили что	1	1
88	по ту сторону	2	1
89	про себя в	1	1
90	на этом мы	1	1
91	не только не	1	1
92	и не может	2	1
93	вопрос о том	1	1
94	говоря ни слова	1	1
95	с другой стороны	3	1
96	одного и того	1	1
97	для этого необходимо	2	1
98	но все эти	1	1
99	на слушателя и	1	1
100	это как бы	1	1
101	человек не только	1	1
102	как можно более	1	1
103	уже как бы	1	1
104	вовсе не является	1	1
105	в том что	1	1
106	именно потому что	2	1
107	войти в кругозор	1	1
108	как и в	1	1
109	в сущности являются	1	1
110	почти на одном	1	1
111	мы увидим что	2	1
112	в начале как	1	1
113	в пределах одного	2	1
