N	2gram	Propp_Russ_1	KulturaY
1	и т	10	54
2	т п	1	41
3	т е	17	32
4	и в	36	23
5	точки зрения	3	23
6	в том	17	22
7	не только	22	17
8	в этом	12	16
9	было бы	1	16
10	с точки	3	16
11	самом деле	1	14
12	может быть	8	14
13	в области	3	14
14	что в	19	13
15	не менее	3	12
16	потому что	10	12
17	вопрос о	1	11
18	том что	19	11
19	можно было	1	11
20	в его	2	11
21	того что	4	11
22	а не	2	11
23	можно говорить	2	10
24	у нас	8	10
25	и не	6	10
26	еще не	4	9
27	таким образом	6	9
28	тем не	3	9
29	так как	15	9
30	т д	9	8
31	зависимости от	1	8
32	если бы	1	8
33	в виду	1	8
34	уже не	6	8
35	между прочим	2	8
36	как на	1	8
37	как это	8	7
38	все эти	2	7
39	в нашем	2	7
40	того как	5	7
41	те же	1	7
42	и что	4	7
43	в данном	1	7
44	сказать что	1	7
45	то же	3	6
46	говорить о	1	6
47	в общем	1	6
48	в силу	2	6
49	только в	4	6
50	так и	7	6
51	при этом	6	6
52	и тем	1	6
53	с тем	8	6
54	в их	4	6
55	ничего не	3	6
56	связи с	4	6
57	не может	4	6
58	могут быть	2	6
59	о том	8	6
60	после того	2	6
61	что и	7	6
62	тот же	1	6
63	что он	1	6
64	для этого	2	6
65	также и	1	5
66	в первом	1	5
67	как мы	10	5
68	в чем	1	5
69	независимо от	2	5
70	все же	5	5
71	хотя и	2	5
72	из этих	4	5
73	как бы	5	5
74	что она	2	5
75	как и	10	5
76	не значит	2	5
77	от того	1	5
78	не могут	1	5
79	всякого рода	3	5
80	тем что	4	5
81	далеко не	3	5
82	на которых	1	5
83	в связи	4	5
84	не будем	3	5
85	но это	4	5
86	а в	9	5
87	того же	1	4
88	тех же	1	4
89	точка зрения	1	4
90	как в	5	4
91	в своем	3	4
92	только тогда	1	4
93	целый ряд	1	4
94	в целом	2	4
95	этого слова	3	4
96	что значит	1	4
97	не столько	1	4
98	которые в	1	4
99	том чтобы	1	4
100	тому что	4	4
101	тогда когда	1	4
102	в числе	2	4
103	и о	1	4
104	данном случае	1	4
105	для нас	6	4
106	а также	3	4
107	между тем	7	4
108	один из	8	4
109	в нашей	1	4
110	что не	1	4
111	слова в	3	4
112	не случайно	2	4
113	не было	2	4
114	в той	1	4
115	этом случае	5	4
116	то что	6	4
117	только как	1	4
118	в таком	1	4
119	на самом	2	3
120	по преимуществу	1	3
121	мы не	6	3
122	в ней	2	3
123	но не	2	3
124	по отношению	1	3
125	очевидно что	1	3
126	отнюдь не	2	3
127	что именно	2	3
128	и к	3	3
129	что это	3	3
130	тому же	1	3
131	он не	1	3
132	русском языке	1	3
133	и с	2	3
134	мы видели	1	3
135	форма и	1	3
136	не так	1	3
137	но если	1	3
138	в которых	5	3
139	и более	2	3
140	что сам	1	3
141	она не	2	3
142	в то	1	3
143	не имеет	6	3
144	должна быть	1	3
145	которые и	1	3
146	п в	13	3
147	не по	1	3
148	что на	4	3
149	не потому	1	3
150	поэзии как	1	3
151	всего этого	1	3
152	но и	16	3
153	нас в	1	3
154	связь между	2	3
155	это не	10	3
156	этот вопрос	2	3
157	в какой	2	3
158	и действительно	1	3
159	уже в	1	3
160	ни в	1	3
161	а с	4	3
162	и пр	2	3
163	смысл который	1	3
164	по существу	4	3
165	там где	2	3
166	но для	1	3
167	к тому	4	3
168	мы должны	2	3
169	слово в	1	3
170	по поводу	1	3
171	они не	1	3
172	таком случае	1	2
173	чтобы не	1	2
174	тем же	1	2
175	к другому	2	2
176	отношению к	1	2
177	что эти	1	2
178	на западе	2	2
179	собственном смысле	1	2
180	мы имеем	4	2
181	это без	1	2
182	на себя	2	2
183	где с	1	2
184	случаи когда	1	2
185	в различных	2	2
186	для обозначения	2	2
187	не все	1	2
188	он пишет	1	2
189	отличие от	1	2
190	не просто	2	2
191	что они	7	2
192	далее следует	1	2
193	относится к	1	2
194	когда он	2	2
195	и как	2	2
196	увидим что	1	2
197	но в	2	2
198	их содержания	1	2
199	очень много	1	2
200	как он	2	2
201	в значении	1	2
202	по происхождению	3	2
203	и самый	1	2
204	если же	1	2
205	в россии	4	2
206	состоит в	8	2
207	на этом	3	2
208	но все	3	2
209	что все	1	2
210	значение в	1	2
211	с целью	2	2
212	его в	1	2
213	чем в	2	2
214	себя внимание	1	2
215	такой же	2	2
216	и того	1	2
217	смысл и	1	2
218	одного и	1	2
219	в этих	3	2
220	и при	1	2
221	и без	1	2
222	в отличие	1	2
223	не как	1	2
224	своего рода	3	2
225	точку зрения	1	2
226	ряда других	1	2
227	и формами	1	2
228	нас к	2	2
229	что есть	1	2
230	не о	1	2
231	может служить	1	2
232	дело не	1	2
233	слова как	1	2
234	по своему	1	2
235	в русском	4	2
236	которые можно	2	2
237	никак не	1	2
238	можно рассматривать	1	2
239	которое в	1	2
240	из всего	1	2
241	так в	4	2
242	но мы	1	2
243	в пределах	1	2
244	в дальнейшем	2	2
245	на том	1	2
246	вопрос этот	1	2
247	что дело	1	2
248	и нужно	1	2
249	и здесь	2	2
250	внимание на	1	2
251	при котором	1	2
252	можно сказать	1	2
253	как они	2	2
254	не более	1	2
255	сразу же	1	2
256	в двух	1	2
257	в качестве	3	2
258	то и	1	2
259	что если	1	2
260	не дает	1	2
261	е на	1	2
262	в одном	3	2
263	в некоторых	4	2
264	в особенности	2	2
265	точек зрения	1	2
266	еще и	1	2
267	на этот	3	2
268	не означает	2	2
269	в свете	2	2
270	подобного рода	1	2
271	о чем	3	2
272	что мы	1	2
273	в частности	2	2
274	вместе с	10	2
275	можно будет	1	2
276	так же	3	2
277	п а	1	2
278	в область	1	2
279	тому как	1	2
280	в тех	4	2
281	быть не	1	2
282	как например	3	2
283	только для	2	2
284	все это	6	2
285	кроме того	1	2
286	из ряда	1	2
287	к вопросу	2	2
288	не с	3	2
289	главным образом	2	2
290	е в	8	2
291	чем можно	2	2
292	не знает	1	2
293	является и	1	2
294	только о	1	2
295	во всяком	1	2
296	который должен	1	1
297	ту же	1	1
298	говоря о	1	1
299	о каких	1	1
300	например в	2	1
301	же как	1	1
302	в объяснении	1	1
303	эти случаи	1	1
304	самых разнообразных	1	1
305	значении этого	1	1
306	и должны	1	1
307	между двумя	2	1
308	из самых	1	1
309	с общей	1	1
310	на две	1	1
311	не имеют	1	1
312	с таким	1	1
313	часть его	1	1
314	все русские	1	1
315	поэзии и	1	1
316	из всех	1	1
317	в несколько	1	1
318	или с	1	1
319	на тех	2	1
320	года не	1	1
321	этого нет	1	1
322	на место	1	1
323	установить что	1	1
324	такое положение	1	1
325	имеет смысла	1	1
326	но она	2	1
327	вся семья	1	1
328	увидим ниже	3	1
329	и самой	1	1
330	не совсем	4	1
331	для наших	2	1
332	заметок и	1	1
333	как не	2	1
334	что до	1	1
335	есть вместе	1	1
336	большей частью	1	1
337	и на	10	1
338	между собой	2	1
339	имело место	2	1
340	значение которых	1	1
341	а только	1	1
342	значение и	2	1
343	к слову	2	1
344	тогда как	2	1
345	тут же	2	1
346	значение имеет	1	1
347	были не	1	1
348	которые не	3	1
349	все недостатки	1	1
350	это имело	1	1
351	же с	1	1
352	с этим	2	1
353	это был	1	1
354	что касается	1	1
355	в противном	1	1
356	перед нами	1	1
357	находящиеся в	2	1
358	тех случаях	1	1
359	как уже	4	1
360	в круг	2	1
361	себе дело	1	1
362	е с	1	1
363	упомянуть что	2	1
364	для которой	1	1
365	не связаны	1	1
366	в которой	1	1
367	меньшей мере	1	1
368	о поднятии	1	1
369	основных проблем	1	1
370	когда будет	1	1
371	на некоторых	1	1
372	земля и	1	1
373	думать что	3	1
374	может считаться	1	1
375	и те	3	1
376	мы наблюдаем	2	1
377	с малым	1	1
378	связанные с	3	1
379	наблюдаем в	1	1
380	и лучше	2	1
381	том какие	1	1
382	всех этих	2	1
383	с нашим	1	1
384	материал из	1	1
385	не к	1	1
386	есть один	1	1
387	уже указано	1	1
388	чем именно	1	1
389	его от	2	1
390	объяснение слова	1	1
391	так например	6	1
392	от общего	1	1
393	и наоборот	1	1
394	природа и	1	1
395	в каждом	2	1
396	здесь мы	1	1
397	смысле в	1	1
398	так называемым	1	1
399	в старину	2	1
400	входит в	4	1
401	и мы	1	1
402	некоторые основные	1	1
403	известно что	1	1
404	пословицы и	1	1
405	падает на	1	1
406	после этого	4	1
407	чаще всего	3	1
408	что изучение	1	1
409	хождение с	1	1
410	показывает что	5	1
411	не всегда	1	1
412	можно считать	1	1
413	в г	4	1
414	во время	14	1
415	таким же	3	1
416	и ее	1	1
417	всяком случае	1	1
418	она в	3	1
419	указать что	1	1
420	представление о	3	1
421	они уже	1	1
422	что я	1	1
423	много и	3	1
424	одном из	1	1
425	начнем с	1	1
426	связано с	1	1
427	чтобы она	1	1
428	все для	1	1
429	стоит в	2	1
430	дня и	1	1
431	как можно	2	1
432	слово к	1	1
433	по меньшей	1	1
434	ее с	1	1
435	к этим	1	1
436	что изучать	1	1
437	в основе	1	1
438	говорят об	1	1
439	значению своему	1	1
440	значение этого	1	1
441	не могло	1	1
442	работы но	1	1
443	рассматривать как	1	1
444	здесь ему	1	1
445	именно с	2	1
446	того в	1	1
447	что основное	1	1
448	это слово	1	1
449	и его	1	1
450	должны иметь	1	1
451	обращает на	1	1
452	чем ближе	1	1
453	как будто	5	1
454	котором в	1	1
455	к таким	3	1
456	ни о	1	1
457	начиная с	3	1
458	последний элемент	1	1
459	такая точка	1	1
460	и другой	3	1
461	должны быть	1	1
462	содержанием и	1	1
463	например на	1	1
464	в самых	1	1
465	когда они	1	1
466	приходит к	1	1
467	основываясь на	1	1
468	у себя	1	1
469	свою очередь	2	1
470	на основе	1	1
471	можно показать	1	1
472	в собственном	1	1
473	можно установить	1	1
474	приводит к	3	1
475	следовательно и	1	1
476	слова а	1	1
477	что каждый	1	1
478	каждого из	1	1
479	и каждый	1	1
480	с этого	6	1
481	и статей	1	1
482	чем у	2	1
483	часто в	1	1
484	имеется в	1	1
485	без сомнения	1	1
486	о котором	1	1
487	означает что	2	1
488	но здесь	1	1
489	разница между	2	1
490	по значению	1	1
491	вот почему	1	1
492	на этой	2	1
493	чтобы с	1	1
494	объяснении этого	1	1
495	и просто	1	1
496	они ничего	1	1
497	по этому	3	1
498	к нему	1	1
499	этому поводу	2	1
500	во втором	1	1
501	нуждается в	1	1
502	материал не	1	1
503	них в	2	1
504	что бы	1	1
505	также в	3	1
506	судить по	2	1
507	что здесь	1	1
508	дело так	1	1
509	быть и	2	1
510	показывают что	2	1
511	слово с	1	1
512	же все	1	1
513	оказалось что	1	1
514	года и	1	1
515	мы видим	2	1
516	с ними	5	1
517	мы увидим	8	1
518	в себе	1	1
519	будет для	1	1
520	и так	1	1
521	между и	1	1
522	до нас	1	1
523	поэтому и	1	1
524	самые разнообразные	1	1
525	который в	1	1
526	от них	3	1
527	пожалеть что	1	1
528	сколько в	1	1
529	и др	4	1
530	для современности	1	1
531	не можем	3	1
532	говорить об	1	1
533	в виде	6	1
534	в начале	1	1
535	свидетельствует о	1	1
536	раньше чем	1	1
537	этому вопросу	2	1
538	с материалами	2	1
539	с совершенно	1	1
540	мы знаем	1	1
541	времени на	1	1
542	и их	4	1
543	прочим в	1	1
544	представить себе	1	1
545	то время	1	1
546	но что	2	1
547	дело и	1	1
548	только с	1	1
549	каждый из	1	1
550	другому и	1	1
551	не противоречит	1	1
552	из приведенных	3	1
553	возможно что	1	1
554	так не	1	1
555	отличаются от	1	1
556	сюда же	1	1
557	совершенно ином	1	1
558	такое же	2	1
559	что для	1	1
560	обратиться к	1	1
561	противном случае	1	1
562	об изучении	1	1
563	которых мы	1	1
564	и непосредственно	2	1
565	на весь	2	1
566	сообщает о	4	1
567	его по	1	1
568	возвращаясь к	1	1
569	свое внимание	1	1
570	пр и	1	1
571	если не	1	1
572	так называемых	1	1
573	или наоборот	1	1
574	нет никаких	1	1
575	что во	1	1
576	и потому	2	1
577	в иных	1	1
578	из которых	1	1
579	их то	1	1
580	к жизни	3	1
581	целом ряде	1	1
582	который мы	1	1
583	языках в	1	1
584	наряду с	1	1
585	думается что	1	1
586	в первой	1	1
587	где это	1	1
588	исходя из	1	1
589	то на	3	1
590	и было	1	1
591	ли не	1	1
592	разных слов	1	1
593	совершенно очевидно	1	1
594	между формами	1	1
595	с этими	1	1
596	же значение	1	1
597	могут рассматриваться	1	1
598	д и	1	1
599	деле как	1	1
600	и для	2	1
601	случаях когда	1	1
602	уже на	1	1
603	и один	1	1
604	тем и	2	1
605	думает что	1	1
606	только у	2	1
607	совершенно иное	1	1
608	поэтический образ	1	1
609	от него	1	1
610	же что	1	1
611	или нет	1	1
612	интерес к	2	1
613	и н	2	1
614	будто бы	6	1
615	е когда	1	1
616	же в	1	1
617	в равной	2	1
618	и другие	13	1
619	в целях	3	1
620	несмотря на	3	1
621	нам не	1	1
622	в период	1	1
623	в народной	2	1
624	в свою	3	1
625	между ними	1	1
626	на более	1	1
627	имеет ничего	1	1
628	на общий	1	1
629	становится очевидным	1	1
630	находящихся в	1	1
631	есть и	1	1
632	к этому	4	1
633	к числу	1	1
634	заметить что	1	1
635	именно здесь	1	1
636	все что	1	1
