N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	26
2	мы имеем	3	14
3	никогда не	6	13
4	потому что	2	13
5	в этом	13	12
6	таким образом	5	12
7	в том	14	12
8	что в	4	12
9	может быть	10	11
10	и т	2	10
11	не только	26	10
12	том что	13	10
13	представления о	2	10
14	с другой	5	10
15	и не	14	10
16	еще не	2	9
17	а именно	1	9
18	что он	5	9
19	но и	15	9
20	все эти	3	8
21	все же	6	8
22	в нем	5	8
23	на том	3	8
24	с ним	4	8
25	вместе с	1	8
26	например в	1	7
27	но в	6	7
28	и его	3	7
29	о том	5	7
30	с одной	5	7
31	уже не	4	7
32	у него	6	7
33	превращается в	2	7
34	одной стороны	5	7
35	мы не	2	6
36	как в	5	6
37	как он	2	6
38	и с	1	6
39	в виде	2	6
40	то что	8	6
41	ее в	1	6
42	не может	8	6
43	то же	4	5
44	в ней	2	5
45	за собой	1	5
46	не будет	2	5
47	как и	4	5
48	и что	2	5
49	в то	5	5
50	так и	9	5
51	в его	6	5
52	только в	11	5
53	тем что	1	5
54	у нас	2	5
55	как это	4	5
56	как мы	1	4
57	и он	2	4
58	с его	3	4
59	из этих	2	4
60	после этого	1	4
61	и по	3	4
62	здесь мы	1	4
63	это не	3	4
64	и тем	5	4
65	не всегда	1	4
66	еще нет	1	4
67	не имели	1	4
68	том свете	2	4
69	а также	6	4
70	что и	2	4
71	он имеет	1	4
72	в других	2	4
73	до сих	1	4
74	прежде всего	6	4
75	связано с	1	4
76	зависит от	2	4
77	как бы	6	4
78	в это	1	4
79	сих пор	1	4
80	но это	2	4
81	все что	4	4
82	же как	2	3
83	так у	1	3
84	должна быть	2	3
85	время как	1	3
86	это еще	1	3
87	когда он	1	3
88	и наконец	1	3
89	в себе	8	3
90	что она	2	3
91	при этом	14	3
92	если бы	4	3
93	него и	1	3
94	в своей	4	3
95	таким же	1	3
96	в одном	1	3
97	не в	8	3
98	их в	1	3
99	она не	1	3
100	на котором	1	3
101	как только	1	3
102	меня в	1	3
103	данном случае	6	3
104	то время	1	3
105	если они	1	3
106	другими словами	1	3
107	один из	3	3
108	том как	2	3
109	в качестве	14	3
110	не происходит	2	3
111	так что	1	3
112	эти три	1	3
113	со стороны	6	3
114	далеко не	5	3
115	в частности	11	3
116	в него	2	3
117	к своему	2	3
118	предположить что	1	3
119	в данном	10	3
120	наряду с	1	3
121	как будто	1	3
122	и от	1	3
123	или в	1	3
124	вопрос о	1	3
125	каждый год	1	3
126	на первый	1	3
127	солнца и	1	3
128	а в	9	3
129	еще в	1	3
130	сказать что	3	3
131	из этого	1	3
132	как на	2	3
133	в своих	2	3
134	к этому	1	3
135	во сне	2	3
136	небо и	1	3
137	они не	2	3
138	того же	1	2
139	говорилось выше	3	2
140	здесь и	1	2
141	из его	1	2
142	что иное	1	2
143	представляет собой	16	2
144	из земли	1	2
145	но не	3	2
146	могло быть	1	2
147	по отношению	5	2
148	тогда как	15	2
149	на то	2	2
150	относится к	1	2
151	в одной	1	2
152	в своем	6	2
153	что касается	1	2
154	перед нами	4	2
155	и как	1	2
156	он представляется	1	2
157	так на	1	2
158	что это	4	2
159	в этой	4	2
160	то и	3	2
161	но он	2	2
162	он не	5	2
163	из него	1	2
164	людей и	1	2
165	с этой	3	2
166	можно было	2	2
167	его не	1	2
168	было бы	2	2
169	что смерть	1	2
170	приходит в	1	2
171	здесь нет	1	2
172	смерть и	1	2
173	ни в	1	2
174	вовсе не	2	2
175	становится и	1	2
176	а потом	2	2
177	и сейчас	1	2
178	стране мертвых	1	2
179	она в	1	2
180	в которых	1	2
181	миф о	1	2
182	своего рода	9	2
183	однако в	2	2
184	тем самым	5	2
185	которых он	1	2
186	не имеет	2	2
187	одна из	3	2
188	на него	5	2
189	не могло	2	2
190	не вполне	2	2
191	в городе	1	2
192	зависимости от	1	2
193	об одном	1	2
194	к тому	9	2
195	что при	1	2
196	где он	1	2
197	но при	4	2
198	здесь не	2	2
199	и сам	3	2
200	что у	2	2
201	с собой	1	2
202	когда в	1	2
203	о котором	3	2
204	ничего не	6	2
205	сводится к	9	2
206	но мы	1	2
207	в которое	1	2
208	можно сказать	6	2
209	как у	4	2
210	эти два	2	2
211	в форме	5	2
212	все время	1	2
213	в лице	1	2
214	того что	6	2
215	людей а	1	2
216	это означает	1	2
217	именно на	1	2
218	мир не	1	2
219	не будут	1	2
220	никто не	1	2
221	всяком случае	1	2
222	что они	3	2
223	а с	2	2
224	что не	1	2
225	не означает	1	2
226	а не	17	2
227	о чем	2	2
228	от солнца	1	2
229	может иметь	1	2
230	уже давно	1	2
231	так же	2	2
232	к себе	7	2
233	что же	1	2
234	отношению к	5	2
235	быть только	1	2
236	стороны и	1	2
237	что мы	1	2
238	видно что	2	2
239	но для	2	2
240	мира и	3	2
241	для нас	2	2
242	мы должны	1	2
243	только что	2	2
244	в этих	1	2
245	но эти	1	2
246	деревья и	1	2
247	с ними	3	2
248	в последнем	1	2
249	героя в	6	2
250	жизни и	4	2
251	точно так	2	2
252	во всяком	1	2
253	соответствии с	3	1
254	отношения к	1	1
255	одним из	1	1
256	также и	1	1
257	в движение	1	1
258	относится и	1	1
259	таком случае	1	1
260	с кем	1	1
261	в связи	1	1
262	мере в	2	1
263	очень много	1	1
264	между двумя	1	1
265	смерть в	1	1
266	все те	2	1
267	в зависимости	1	1
268	а как	3	1
269	есть не	1	1
270	если я	1	1
271	уходя в	1	1
272	ни у	1	1
273	нам в	3	1
274	героя но	1	1
275	именно к	1	1
276	но она	1	1
277	как то	1	1
278	в полной	1	1
279	но то	1	1
280	что можно	1	1
281	бы с	2	1
282	пребывания в	3	1
283	так или	1	1
284	и сами	1	1
285	не имел	1	1
286	во всех	1	1
287	как правило	3	1
288	ли герой	1	1
289	же она	2	1
290	не все	2	1
291	отличие от	5	1
292	не просто	1	1
293	нашего сознания	1	1
294	как говорит	1	1
295	более чем	2	1
296	же с	1	1
297	что именно	1	1
298	до его	1	1
299	и нет	1	1
300	этой стороны	1	1
301	однако не	2	1
302	им в	1	1
303	встрече с	4	1
304	сидит в	1	1
305	хотя и	5	1
306	как уже	2	1
307	борьбы со	1	1
308	его к	1	1
309	и к	6	1
310	для которой	1	1
311	более или	1	1
312	ним происходит	1	1
313	на противоположном	1	1
314	в целом	3	1
315	применительно к	1	1
316	все так	1	1
317	можно не	1	1
318	в главе	1	1
319	раз в	2	1
320	по форме	1	1
321	он является	3	1
322	сказал я	1	1
323	ее как	1	1
324	в случае	2	1
325	жизнью и	2	1
326	тем не	5	1
327	раз когда	1	1
328	в силу	4	1
329	никак не	3	1
330	мифы о	1	1
331	чтобы в	2	1
332	подобно тому	2	1
333	что ни	1	1
334	на этом	1	1
335	с белыми	1	1
336	встречаются и	1	1
337	по содержанию	1	1
338	что все	1	1
339	другого человека	2	1
340	в мире	4	1
341	этом направлении	1	1
342	то есть	9	1
343	того или	3	1
344	обоих случаях	1	1
345	при встрече	3	1
346	которого не	1	1
347	он предстал	1	1
348	на горизонте	1	1
349	который так	1	1
350	и деревья	1	1
351	выходя из	1	1
352	в жизни	6	1
353	им самим	1	1
354	это некоторый	2	1
355	с такой	1	1
356	обратимся к	1	1
357	в саду	1	1
358	одно из	2	1
359	или менее	1	1
360	искать в	1	1
361	что создает	1	1
362	точки зрения	5	1
363	она сама	1	1
364	женщин и	1	1
365	за которым	2	1
366	в котором	5	1
367	случае в	1	1
368	не столько	5	1
369	не от	1	1
370	что я	3	1
371	говоря и	1	1
372	от его	2	1
373	верили в	1	1
374	а есть	1	1
375	другом и	1	1
376	все это	1	1
377	мира на	1	1
378	и более	2	1
379	в солнечном	1	1
380	то два	1	1
381	что есть	1	1
382	можно ли	1	1
383	при всех	1	1
384	не менее	4	1
385	к такой	1	1
386	мира не	2	1
387	что с	2	1
388	в обоих	2	1
389	принадлежат к	1	1
390	не делают	1	1
391	это всегда	1	1
392	в основе	1	1
393	не случайно	2	1
394	того чтобы	3	1
395	и смерть	1	1
396	нет места	1	1
397	этого обряда	1	1
398	и по-видимому	1	1
399	в противоречие	1	1
400	а во	2	1
401	пути и	1	1
402	к ней	3	1
403	по своей	3	1
404	такая же	1	1
405	связь и	1	1
406	то у	3	1
407	к мифу	1	1
408	со своим	2	1
409	только с	1	1
410	в области	2	1
411	ли это	1	1
412	и оно	1	1
413	детей в	1	1
414	не могут	1	1
415	есть только	1	1
416	он бы	1	1
417	которая живет	1	1
418	и смертью	1	1
419	приобщения к	1	1
420	души человеческой	1	1
421	не встречается	1	1
422	мысли о	1	1
423	от которой	1	1
424	вот и	1	1
425	и о	1	1
426	тому что	3	1
427	с ее	1	1
428	не могу	2	1
429	в ее	4	1
430	как по	3	1
431	приводит к	1	1
432	и когда	3	1
433	его самого	1	1
434	по аналогии	1	1
435	те же	2	1
436	не с	1	1
437	ясно что	1	1
438	которая была	1	1
439	или на	1	1
440	это только	1	1
441	жизнь и	1	1
442	всегда имеет	1	1
443	только у	1	1
444	не случайна	1	1
445	означает что	1	1
446	об этом	4	1
447	перед нею	1	1
448	иное как	1	1
449	же было	1	1
450	и здесь	2	1
451	тех кто	1	1
452	в другом	4	1
453	настолько что	1	1
454	более высокой	1	1
455	обычно они	1	1
456	аналогии с	1	1
457	говорилось о	1	1
458	его тело	1	1
459	с того	1	1
460	все его	4	1
461	теперь и	1	1
462	это была	1	1
463	восходит к	2	1
464	к нему	1	1
465	однако что	1	1
466	всегда может	1	1
467	между тем	3	1
468	он прямо	1	1
469	в ряд	1	1
470	более широкий	1	1
471	на одном	2	1
472	бы она	1	1
473	это нужно	1	1
474	них в	1	1
475	наконец в	1	1
476	он обладает	1	1
477	также в	1	1
478	сложное и	1	1
479	не должен	2	1
480	от которого	3	1
481	в современной	2	1
482	быть и	1	1
483	с той	1	1
484	но с	1	1
485	время когда	1	1
486	и представляет	3	1
487	этот вопрос	1	1
488	дело с	2	1
489	только сам	1	1
490	ли он	1	1
491	как нечто	1	1
492	может оказаться	2	1
493	по всей	1	1
494	есть в	1	1
495	одной из	1	1
496	обстоит дело	1	1
497	о ней	3	1
498	в классической	1	1
499	или даже	3	1
500	на своего	1	1
501	и небо	1	1
502	мир в	1	1
503	для него	4	1
504	у нее	4	1
505	отношение к	1	1
506	при всей	4	1
507	может служить	2	1
508	но что	1	1
509	но уже	1	1
510	есть выражение	1	1
511	для того	1	1
512	этом будет	1	1
513	где в	1	1
514	именно как	1	1
515	за этим	1	1
516	и даже	3	1
517	даже не	1	1
518	или иначе	2	1
519	именно в	2	1
520	природа в	1	1
521	я был	1	1
522	сам себя	1	1
523	о своем	2	1
524	заметить что	1	1
525	из таких	1	1
526	в самую	2	1
527	в другое	1	1
528	это прежде	1	1
529	не знает	1	1
530	не исключает	1	1
531	у такого	1	1
532	его как	1	1
533	как о	2	1
534	на эту	1	1
535	когда она	1	1
536	повествования и	1	1
537	несмотря на	2	1
538	одном тексте	1	1
539	мог быть	1	1
540	вступает в	2	1
541	еще раз	1	1
542	первый взгляд	1	1
543	противоречие с	1	1
544	нем своего	1	1
545	как кажется	1	1
546	и ничто	1	1
547	почему он	1	1
548	отец как	1	1
549	к другому	2	1
550	он говорит	1	1
551	видит в	2	1
552	перехода от	1	1
553	не удалось	1	1
554	это так	1	1
555	тому как	2	1
556	которые по	1	1
557	в мир	1	1
558	и вполне	1	1
